LIB	Chr	Human Pos	Sign	Viral Sign	Viral Pos	Read Count	Split Reads	Uniquely Mapped Reads	Multiply Mapped Reads	Rank1 Hits
/cromwell_root	18	8177715	+	+	4833	1	1	1	1	0	1	1e-40	2e-05
/cromwell_root	18	21027225	+	?	0	1	1	0	1	1	0	1e-40	4e-07
/cromwell_root	19	30846111	+	+	950	178	178	2	114	66	172	0	7e-29
/cromwell_root	19	33480956	+	+	4476	2	2	0	1	1	2	8e-64	8e-24
/cromwell_root	19	42969134	+	-	2703	189	189	1	18	173	181	0	-2.05486e-10
/cromwell_root	2	60800356	+	+	793	193	193	1	114	81	191	-0	-8.6938e+10
/cromwell_root	2	138702902	+	-	3649	184	184	2	185	1	186	0	7e-29
/cromwell_root	2	202777635	+	+	6936	1	1	0	1	0	1	1e-40	8e-24
/cromwell_root	6	29615056	+	-	2049	2	2	0	0	2	1	-2.14959e-83	-2.14959e-22
/cromwell_root	6	30162233	+	+	369	1	1	0	0	1	1	1e-40	7e-29
/cromwell_root	6	42185527	+	+	6109	2	2	0	2	0	2	8e-64	8e-24
/cromwell_root	6	47091674	+	?	0	1	1	0	1	1	1	1e-40	8e-09
/cromwell_root	6	62015021	+	-	1053	180	180	1	181	0	181	-0	-2.72493e+08
/cromwell_root	6	95205085	+	+	668	1	1	0	0	1	1	1e-40	4e-17
/cromwell_root	6	129388090	+	+	488	1	1	0	0	1	1	1e-40	8e-19
/cromwell_root	6	138949739	+	+	1039	1	1	0	1	0	1	1e-40	8e-09
/cromwell_root	17	27279062	+	+	1673	154	154	0	125	29	154	0	1.82375e-35
/cromwell_root	16	15002030	+	-	7770	188	188	2	20	170	190	0	7e-29
/cromwell_root	16	28480715	+	+	4832	1	1	0	0	1	1	1e-40	8e-14
/cromwell_root	16	50698762	+	-	5986	197	197	1	199	0	199	0	7e-29
/cromwell_root	21	15298847	+	-	6977	1	1	0	0	1	1	1e-40	3e-23
/cromwell_root	21	17785304	+	+	4556	192	192	2	195	1	195	-0	-1.49358e+21
/cromwell_root	21	31546433	+	-	1973	1	1	0	0	1	1	1e-40	6e-15
/cromwell_root	22	17690557	+	-	2348	1	1	0	0	1	1	1e-40	1e-07
/cromwell_root	10	30231013	+	+	6463	174	174	1	120	54	174	0	7e-29
/cromwell_root	10	31940206	+	-	1270	183	183	1	184	0	184	0	7e-29
/cromwell_root	10	43429229	+	-	7091	1	1	0	0	1	1	1e-40	2e-19
/cromwell_root	5	69481433	+	?	0	1	1	0	0	1	1	1e-40	1e-21
/cromwell_root	5	91650020	+	+	5135	1	1	0	0	1	1	1e-40	8e-14
/cromwell_root	14	50527344	+	+	4498	1	1	0	1	0	1	1e-40	6e-10
/cromwell_root	14	54926057	+	-	1759	1	1	0	0	1	1	1e-40	4e-07
/cromwell_root	14	93529570	+	-	1536	198	198	1	199	0	199	0	7e-29
/cromwell_root	20	5498060	+	+	785	2	2	0	2	0	2	8e-64	8e-24
/cromwell_root	20	17822691	+	-	5431	184	184	1	182	3	185	-0	-1.17823e-09
/cromwell_root	20	36889041	+	+	285	162	162	0	1	162	158	-0	-2.51741e+35
/cromwell_root	11	104343694	+	+	2881	182	182	2	184	0	184	0	-1.47719e-11
/cromwell_root	11	120162755	+	+	4652	186	186	1	138	49	178	-0	-7.65496e-19
/cromwell_root	12	56674928	+	-	3215	1	1	0	0	1	1	1e-40	6e-20
/cromwell_root	12	65693285	+	-	2109	1	1	0	1	0	1	1e-40	6e-10
/cromwell_root	12	74482994	+	-	2406	196	196	1	190	10	200	0	-0.00123546
/cromwell_root	12	78794550	+	-	7412	133	133	2	119	16	135	0	7e-29
/cromwell_root	12	79946475	+	-	3241	2	2	0	1	1	2	8e-64	8e-24
/cromwell_root	12	130811197	+	-	1986	1	1	0	0	1	1	1e-40	1e-26
/cromwell_root	12	132757826	+	?	0	1	1	0	0	1	1	1e-40	2e-19
/cromwell_root	3	15008513	+	+	3210	2	2	0	1	1	2	8e-64	8e-24
/cromwell_root	3	85705169	+	+	3350	1	1	0	1	0	1	1e-40	1e-06
/cromwell_root	15	30790829	+	+	4785	1	1	0	0	1	1	1e-40	2e-15
/cromwell_root	15	54684075	+	?	0	1	1	0	0	1	1	1e-40	1e-21
/cromwell_root	15	59007968	+	-	5327	181	181	1	169	13	182	0	7e-29
/cromwell_root	15	59304269	+	+	4764	1	1	0	0	1	1	1e-40	4e-12
/cromwell_root	15	74018211	+	-	2051	1	1	0	0	1	1	1e-40	1e-16
/cromwell_root	15	90742251	+	-	7086	197	197	1	199	0	199	0	-2.51741e+35
/cromwell_root	7	51421299	+	+	6836	144	144	3	66	80	146	-0	-5.01676e-14
/cromwell_root	7	68657800	+	+	504	1	1	0	0	1	1	1e-40	6e-20
/cromwell_root	7	96709101	+	?	0	1	1	0	1	1	1	1e-40	3e-08
/cromwell_root	8	41979841	+	+	504	1	1	0	0	1	1	1e-40	2e-20
/cromwell_root	8	96438245	+	-	2732	188	188	2	190	0	190	0	7e-29
/cromwell_root	8	119202787	+	-	1848	1	1	0	0	1	1	1e-40	1e-21
/cromwell_root	4	24567794	+	-	3748	1	1	0	1	0	1	1e-40	8e-24
/cromwell_root	4	89534806	+	+	5714	189	189	2	66	125	190	0	7e-29
/cromwell_root	9	80456193	+	+	586	189	189	2	191	0	191	0	7e-29
/cromwell_root	9	107130592	+	?	0	1	1	0	0	1	1	1e-40	6e-15
/cromwell_root	1	62482663	+	+	2089	2	2	0	2	0	2	8e-64	8e-24
/cromwell_root	1	111310602	+	-	3823	192	192	2	195	1	195	0	7e-29
/cromwell_root	1	159857518	+	-	7093	1	1	0	0	1	1	1e-40	1e-22
/cromwell_root	1	210143816	+	-	4852	2	2	0	2	0	2	8e-64	8e-24
/cromwell_root	8	83769850	-	?	0	1	1	0	1	1	0	1e-40	5e-11
/cromwell_root	8	145040453	-	?	0	1	1	0	1	1	0	1e-40	8e-09
/cromwell_root	9	23190368	-	+	5687	165	165	0	165	0	165	-0	-1.50203e+34
/cromwell_root	9	130651462	-	?	0	1	1	0	1	1	0	1e-40	4e-07
/cromwell_root	4	24567652	-	-	3990	175	175	2	178	1	178	0	-3.51179e+13
/cromwell_root	4	37608851	-	+	2236	1	1	0	1	0	1	1e-40	6e-10
/cromwell_root	4	174393637	-	-	7041	1	1	0	0	1	1	1e-40	5e-11
/cromwell_root	1	21328541	-	+	4734	1	1	0	0	1	1	1e-40	4e-22
/cromwell_root	1	62482235	-	+	2019	174	174	2	81	97	175	0	7e-29
/cromwell_root	1	210143388	-	-	4920	187	187	2	187	2	187	0	7e-29
/cromwell_root	1	211427262	-	-	6792	1	1	0	0	1	1	1e-40	2e-14
/cromwell_root	13	30826696	-	-	4871	1	1	0	1	0	1	1e-40	2e-10
/cromwell_root	13	88816524	-	+	2373	1	1	0	0	1	1	1e-40	1e-07
/cromwell_root	5	69342531	-	+	3124	1	1	0	0	1	1	1e-40	3e-23
/cromwell_root	5	70463599	-	?	0	1	1	0	0	1	1	8.40779e-85	8.40779e-45
/cromwell_root	10	23119764	-	?	0	1	1	0	0	1	1	1e-40	2e-25
/cromwell_root	10	54174704	-	?	0	1	1	0	1	0	1	1e-40	2e-15
/cromwell_root	10	111404752	-	+	3882	156	156	0	151	5	156	0	7e-29
/cromwell_root	7	22019181	-	-	686	1	1	0	0	1	1	1e-40	1e-17
/cromwell_root	7	25079393	-	+	6912	1	1	0	0	1	1	1e-40	1e-16
/cromwell_root	7	29986749	-	+	1763	1	1	0	0	1	1	1e-40	6e-20
/cromwell_root	7	83750615	-	-	5096	170	170	1	58	113	164	0	-2.73138e+26
/cromwell_root	7	99234668	-	?	0	1	1	0	0	1	1	1e-40	7e-29
/cromwell_root	7	100250184	-	-	384	1	1	0	0	1	1	1e-40	1e-27
/cromwell_root	14	40857933	-	-	1167	170	170	1	121	50	171	0	7e-29
/cromwell_root	20	5497632	-	+	717	188	188	2	154	36	189	0	7e-29
/cromwell_root	20	51818857	-	-	7242	83	83	1	4	79	81	0	7e-29
/cromwell_root	11	59530577	-	-	365	1	1	0	0	1	1	1e-40	7e-29
/cromwell_root	11	124813553	-	-	3091	178	178	1	84	95	176	0	2.43652e-34
/cromwell_root	12	65609004	-	+	6991	1	1	0	0	1	1	1e-40	4e-22
/cromwell_root	12	79946047	-	-	3309	171	171	2	92	81	166	0	7e-29
/cromwell_root	3	15008085	-	+	3142	177	177	2	88	91	178	0	7e-29
/cromwell_root	3	30836889	-	-	3379	180	180	1	181	0	181	0	7e-29
/cromwell_root	3	86879508	-	+	1979	1	1	0	0	1	1	1e-40	3e-18
/cromwell_root	3	98916483	-	+	2492	200	200	1	201	1	201	0	7e-29
/cromwell_root	15	76202900	-	-	5154	185	185	1	184	2	184	0	7e-29
/cromwell_root	17	18740834	-	?	0	1	1	0	1	1	1	1e-40	1e-27
/cromwell_root	17	42294922	-	+	1764	1	1	0	1	0	1	1e-40	8e-09
/cromwell_root	16	69738538	-	-	2052	144	144	1	5	142	133	-0	-2.26562e-20
/cromwell_root	2	9799050	-	-	5048	183	183	1	154	30	184	0	-2.90147e+11
/cromwell_root	2	99435053	-	+	4767	184	184	1	187	0	187	0	7e-29
/cromwell_root	2	202777494	-	+	6691	177	177	2	163	20	175	0	7e-29
/cromwell_root	19	1611972	-	-	5789	187	187	1	188	0	188	0	7e-29
/cromwell_root	19	21014332	-	?	0	1	1	0	1	1	1	8.40779e-85	8.40779e-45
/cromwell_root	19	33480528	-	-	4917	173	173	0	55	122	164	-0	-5.01676e-14
/cromwell_root	6	5347075	-	-	646	1	1	0	0	1	1	1e-40	4e-22
/cromwell_root	6	42185099	-	+	6041	184	184	2	172	14	183	0	7e-29
/cromwell_root	6	49722675	-	+	4839	202	202	1	145	59	199	-0	-5.14724e+30
/cromwell_root	6	100619033	-	-	3741	198	198	1	197	2	197	0	7e-29
