group	truth_insertion_name	ref_chr	truth_ref_pos	vir_chr	pred_insertion_name	pred_chr_pos	total_reads
subset.insertion_seqs.fa	chr16~73393056~73394055~-~HPV33~1594~2593~+	chr16	73393056	HPV33	HPV33~1591~-~chr16~73393053~+	73393053	193
subset.insertion_seqs.fa	chr1~8745731~8746730~+~HPV33~2672~3671~+	chr1	8746730	HPV33	chr1~8746729~+~HPV33~2665~+	8746729	193
subset.insertion_seqs.fa	chr13~22949043~22950042~-~HPV33~734~1733~+	chr13	22949043	HPV33	HPV33~732~-~chr13~22949042~+	22949042	160
subset.insertion_seqs.fa	chr13~28823600~28824599~-~HPV33~1716~2715~+	chr13	28823600	HPV33	HPV33~1715~-~chr13~28823599~+	28823599	213
subset.insertion_seqs.fa	chr19~49501671~49502670~-~HPV33~5596~6595~+	chr19	49501671	HPV33	HPV33~5595~-~chr19~49501669~+	49501669	211
subset.insertion_seqs.fa	chr14~28350837~28351836~-~HPV33~6198~7197~-	chr14	28350837	HPV33	HPV33~7195~+~chr14~28350836~+	28350836	163
subset.insertion_seqs.fa	chr14~47814862~47815861~-~HPV33~5661~6660~-	chr14	47814862	HPV33	HPV33~6658~+~chr14~47814861~+	47814861	162
subset.insertion_seqs.fa	chr2~33089665~33090664~+~HPV33~331~1330~+	chr2	33090664	HPV33	chr2~33090663~+~HPV33~319~+	33090663	182
subset.insertion_seqs.fa	chr2~66167763~66168762~-~HPV33~5496~6495~-	chr2	66167763	HPV33	HPV33~6496~+~chr2~66167762~+	66167762	218
subset.insertion_seqs.fa	chr2~162521855~162522854~+~HPV33~2734~3733~+	chr2	162522854	HPV33	chr2~162522853~+~HPV33~2731~+	162522853	210
subset.insertion_seqs.fa	chr12~2929082~2930081~+~HPV33~3615~4614~+	chr12	2930081	HPV33	chr12~2930080~+~HPV33~3614~+	2930080	197
subset.insertion_seqs.fa	chr12~31659404~31660403~+~HPV33~6499~7498~+	chr12	31660403	HPV33	chr12~31660402~+~HPV33~6491~+	31660402	187
subset.insertion_seqs.fa	chr12~77586348~77587347~+~HPV33~4537~5536~+	chr12	77587347	HPV33	chr12~77587346~+~HPV33~4536~+	77587346	215
subset.insertion_seqs.fa	chr11~47219257~47220256~+~HPV33~898~1897~+	chr11	47220256	HPV33	chr11~47220253~+~HPV33~893~+	47220253	190
subset.insertion_seqs.fa	chr11~47219257~47220256~+~HPV33~898~1897~+	chr11	47220256	HPV33	chr11~47220255~+~HPV33~893~+	47220255	208
subset.insertion_seqs.fa	chr4~83295824~83296823~-~HPV33~1258~2257~+	chr4	83295824	HPV33	chr4~83295823~-~HPV33~1257~+	83295823	209
subset.insertion_seqs.fa	chr4~83295824~83296823~-~HPV33~1258~2257~+	chr4	83295824	HPV33	chr4~83295825~-~HPV33~1257~+	83295825	188
subset.insertion_seqs.fa	chrX~123155953~123156952~-~HPV33~456~1455~-	chrX	123155953	HPV33	HPV33~1454~+~chrX~123155952~+	123155952	204
subset.insertion_seqs.fa	chrX~123155953~123156952~-~HPV33~456~1455~-	chrX	123155953	HPV33	HPV33~1454~+~chrX~123155954~+	123155954	186
subset.insertion_seqs.fa	chr11~100020532~100021531~+~HPV33~1566~2565~+	chr11	100021531	HPV33	chr11~100021530~+~HPV33~1564~+	100021530	213
subset.insertion_seqs.fa	chr11~100020532~100021531~+~HPV33~1566~2565~+	chr11	100021531	HPV33	chr11~100021535~+~HPV33~1564~+	100021535	19
subset.insertion_seqs.fa	chr16~73393056~73394055~-~HPV33~1594~2593~+	chr16	73393056	HPV33	chr16~73393054~-~HPV33~1592~+	73393054	192
subset.insertion_seqs.fa	chr13~28823600~28824599~-~HPV33~1716~2715~+	chr13	28823600	HPV33	chr13~28823594~-~HPV33~1715~+	28823594	18
subset.insertion_seqs.fa	chr4~122590494~122591493~-~HPV33~741~1740~-	chr4	122590494	HPV33	HPV33~1739~+~chr4~122590492~+	122590492	167
subset.insertion_seqs.fa	chr4~122590494~122591493~-~HPV33~741~1740~-	chr4	122590494	HPV33	HPV33~1739~+~chr4~122590493~+	122590493	178
subset.insertion_seqs.fa	chr10~110405713~110406712~+~HPV33~2075~3074~+	chr10	110406712	HPV33	chr10~110406711~+~HPV33~2074~+	110406711	212
subset.insertion_seqs.fa	chr10~110405713~110406712~+~HPV33~2075~3074~+	chr10	110406712	HPV33	chr10~110406729~+~HPV33~2074~+	110406729	19
subset.insertion_seqs.fa	chr22~31796539~31797538~-~HPV33~2154~3153~+	chr22	31796539	HPV33	chr22~31796537~-~HPV33~2152~+	31796537	166
subset.insertion_seqs.fa	chr4~78243900~78244899~-~HPV33~1428~2427~-	chr4	78243900	HPV33	HPV33~2427~+~chr4~78243899~+	78243899	181
subset.insertion_seqs.fa	chr1~8745731~8746730~+~HPV33~2672~3671~+	chr1	8746730	HPV33	chr1~8746727~+~HPV33~2666~+	8746727	196
subset.insertion_seqs.fa	chr2~162521855~162522854~+~HPV33~2734~3733~+	chr2	162522854	HPV33	chr2~162522851~+~HPV33~2731~+	162522851	189
subset.insertion_seqs.fa	chr21~17495617~17496616~-~HPV33~3030~4029~+	chr21	17495617	HPV33	chr21~17495616~-~HPV33~3029~+	17495616	208
subset.insertion_seqs.fa	chr21~17495617~17496616~-~HPV33~3030~4029~+	chr21	17495617	HPV33	chr21~17495618~-~HPV33~3029~+	17495618	188
subset.insertion_seqs.fa	chr5~103342309~103343308~+~HPV33~3201~4200~+	chr5	103343308	HPV33	chr5~103343310~+~HPV33~3200~+	103343310	181
subset.insertion_seqs.fa	chr10~109016170~109017169~+~HPV33~3523~4522~+	chr10	109017169	HPV33	chr10~109017168~+~HPV33~3522~+	109017168	180
subset.insertion_seqs.fa	chr6~47912312~47913311~-~HPV33~2565~3564~-	chr6	47912312	HPV33	HPV33~3563~+~chr6~47912311~+	47912311	205
