sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads_R-HPV97,HPV97,right,7,1764,chr12,106621753,106621781,+,28,1
reads_R-HPV97,HPV97,right,6,2039,chr2,189451744,189451713,-,31,1
reads_R-HPV97,HPV97,left,9,2320,chr15,25030900,25030934,-,39,6
reads_R-HPV97,HPV97,left,6,2323,chr15,25030900,25030929,-,29,1
reads_R-HPV97,HPV97,right,9,2373,chr1,151011516,151011542,+,27,2
reads_R-HPV97,HPV97,left,9,2753,chr9,133569562,133569596,-,43,9
reads_R-HPV97,HPV97,left,9,2787,chr15,96075847,96075812,+,36,2
reads_R-HPV97,HPV97,left,6,4506,chr16,28264788,28264756,+,32,1
reads_R-HPV97,HPV97,right,10,5532,chr14,70187890,70187928,+,40,2
reads_R-HPV97,HPV97,left,0,6616,chr5,146181623,146181593,+,30,1
reads_R-HPV97,HPV97,left,1,6616,chr12,1654457,1654429,+,28,1
reads_R-HPV97,HPV97,left,0,6616,chr21,36938547,36938575,-,28,1
reads_R-HPV97,HPV97,left,0,6616,chr15,92159612,92159642,-,30,1
reads_R-HPV97,HPV97,left,1,6616,chr14,77815248,77815278,-,29,1
reads_R-HPV97,HPV97,left,0,6616,chr10,15174648,15174679,-,30,1
