LIB	Chr	Human Pos	Sign	Viral Sign	Viral Pos	Read Count	Split Reads	Uniquely Mapped Reads	Multiply Mapped Reads	Rank1 Hits
/cromwell_root	13	55231554	+	+	3581	169	169	5	171	0	171	0	7e-29
/cromwell_root	4	140160038	+	-	3395	206	206	3	78	137	215	0	-7.12403e-38
/cromwell_root	4	147393855	+	?	0	1	1	0	1	1	0	1e-40	4e-12
/cromwell_root	16	27618762	+	+	658	190	190	0	199	0	190	0	7e-29
/cromwell_root	16	89501801	+	+	5133	1	1	0	0	1	1	1e-40	7e-29
/cromwell_root	12	48926374	+	+	1195	3	3	3	0	3	2	1e-53	1e-07
/cromwell_root	17	60497852	+	-	6174	225	225	2	131	102	233	0	7e-29
/cromwell_root	3	12133291	+	+	2679	191	191	9	196	0	196	0	7e-29
/cromwell_root	3	50143179	+	+	6888	1	1	0	0	1	1	1e-40	5e-26
/cromwell_root	3	136137810	+	?	0	2	2	0	2	2	0	2e-65	2e-25
/cromwell_root	9	18349340	+	+	3108	199	199	0	188	11	199	0	7.47009e-32
/cromwell_root	9	127170068	+	+	6231	220	220	9	80	148	228	0	-7.38593e-12
/cromwell_root	14	24983476	+	-	6845	220	220	9	228	0	228	0	7e-29
/cromwell_root	6	16590637	+	-	3520	206	206	4	208	0	208	0	-3.64644e+17
/cromwell_root	10	113463	+	+	888	212	212	5	221	0	221	0	7e-29
/cromwell_root	10	2103700	+	-	5335	225	225	2	233	0	233	0	-6.58847e+32
/cromwell_root	8	56254056	+	?	0	1	1	0	1	1	0	8.40779e-85	8.40779e-45
/cromwell_root	20	39333994	+	-	4239	164	164	0	172	1	163	0	-5.3812e+37
/cromwell_root	20	46299367	+	+	1739	225	225	2	233	0	233	0	7e-29
/cromwell_root	X	40062041	+	+	3487	214	214	3	222	0	222	0	7e-29
/cromwell_root	X	143434734	+	+	501	221	221	9	142	87	229	-0	-6.25612e-33
/cromwell_root	11	96360836	+	-	3703	205	205	4	162	45	207	0	7e-29
/cromwell_root	22	50402015	+	+	6670	204	204	5	36	177	213	-0	-12.1209
/cromwell_root	1	227774404	+	+	3	190	190	0	199	0	190	-0	-5.35797e-22
/cromwell_root	19	6651777	-	+	3226	211	211	5	115	105	220	0	-9.91098e-21
/cromwell_root	19	42716820	-	-	5383	205	205	4	1	206	163	0	7e-29
/cromwell_root	19	50816951	-	+	7252	173	173	0	173	0	173	0	7e-29
/cromwell_root	10	31383794	-	+	6322	211	211	3	110	110	220	0	-2.07436e-10
/cromwell_root	10	75090120	-	?	0	1	1	0	1	1	0	1e-40	2e-09
/cromwell_root	20	15080171	-	+	4521	208	208	4	215	2	215	-0	-3650.59
/cromwell_root	8	93762507	-	?	0	1	1	0	1	1	0	8.40779e-85	8.40779e-45
/cromwell_root	8	99473506	-	+	4057	207	207	4	210	6	210	0	7e-29
/cromwell_root	8	100632679	-	-	2271	204	204	1	34	172	206	0	7e-29
/cromwell_root	X	18251037	-	?	0	1	1	0	1	1	0	1e-40	4e-22
/cromwell_root	X	90493355	-	-	7340	141	141	3	0	150	81	0	7e-29
/cromwell_root	7	39017127	-	+	2312	212	212	3	221	0	221	0	7e-29
/cromwell_root	7	51358173	-	-	7480	160	160	2	108	61	169	-0	-2.43742e-22
/cromwell_root	7	158597190	-	-	1301	226	226	2	90	146	235	0	7e-29
/cromwell_root	11	73431254	-	-	4146	16	16	4	7	20	7	2.4576e-190	2e-14
/cromwell_root	11	85351278	-	+	3054	9	9	1	2	13	6	4.096e-105	2e-09
/cromwell_root	1	12204479	-	+	2091	209	209	2	184	33	217	0	-2.84566e+06
/cromwell_root	1	38935587	-	+	1635	209	209	2	13	204	217	0	7e-29
/cromwell_root	1	171098667	-	-	3586	191	191	0	0	201	137	-0	-1.17069e-17
/cromwell_root	13	103353816	-	+	6816	159	159	5	168	0	168	0	7e-29
/cromwell_root	5	42782869	-	-	5447	191	191	0	42	149	127	-0	-1.35129e+25
/cromwell_root	4	8755206	-	-	4146	188	188	2	116	83	181	0	-2.49256e-24
/cromwell_root	16	25961778	-	+	5102	225	225	2	233	0	233	0	7e-29
/cromwell_root	16	55425605	-	+	4746	206	206	4	207	1	207	0	1.1672e-33
/cromwell_root	16	79128772	-	+	3339	208	208	4	215	2	215	-0	-1.72713e+38
/cromwell_root	16	83687559	-	+	6029	208	208	4	189	28	215	-0	-1.84928e-34
/cromwell_root	12	130946715	-	-	7033	225	225	2	204	29	232	0	7e-29
/cromwell_root	17	27828482	-	-	7404	134	134	4	80	63	141	0	7e-29
/cromwell_root	2	37280259	-	?	0	3	3	0	3	3	0	2.03341e-103	-6.14863e+13
/cromwell_root	2	46256074	-	+	5415	219	219	2	214	14	228	-0	-3.69296e-12
/cromwell_root	Y	3011249	-	-	5566	190	190	3	199	0	199	0	-1.69074e-34
/cromwell_root	3	190481876	-	+	94	210	210	5	219	2	219	0	7e-29
/cromwell_root	15	30911938	-	+	1195	199	199	1	135	66	198	0	-2.30828e+30
/cromwell_root	15	39116972	-	-	2532	224	224	2	118	114	232	-0	-4.78086e-30
/cromwell_root	15	41584321	-	?	0	1	1	0	1	1	0	1e-40	4e-17
/cromwell_root	15	75401355	-	?	0	1	1	0	1	1	0	1e-40	4e-12
/cromwell_root	15	82147512	-	+	1195	9	9	4	2	9	9	2.4576e-134	8e-14
/cromwell_root	14	54149811	-	-	5861	225	225	2	11	222	233	-0	-5.38277e-15
/cromwell_root	14	91996283	-	+	3736	195	195	4	133	73	203	0	-0.01379
