multiqc_index,sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads_R-HPV45|0,reads_R-HPV45,HPV45,left,10,635,chr2,168624874,168624906,-,43,16
reads_R-HPV45|1,reads_R-HPV45,HPV45,left,10,1711,chr10,32713867,32713899,-,43,16
reads_R-HPV45|2,reads_R-HPV45,HPV45,left,10,4608,chr16,28264786,28264755,+,42,15
reads_R-HPV45|3,reads_R-HPV45,HPV45,right,10,5597,chr12,16252933,16252901,-,43,15
reads_R-HPV45|4,reads_R-HPV45,HPV45,right,10,1844,chr12,106621753,106621785,+,43,14
reads_R-HPV45|5,reads_R-HPV45,HPV45,left,10,2833,chr9,133569562,133569595,-,43,14
reads_R-HPV45|6,reads_R-HPV45,HPV45,left,10,4427,chr18,56655352,56655385,-,43,14
reads_R-HPV45|7,reads_R-HPV45,HPV45,right,10,7619,chr15,33328508,33328476,-,43,14
reads_R-HPV45|8,reads_R-HPV45,HPV45,left,10,115,chr8,81561741,81561773,-,42,13
reads_R-HPV45|9,reads_R-HPV45,HPV45,left,10,378,chr8,52151688,52151719,-,41,13
reads_R-HPV45|10,reads_R-HPV45,HPV45,left,10,737,chr5,72360013,72360049,-,43,13
reads_R-HPV45|11,reads_R-HPV45,HPV45,right,10,2577,chr17,57192270,57192238,-,42,13
reads_R-HPV45|12,reads_R-HPV45,HPV45,right,10,4958,chr7,83300270,83300305,+,43,13
reads_R-HPV45|13,reads_R-HPV45,HPV45,right,10,6869,chr12,106175696,106175661,-,43,13
reads_R-HPV45|14,reads_R-HPV45,HPV45,left,10,276,chr14,40251302,40251270,+,39,12
reads_R-HPV45|15,reads_R-HPV45,HPV45,right,10,2453,chr1,151011516,151011552,+,43,12
reads_R-HPV45|16,reads_R-HPV45,HPV45,left,10,2868,chr15,96075848,96075816,+,39,12
reads_R-HPV45|17,reads_R-HPV45,HPV45,right,10,3773,chr10,109756059,109756026,-,42,12
reads_R-HPV45|18,reads_R-HPV45,HPV45,right,10,3806,chr19,7060209,7060178,-,39,12
reads_R-HPV45|19,reads_R-HPV45,HPV45,left,10,4709,chrX,103095465,103095434,+,41,12
reads_R-HPV45|20,reads_R-HPV45,HPV45,left,10,5466,chr18,60086744,60086778,-,42,12
reads_R-HPV45|21,reads_R-HPV45,HPV45,right,10,5645,chr14,70187889,70187924,+,43,12
reads_R-HPV45|22,reads_R-HPV45,HPV45,right,10,7049,chr13,69848363,69848332,-,38,12
reads_R-HPV45|23,reads_R-HPV45,HPV45,right,10,6091,chr8,136387242,136387276,+,43,11
reads_R-HPV45|24,reads_R-HPV45,HPV45,right,10,7265,chr12,111489133,111489100,-,42,11
reads_R-HPV45|25,reads_R-HPV45,HPV45,left,10,906,chr2,208673132,208673098,+,42,10
reads_R-HPV45|26,reads_R-HPV45,HPV45,right,10,2118,chr2,189451745,189451709,-,43,10
