multiqc_index,sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads_R-HPV33|0,reads_R-HPV33,HPV33,left,10,501,chrX,143434733,143434701,+,43,20
reads_R-HPV33|1,reads_R-HPV33,HPV33,left,10,2675,chr3,12133290,12133258,+,43,20
reads_R-HPV33|2,reads_R-HPV33,HPV33,left,10,6231,chr9,127170067,127170035,+,43,20
reads_R-HPV33|3,reads_R-HPV33,HPV33,right,10,6845,chr14,24983476,24983444,-,43,20
reads_R-HPV33|4,reads_R-HPV33,HPV33,left,10,3226,chr19,6651777,6651812,-,43,17
reads_R-HPV33|5,reads_R-HPV33,HPV33,right,10,5566,chrY,3011248,3011282,+,43,16
reads_R-HPV33|6,reads_R-HPV33,HPV33,left,10,6670,chr22,50402014,50401980,+,43,16
reads_R-HPV33|7,reads_R-HPV33,HPV33,right,10,7340,chrY,4071165,4071198,+,43,16
reads_R-HPV33|8,reads_R-HPV33,HPV33,left,10,888,chr10,113462,113426,+,43,13
reads_R-HPV33|9,reads_R-HPV33,HPV33,left,10,2312,chr7,39017126,39017162,-,43,13
reads_R-HPV33|10,reads_R-HPV33,HPV33,left,10,3108,chr9,18349339,18349303,+,43,13
reads_R-HPV33|11,reads_R-HPV33,HPV33,right,10,3395,chr4,140160038,140160002,-,43,12
reads_R-HPV33|12,reads_R-HPV33,HPV33,right,10,1297,chr7,158597194,158597228,+,43,11
reads_R-HPV33|13,reads_R-HPV33,HPV33,left,10,6322,chr10,31383793,31383830,-,43,10
reads_R-HPV33|14,reads_R-HPV33,HPV33,left,10,6574,chr2,111514521,111514556,-,42,10
reads_R-HPV33|15,reads_R-HPV33,HPV33,right,10,7033,chr12,130946714,130946746,+,41,10
reads_R-HPV33|16,reads_R-HPV33,HPV33,right,10,7480,chr7,51358173,51358206,+,41,10
reads_R-HPV33|17,reads_R-HPV33,HPV33,left,10,94,chr3,190481879,190481916,-,43,9
reads_R-HPV33|18,reads_R-HPV33,HPV33,left,10,1635,chr1,38935586,38935618,-,41,9
reads_R-HPV33|19,reads_R-HPV33,HPV33,left,10,1739,chr20,46299367,46299335,+,41,9
reads_R-HPV33|20,reads_R-HPV33,HPV33,left,10,2091,chr1,12204478,12204510,-,41,9
reads_R-HPV33|21,reads_R-HPV33,HPV33,left,10,3581,chr13,55231553,55231516,+,41,9
reads_R-HPV33|22,reads_R-HPV33,HPV33,right,10,4239,chr20,39333999,39333963,-,42,9
reads_R-HPV33|23,reads_R-HPV33,HPV33,left,10,4521,chr20,15080170,15080206,-,42,9
reads_R-HPV33|24,reads_R-HPV33,HPV33,left,10,5415,chr2,46256075,46256106,-,40,9
reads_R-HPV33|25,reads_R-HPV33,HPV33,left,10,3,chr1,227774409,227774372,+,42,8
reads_R-HPV33|26,reads_R-HPV33,HPV33,left,10,658,chr16,27618765,27618726,+,43,8
reads_R-HPV33|27,reads_R-HPV33,HPV33,left,10,3339,chr16,79128776,79128815,-,43,8
reads_R-HPV33|28,reads_R-HPV33,HPV33,right,10,5335,chr10,2103700,2103666,-,41,8
reads_R-HPV33|29,reads_R-HPV33,HPV33,right,10,7404,chr17,27828482,27828519,+,41,8
reads_R-HPV33|30,reads_R-HPV33,HPV33,right,10,2532,chr15,39116971,39117005,+,41,7
reads_R-HPV33|31,reads_R-HPV33,HPV33,right,10,3520,chr6,16590637,16590599,-,41,7
reads_R-HPV33|32,reads_R-HPV33,HPV33,right,10,3703,chr11,96360834,96360797,-,43,7
reads_R-HPV33|33,reads_R-HPV33,HPV33,left,10,4746,chr16,55425604,55425642,-,41,7
reads_R-HPV33|34,reads_R-HPV33,HPV33,left,10,5102,chr16,25961777,25961811,-,41,7
reads_R-HPV33|35,reads_R-HPV33,HPV33,right,10,6174,chr17,60497851,60497818,-,40,7
reads_R-HPV33|36,reads_R-HPV33,HPV33,left,10,3487,chrX,40062040,40062006,+,40,6
reads_R-HPV33|37,reads_R-HPV33,HPV33,left,10,3736,chr14,91996290,91996326,-,39,6
reads_R-HPV33|38,reads_R-HPV33,HPV33,left,10,4057,chr8,99473507,99473546,-,41,6
reads_R-HPV33|39,reads_R-HPV33,HPV33,left,10,6029,chr16,83687564,83687605,-,42,4
reads_R-HPV33|40,reads_R-HPV33,HPV33,left,10,6816,chr13,103353815,103353857,-,43,4
reads_R-HPV33|41,reads_R-HPV33,HPV33,left,4,3054,chrY,9945276,9945242,+,43,16
reads_R-HPV33|42,reads_R-HPV33,HPV33,left,4,3054,chrX,10719335,10719302,+,43,16
reads_R-HPV33|43,reads_R-HPV33,HPV33,left,4,3054,chr9,5242655,5242622,+,43,16
reads_R-HPV33|44,reads_R-HPV33,HPV33,left,4,3054,chr9,6299635,6299602,+,43,16
reads_R-HPV33|45,reads_R-HPV33,HPV33,left,4,3054,chr9,6340139,6340106,+,43,16
reads_R-HPV33|46,reads_R-HPV33,HPV33,left,4,3054,chr8,1611678,1611644,+,43,16
reads_R-HPV33|47,reads_R-HPV33,HPV33,left,4,3054,chr8,14442948,14442914,+,43,16
reads_R-HPV33|48,reads_R-HPV33,HPV33,left,4,3054,chr6,18232502,18232468,+,43,16
reads_R-HPV33|49,reads_R-HPV33,HPV33,left,4,3054,chr6,19499373,19499340,+,43,16
reads_R-HPV33|50,reads_R-HPV33,HPV33,left,4,3054,chr5,9261032,9260998,+,43,16
reads_R-HPV33|51,reads_R-HPV33,HPV33,left,4,3054,chr3,3967230,3967196,+,43,16
reads_R-HPV33|52,reads_R-HPV33,HPV33,left,4,3054,chr3,4027081,4027048,+,43,16
reads_R-HPV33|53,reads_R-HPV33,HPV33,left,4,3054,chr22,23667259,23667226,+,43,16
reads_R-HPV33|54,reads_R-HPV33,HPV33,left,4,3054,chr21,14931236,14931202,+,43,16
reads_R-HPV33|55,reads_R-HPV33,HPV33,left,4,3054,chr20,3498971,3498938,+,43,16
reads_R-HPV33|56,reads_R-HPV33,HPV33,left,4,3054,chr20,5517161,5517128,+,43,16
reads_R-HPV33|57,reads_R-HPV33,HPV33,left,4,3054,chr20,12495879,12495846,+,43,16
reads_R-HPV33|58,reads_R-HPV33,HPV33,left,4,3054,chr2,4647117,4647084,+,43,16
reads_R-HPV33|59,reads_R-HPV33,HPV33,left,4,3054,chr2,8130081,8130048,+,43,16
reads_R-HPV33|60,reads_R-HPV33,HPV33,left,4,3054,chr2,8971655,8971622,+,43,16
reads_R-HPV33|61,reads_R-HPV33,HPV33,left,4,3054,chr17,9620140,9620106,+,43,16
reads_R-HPV33|62,reads_R-HPV33,HPV33,left,4,3054,chr17,20919176,20919142,+,43,16
reads_R-HPV33|63,reads_R-HPV33,HPV33,left,4,3054,chr16,18671402,18671368,+,43,16
reads_R-HPV33|64,reads_R-HPV33,HPV33,left,4,3054,chr15,37534299,37534266,+,43,16
reads_R-HPV33|65,reads_R-HPV33,HPV33,left,4,3054,chr14,22364992,22364958,+,43,16
reads_R-HPV33|66,reads_R-HPV33,HPV33,left,4,3054,chr13,18635114,18635080,+,43,16
reads_R-HPV33|67,reads_R-HPV33,HPV33,left,4,3054,chr13,30263508,30263474,+,43,16
reads_R-HPV33|68,reads_R-HPV33,HPV33,left,4,3054,chr11,4051894,4051860,+,43,16
reads_R-HPV33|69,reads_R-HPV33,HPV33,left,4,3054,chr11,8494236,8494202,+,43,16
reads_R-HPV33|70,reads_R-HPV33,HPV33,left,4,3054,KI270732.1,6006,5973,+,42,16
reads_R-HPV33|71,reads_R-HPV33,HPV33,left,4,3054,KI270728.1,1172779,1172746,+,43,16
reads_R-HPV33|72,reads_R-HPV33,HPV33,left,4,3054,chrY,4950790,4950824,-,43,16
