multiqc_index,sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads_R-HPV97|0,reads_R-HPV97,HPV97,right,10,2832,chr18,58693878,58693912,+,40,11
reads_R-HPV97|1,reads_R-HPV97,HPV97,right,10,2337,chr10,98247273,98247240,-,39,8
reads_R-HPV97|2,reads_R-HPV97,HPV97,right,10,2653,chr14,49328618,49328582,-,40,6
reads_R-HPV97|3,reads_R-HPV97,HPV97,left,10,6604,chr1,58515653,58515620,+,35,6
reads_R-HPV97|4,reads_R-HPV97,HPV97,right,10,2119,chr5,144992020,144992052,+,35,4
reads_R-HPV97|5,reads_R-HPV97,HPV97,right,10,7511,chr6,52152018,52151976,-,40,2
reads_R-HPV97|6,reads_R-HPV97,HPV97,left,9,3539,chr3,53872279,53872314,-,42,5
reads_R-HPV97|7,reads_R-HPV97,HPV97,left,9,629,chr19,14008313,14008340,-,28,2
reads_R-HPV97|8,reads_R-HPV97,HPV97,right,4,5855,chr1,124937070,124937105,+,36,5
reads_R-HPV97|9,reads_R-HPV97,HPV97,right,4,5855,chr1,124805133,124805098,-,36,5
reads_R-HPV97|10,reads_R-HPV97,HPV97,right,4,5855,chr1,124808192,124808157,-,36,5
reads_R-HPV97|11,reads_R-HPV97,HPV97,right,4,5855,chr1,124809723,124809688,-,36,5
reads_R-HPV97|12,reads_R-HPV97,HPV97,right,4,5855,chr1,124829619,124829584,-,36,5
reads_R-HPV97|13,reads_R-HPV97,HPV97,right,4,5855,chr1,124821965,124821931,-,35,4
reads_R-HPV97|14,reads_R-HPV97,HPV97,right,4,5855,chr1,124934010,124934045,+,36,4
reads_R-HPV97|15,reads_R-HPV97,HPV97,right,4,5855,chr1,124935540,124935575,+,36,4
reads_R-HPV97|16,reads_R-HPV97,HPV97,right,4,5855,chr1,124940130,124940165,+,35,4
reads_R-HPV97|17,reads_R-HPV97,HPV97,right,4,5855,chr1,121886881,121886916,+,34,4
reads_R-HPV97|18,reads_R-HPV97,HPV97,right,4,5855,chr1,124786771,124786734,-,37,4
reads_R-HPV97|19,reads_R-HPV97,HPV97,right,4,5855,chr1,124788299,124788264,-,36,4
reads_R-HPV97|20,reads_R-HPV97,HPV97,right,4,5855,chr1,124791359,124791324,-,36,4
reads_R-HPV97|21,reads_R-HPV97,HPV97,right,4,5855,chr1,124799014,124798979,-,36,4
reads_R-HPV97|22,reads_R-HPV97,HPV97,right,4,5855,chr1,124800544,124800509,-,36,4
reads_R-HPV97|23,reads_R-HPV97,HPV97,right,4,5855,chr1,124812783,124812748,-,36,4
reads_R-HPV97|24,reads_R-HPV97,HPV97,right,4,5855,chr1,124825027,124824992,-,36,4
reads_R-HPV97|25,reads_R-HPV97,HPV97,right,4,5855,chr1,124831149,124831116,-,36,3
reads_R-HPV97|26,reads_R-HPV97,HPV97,right,4,5855,chr1,124803603,124803568,-,36,3
reads_R-HPV97|27,reads_R-HPV97,HPV97,right,4,5855,chr1,124828089,124828054,-,36,3
reads_R-HPV97|28,reads_R-HPV97,HPV97,right,4,5855,chr1,124814313,124814278,-,35,3
reads_R-HPV97|29,reads_R-HPV97,HPV97,right,4,5855,chr1,124837269,124837234,-,36,2
reads_R-HPV97|30,reads_R-HPV97,HPV97,right,4,5855,chr1,124838799,124838764,-,36,2
reads_R-HPV97|31,reads_R-HPV97,HPV97,right,4,5855,chr1,124817375,124817340,-,35,2
