multiqc_index,sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads_R-HPV18|0,reads_R-HPV18,HPV18,right,10,2910,chr14,77686486,77686520,+,40,8
reads_R-HPV18|1,reads_R-HPV18,HPV18,right,10,2775,chr14,49328618,49328582,-,40,6
reads_R-HPV18|2,reads_R-HPV18,HPV18,right,10,3079,chr16,30652070,30652039,-,31,2
reads_R-HPV18|3,reads_R-HPV18,HPV18,right,10,7629,chr6,52152018,52151976,-,40,2
reads_R-HPV18|4,reads_R-HPV18,HPV18,left,9,3661,chr3,53872279,53872314,-,42,5
reads_R-HPV18|5,reads_R-HPV18,HPV18,left,4,1160,chr6,49876453,49876418,+,36,6
reads_R-HPV18|6,reads_R-HPV18,HPV18,left,4,1160,chr6,64933550,64933515,+,36,6
reads_R-HPV18|7,reads_R-HPV18,HPV18,left,4,1160,chr6,81136110,81136075,+,36,6
reads_R-HPV18|8,reads_R-HPV18,HPV18,left,4,1160,chr6,82923126,82923091,+,36,6
reads_R-HPV18|9,reads_R-HPV18,HPV18,left,4,1160,chr6,104805272,104805237,+,36,6
reads_R-HPV18|10,reads_R-HPV18,HPV18,left,4,1160,chr14,102880525,102880490,+,36,6
reads_R-HPV18|11,reads_R-HPV18,HPV18,left,4,1160,chr14,70743772,70743737,+,36,6
reads_R-HPV18|12,reads_R-HPV18,HPV18,left,4,1160,chr14,57805187,57805152,+,35,6
reads_R-HPV18|13,reads_R-HPV18,HPV18,left,4,1160,chr14,50412934,50412901,+,33,6
reads_R-HPV18|14,reads_R-HPV18,HPV18,left,4,1160,chr14,66300025,66299990,+,35,6
reads_R-HPV18|15,reads_R-HPV18,HPV18,left,4,1160,chr14,23949013,23948979,+,34,6
reads_R-HPV18|16,reads_R-HPV18,HPV18,left,4,1160,chr6,8584895,8584930,-,36,6
reads_R-HPV18|17,reads_R-HPV18,HPV18,left,4,1160,chr6,19429553,19429588,-,35,6
reads_R-HPV18|18,reads_R-HPV18,HPV18,left,4,1160,chr6,58194477,58194512,-,35,6
reads_R-HPV18|19,reads_R-HPV18,HPV18,left,4,1160,chr6,52851634,52851669,-,35,6
reads_R-HPV18|20,reads_R-HPV18,HPV18,left,4,1160,chr16,82377141,82377176,-,36,6
reads_R-HPV18|21,reads_R-HPV18,HPV18,left,4,1160,chr16,59649370,59649405,-,35,6
reads_R-HPV18|22,reads_R-HPV18,HPV18,left,4,1160,chr14,49126440,49126475,-,36,6
reads_R-HPV18|23,reads_R-HPV18,HPV18,left,4,1160,chr14,48366857,48366890,-,33,6
reads_R-HPV18|24,reads_R-HPV18,HPV18,left,4,1160,chr14,45460250,45460284,-,35,6
reads_R-HPV18|25,reads_R-HPV18,HPV18,left,4,1160,chr14,23585793,23585826,-,33,6
reads_R-HPV18|26,reads_R-HPV18,HPV18,left,4,1160,chr6,114836997,114836962,+,35,5
reads_R-HPV18|27,reads_R-HPV18,HPV18,left,4,1160,chr6,125848217,125848182,+,35,5
reads_R-HPV18|28,reads_R-HPV18,HPV18,left,4,1160,chr16,64467579,64467544,+,34,5
reads_R-HPV18|29,reads_R-HPV18,HPV18,left,4,1160,chr14,46443221,46443186,+,34,5
reads_R-HPV18|30,reads_R-HPV18,HPV18,left,4,1160,chr6,91527964,91527997,-,33,5
reads_R-HPV18|31,reads_R-HPV18,HPV18,left,4,1160,chr6,96472673,96472706,-,33,5
reads_R-HPV18|32,reads_R-HPV18,HPV18,left,4,1160,chr6,147480861,147480895,-,34,5
reads_R-HPV18|33,reads_R-HPV18,HPV18,left,4,1160,chr6,104436035,104436070,-,34,5
reads_R-HPV18|34,reads_R-HPV18,HPV18,left,4,1160,chr6,55928191,55928226,-,35,5
reads_R-HPV18|35,reads_R-HPV18,HPV18,left,4,1160,chr6,84993007,84992974,+,33,3
reads_R-HPV18|36,reads_R-HPV18,HPV18,left,4,1160,chr6,153300136,153300103,+,35,3
reads_R-HPV18|37,reads_R-HPV18,HPV18,left,4,1160,chr6,158951958,158951925,+,33,3
reads_R-HPV18|38,reads_R-HPV18,HPV18,left,4,1160,chr6,128325736,128325704,+,34,3
reads_R-HPV18|39,reads_R-HPV18,HPV18,left,4,1160,chr14,80694317,80694285,+,30,3
reads_R-HPV18|40,reads_R-HPV18,HPV18,left,4,1160,chr6,8355888,8355853,+,36,3
reads_R-HPV18|41,reads_R-HPV18,HPV18,left,4,1160,chr6,47333398,47333363,+,36,3
reads_R-HPV18|42,reads_R-HPV18,HPV18,left,4,1160,chr6,56192753,56192718,+,36,3
reads_R-HPV18|43,reads_R-HPV18,HPV18,left,4,1160,chr6,57293403,57293368,+,36,3
