sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads_R-HPV33,HPV33,left,10,3,chr1,227774409,227774372,+,42,8
reads_R-HPV33,HPV33,left,10,94,chr3,190481879,190481916,-,43,9
reads_R-HPV33,HPV33,left,10,501,chrX,143434733,143434701,+,43,20
reads_R-HPV33,HPV33,left,10,658,chr16,27618765,27618726,+,43,8
reads_R-HPV33,HPV33,left,10,888,chr10,113462,113426,+,43,13
reads_R-HPV33,HPV33,left,7,1195,chrX,48979753,48979711,+,41,1
reads_R-HPV33,HPV33,right,10,1297,chr7,158597194,158597228,+,43,11
reads_R-HPV33,HPV33,left,10,1635,chr1,38935586,38935618,-,41,9
reads_R-HPV33,HPV33,left,10,1739,chr20,46299367,46299335,+,41,9
reads_R-HPV33,HPV33,left,10,2091,chr1,12204478,12204510,-,41,9
reads_R-HPV33,HPV33,left,10,2312,chr7,39017126,39017162,-,43,13
reads_R-HPV33,HPV33,right,10,2532,chr15,39116971,39117005,+,41,7
reads_R-HPV33,HPV33,left,10,2675,chr3,12133290,12133258,+,43,20
reads_R-HPV33,HPV33,left,4,3054,chrY,6094212,6094180,+,37,12
reads_R-HPV33,HPV33,left,4,3054,chrY,8957149,8957117,+,42,11
reads_R-HPV33,HPV33,left,4,3054,chrY,9595071,9595040,+,33,9
reads_R-HPV33,HPV33,left,4,3054,chrY,9635648,9635622,+,28,4
reads_R-HPV33,HPV33,left,4,3054,chrY,9945276,9945242,+,43,16
reads_R-HPV33,HPV33,left,4,3054,chrY,10133951,10133924,+,28,4
reads_R-HPV33,HPV33,left,4,3054,chrY,11936476,11936444,+,36,11
reads_R-HPV33,HPV33,left,4,3054,chrY,13101839,13101810,+,33,8
reads_R-HPV33,HPV33,left,4,3054,chrY,13913542,13913510,+,33,6
reads_R-HPV33,HPV33,left,4,3054,chrY,13956097,13956070,+,33,6
reads_R-HPV33,HPV33,left,4,3054,chrY,14016678,14016648,+,33,4
reads_R-HPV33,HPV33,left,4,3054,chrY,14957032,14957006,+,28,4
reads_R-HPV33,HPV33,left,4,3054,chrY,15410395,15410368,+,28,4
reads_R-HPV33,HPV33,left,4,3054,chrY,15430196,15430170,+,28,4
reads_R-HPV33,HPV33,left,1,3054,chrY,15675368,15675341,+,27,1
reads_R-HPV33,HPV33,left,1,3054,chrY,16365607,16365580,+,27,1
reads_R-HPV33,HPV33,left,4,3054,chrX,3063593,3063558,+,43,14
reads_R-HPV33,HPV33,left,4,3054,chrX,5484594,5484562,+,33,6
reads_R-HPV33,HPV33,left,4,3054,chrX,5815121,5815090,+,33,7
reads_R-HPV33,HPV33,left,4,3054,chrX,8777241,8777213,+,32,7
reads_R-HPV33,HPV33,left,4,3054,chrX,10642305,10642273,+,38,12
reads_R-HPV33,HPV33,left,4,3054,chrX,10719335,10719302,+,43,16
reads_R-HPV33,HPV33,left,4,3054,chrX,11523523,11523491,+,38,12
reads_R-HPV33,HPV33,left,4,3054,chrX,11574864,11574833,+,33,7
reads_R-HPV33,HPV33,left,4,3054,chrX,11846168,11846137,+,33,7
reads_R-HPV33,HPV33,left,4,3054,chrX,12110708,12110676,+,33,6
reads_R-HPV33,HPV33,left,4,3054,chrX,12542376,12542348,+,32,7
reads_R-HPV33,HPV33,left,4,3054,chrX,14395106,14395076,+,33,8
reads_R-HPV33,HPV33,left,4,3054,chrX,16325927,16325900,+,33,5
reads_R-HPV33,HPV33,left,4,3054,chrX,16501622,16501594,+,28,2
reads_R-HPV33,HPV33,left,4,3054,chrX,18109040,18109014,+,27,2
reads_R-HPV33,HPV33,left,4,3054,chrX,19146823,19146786,+,43,11
reads_R-HPV33,HPV33,left,4,3054,chr9,3051193,3051164,+,33,8
reads_R-HPV33,HPV33,left,4,3054,chr9,3111442,3111408,+,43,15
reads_R-HPV33,HPV33,left,4,3054,chr9,5242655,5242622,+,43,16
reads_R-HPV33,HPV33,left,4,3054,chr9,6139971,6139942,+,33,8
reads_R-HPV33,HPV33,left,4,3054,chr9,6299635,6299602,+,43,16
reads_R-HPV33,HPV33,left,4,3054,chr9,6340139,6340106,+,43,16
reads_R-HPV33,HPV33,left,4,3054,chr9,9430190,9430163,+,31,5
reads_R-HPV33,HPV33,left,4,3054,chr9,9839340,9839312,+,28,2
reads_R-HPV33,HPV33,left,4,3054,chr9,9935366,9935338,+,37,7
reads_R-HPV33,HPV33,left,4,3054,chr9,10141389,10141362,+,28,2
reads_R-HPV33,HPV33,left,4,3054,chr9,10751856,10751828,+,28,2
reads_R-HPV33,HPV33,left,4,3054,chr9,11287156,11287120,+,43,12
reads_R-HPV33,HPV33,left,4,3054,chr9,11945719,11945692,+,28,2
reads_R-HPV33,HPV33,left,4,3054,chr9,13664414,13664376,+,43,10
reads_R-HPV33,HPV33,left,4,3054,chr9,13796809,13796782,+,34,4
reads_R-HPV33,HPV33,left,4,3054,chr9,13999045,13999018,+,28,2
reads_R-HPV33,HPV33,left,4,3054,chr8,1611678,1611644,+,43,16
reads_R-HPV33,HPV33,left,4,3054,chr8,1721229,1721195,+,43,15
reads_R-HPV33,HPV33,left,4,3054,chr8,3006060,3006030,+,33,8
