sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads_R-HPV16,HPV16,left,10,771,chr12,60523495,60523528,-,39,4
reads_R-HPV16,HPV16,left,10,774,chr12,60523494,60523524,-,34,2
reads_R-HPV16,HPV16,left,7,806,chr1,35780216,35780251,-,33,1
reads_R-HPV16,HPV16,left,4,806,chr9,9701872,9701834,+,38,2
reads_R-HPV16,HPV16,left,4,806,chr7,19380332,19380294,+,37,2
reads_R-HPV16,HPV16,left,4,806,chr6,111964790,111964754,+,36,2
reads_R-HPV16,HPV16,left,1,806,chr6,66023612,66023573,+,36,1
reads_R-HPV16,HPV16,left,4,806,chr3,158629925,158629889,+,36,2
reads_R-HPV16,HPV16,left,4,806,chr3,47254211,47254174,+,36,2
reads_R-HPV16,HPV16,left,1,806,chr22,28876655,28876616,+,37,1
reads_R-HPV16,HPV16,left,4,806,chr2,65403958,65403920,+,37,2
reads_R-HPV16,HPV16,left,1,806,chr18,13778891,13778853,+,35,1
reads_R-HPV16,HPV16,left,4,806,chr9,130845558,130845595,-,37,2
reads_R-HPV16,HPV16,left,4,806,chr7,134344471,134344508,-,38,2
reads_R-HPV16,HPV16,left,4,806,chr5,107590656,107590692,-,35,2
reads_R-HPV16,HPV16,left,4,806,chr2,201980049,201980086,-,37,2
reads_R-HPV16,HPV16,left,1,806,chr2,230403465,230403506,-,38,1
reads_R-HPV16,HPV16,left,4,806,chr16,85074238,85074275,-,37,2
reads_R-HPV16,HPV16,left,4,806,chr13,88607681,88607718,-,34,2
reads_R-HPV16,HPV16,left,4,806,chr12,93278875,93278911,-,36,2
reads_R-HPV16,HPV16,left,4,806,chr12,49424944,49424980,-,35,2
reads_R-HPV16,HPV16,left,4,806,chr11,118868966,118869003,-,35,2
reads_R-HPV16,HPV16,left,4,806,chr11,33083387,33083424,-,35,2
reads_R-HPV16,HPV16,left,4,806,chr10,68451854,68451890,-,36,2
reads_R-HPV16,HPV16,left,1,806,chr4,87380934,87380898,+,35,1
reads_R-HPV16,HPV16,left,1,806,chr3,188070699,188070662,+,36,1
reads_R-HPV16,HPV16,left,1,806,chr20,34954308,34954272,+,36,1
reads_R-HPV16,HPV16,left,1,806,chr15,58311025,58310988,+,35,1
reads_R-HPV16,HPV16,left,1,806,chr8,102565273,102565309,-,34,1
reads_R-HPV16,HPV16,left,1,806,chr12,10132295,10132331,-,34,1
reads_R-HPV16,HPV16,left,1,806,chr12,101824709,101824745,-,33,1
reads_R-HPV16,HPV16,left,1,806,chr1,202867596,202867632,-,35,1
reads_R-HPV16,HPV16,left,1,806,chr10,27200926,27200899,+,26,1
reads_R-HPV16,HPV16,left,1,806,chr14,53234595,53234623,-,28,1
reads_R-HPV16,HPV16,left,1,806,chr7,82425882,82425854,+,28,1
reads_R-HPV16,HPV16,left,1,806,chr4,159113494,159113467,+,27,1
reads_R-HPV16,HPV16,left,1,806,chr4,74783986,74783959,+,27,1
reads_R-HPV16,HPV16,left,1,806,chr11,60698638,60698611,+,27,1
reads_R-HPV16,HPV16,left,1,806,chr3,196410203,196410232,-,29,1
reads_R-HPV16,HPV16,left,1,806,chr1,242120416,242120443,-,27,1
reads_R-HPV16,HPV16,left,1,806,chr1,212548575,212548604,-,28,1
reads_R-HPV16,HPV16,left,7,809,chr20,13532167,13532194,-,27,1
reads_R-HPV16,HPV16,left,10,1232,chr8,91172382,91172353,+,39,7
reads_R-HPV16,HPV16,left,7,1235,chr8,91172382,91172349,+,33,1
reads_R-HPV16,HPV16,right,10,1370,chr6,124834146,124834115,-,40,3
reads_R-HPV16,HPV16,right,7,1369,chr6,124834146,124834111,-,35,1
reads_R-HPV16,HPV16,right,10,1490,chr10,11565148,11565117,-,40,6
reads_R-HPV16,HPV16,right,7,1489,chr10,11565148,11565113,-,35,1
reads_R-HPV16,HPV16,right,4,1555,chrX,155426731,155426764,+,35,2
reads_R-HPV16,HPV16,right,1,1555,chrX,126357526,126357555,+,28,1
reads_R-HPV16,HPV16,right,1,1555,chrX,12670359,12670388,+,28,1
reads_R-HPV16,HPV16,right,1,1555,chrX,25981503,25981532,+,27,1
reads_R-HPV16,HPV16,right,1,1555,chr9,5782588,5782617,+,28,1
reads_R-HPV16,HPV16,right,4,1555,chr8,43867977,43868010,+,36,2
reads_R-HPV16,HPV16,right,4,1555,chr8,25013734,25013766,+,35,2
reads_R-HPV16,HPV16,right,4,1555,chr7,109862257,109862290,+,36,2
reads_R-HPV16,HPV16,right,1,1555,chr2,209246101,209246130,+,28,1
reads_R-HPV16,HPV16,right,1,1555,chr2,80628381,80628409,+,27,1
reads_R-HPV16,HPV16,right,1,1555,chr12,61279218,61279245,+,27,1
reads_R-HPV16,HPV16,right,1,1555,chrX,55068433,55068404,-,28,1
reads_R-HPV16,HPV16,right,1,1555,chr3,179500477,179500448,-,28,1
reads_R-HPV16,HPV16,right,1,1555,chr3,68683934,68683907,-,27,1
reads_R-HPV16,HPV16,right,1,1555,chr3,61259154,61259127,-,27,1
reads_R-HPV16,HPV16,right,4,1555,chr19,22561750,22561718,-,34,2
reads_R-HPV16,HPV16,right,1,1555,chr17,27184421,27184394,-,27,1
reads_R-HPV16,HPV16,right,1,1555,chr10,44407101,44407072,-,28,1
reads_R-HPV16,HPV16,right,1,1558,chrX,73234348,73234377,+,29,1
reads_R-HPV16,HPV16,right,1,1558,chr5,46376009,46376038,+,29,1
reads_R-HPV16,HPV16,right,1,1558,chr3,40276113,40276142,+,29,1
reads_R-HPV16,HPV16,right,1,1558,chr14,87931093,87931122,+,29,1
reads_R-HPV16,HPV16,right,1,1558,chr10,112594931,112594960,+,29,1
reads_R-HPV16,HPV16,right,0,1558,chrY,56910696,56910667,-,28,1
reads_R-HPV16,HPV16,right,3,1558,chrY,26015106,26015074,-,33,2
reads_R-HPV16,HPV16,right,3,1558,chrY,24124734,24124702,-,33,2
reads_R-HPV16,HPV16,right,3,1558,chrY,19116082,19116048,-,33,3
reads_R-HPV16,HPV16,right,3,1558,chrY,17099177,17099143,-,33,3
reads_R-HPV16,HPV16,right,3,1558,chrY,16971049,16971015,-,33,3
reads_R-HPV16,HPV16,right,0,1558,chrY,16219254,16219225,-,28,1
reads_R-HPV16,HPV16,right,3,1558,chrY,7155496,7155462,-,33,3
reads_R-HPV16,HPV16,right,0,1558,chrY,2806954,2806925,-,28,1
reads_R-HPV16,HPV16,right,1,1558,chrX,98236244,98236215,-,29,1
reads_R-HPV16,HPV16,right,4,1558,chrX,16232080,16232046,-,33,3
reads_R-HPV16,HPV16,right,4,1558,chrX,21220008,21219975,-,33,3
reads_R-HPV16,HPV16,right,4,1558,chrX,23455120,23455086,-,39,4
reads_R-HPV16,HPV16,right,4,1558,chrX,25313240,25313206,-,39,4
reads_R-HPV16,HPV16,right,4,1558,chrX,28363474,28363440,-,39,3
reads_R-HPV16,HPV16,right,4,1558,chrX,28721986,28721954,-,33,2
reads_R-HPV16,HPV16,right,4,1558,chrX,29983125,29983094,-,33,2
reads_R-HPV16,HPV16,right,4,1558,chrX,42873541,42873510,-,33,2
reads_R-HPV16,HPV16,right,4,1558,chrX,51014047,51014016,-,33,2
reads_R-HPV16,HPV16,right,4,1558,chrX,52883959,52883928,-,33,2
reads_R-HPV16,HPV16,right,4,1558,chrX,54855324,54855292,-,33,2
reads_R-HPV16,HPV16,right,4,1558,chrX,56432592,56432560,-,33,2
reads_R-HPV16,HPV16,right,4,1558,chrX,56450379,56450348,-,33,2
reads_R-HPV16,HPV16,right,4,1558,chrX,57148153,57148122,-,33,2
reads_R-HPV16,HPV16,right,4,1558,chrX,62880968,62880936,-,33,2
reads_R-HPV16,HPV16,right,4,1558,chr9,231293,231260,-,33,3
reads_R-HPV16,HPV16,right,4,1558,chr9,1209523,1209488,-,39,4
reads_R-HPV16,HPV16,right,1,1558,chr9,3640853,3640824,-,28,1
reads_R-HPV16,HPV16,right,4,1558,chr9,8080849,8080814,-,39,4
reads_R-HPV16,HPV16,right,4,1558,chr9,9717242,9717208,-,33,3
reads_R-HPV16,HPV16,right,4,1558,chr9,11907837,11907803,-,33,3
reads_R-HPV16,HPV16,right,4,1558,chr9,13403969,13403934,-,39,4
reads_R-HPV16,HPV16,right,1,1558,chr9,16188663,16188634,-,28,1
reads_R-HPV16,HPV16,right,4,1558,chr9,17258369,17258335,-,33,3
reads_R-HPV16,HPV16,right,4,1558,chr9,17286397,17286366,-,33,2
reads_R-HPV16,HPV16,right,4,1558,chr9,17973556,17973524,-,33,2
reads_R-HPV16,HPV16,right,4,1558,chr9,21698574,21698542,-,33,2
reads_R-HPV16,HPV16,right,4,1558,chr9,22350225,22350194,-,33,2
reads_R-HPV16,HPV16,right,1,1558,chr9,62819500,62819471,-,28,1
reads_R-HPV16,HPV16,right,1,1558,chr9,64325345,64325316,-,28,1
reads_R-HPV16,HPV16,right,4,1558,chr9,67067953,67067922,-,33,2
reads_R-HPV16,HPV16,right,4,1558,chr8,9442704,9442670,-,39,4
reads_R-HPV16,HPV16,right,4,1558,chr8,15557395,15557361,-,33,3
reads_R-HPV16,HPV16,right,4,1558,chr8,23375337,23375302,-,39,4
reads_R-HPV16,HPV16,right,4,1558,chr8,30624403,30624370,-,33,3
reads_R-HPV16,HPV16,right,4,1558,chr8,30986798,30986764,-,33,3
reads_R-HPV16,HPV16,right,4,1558,chr8,41353341,41353307,-,33,3
reads_R-HPV16,HPV16,right,4,1558,chr8,46602167,46602133,-,33,3
reads_R-HPV16,HPV16,right,4,1558,chr8,46748951,46748917,-,33,3
reads_R-HPV16,HPV16,right,4,1558,chr8,48458604,48458572,-,33,2
reads_R-HPV16,HPV16,right,4,1558,chr8,50509312,50509280,-,33,2
reads_R-HPV16,HPV16,right,1,1558,chr8,69352774,69352745,-,28,1
reads_R-HPV16,HPV16,right,1,1558,chr8,71929304,71929275,-,28,1
reads_R-HPV16,HPV16,right,1,1558,chr8,72311070,72311041,-,28,1
reads_R-HPV16,HPV16,right,4,1558,chr8,77203089,77203058,-,33,2
reads_R-HPV16,HPV16,right,4,1558,chr8,78055798,78055766,-,33,2
reads_R-HPV16,HPV16,right,4,1558,chr8,82509005,82508974,-,33,2
reads_R-HPV16,HPV16,right,4,1558,chr7,10243207,10243172,-,39,4
reads_R-HPV16,HPV16,right,4,1558,chr7,17051943,17051908,-,39,4
reads_R-HPV16,HPV16,right,4,1558,chr7,17162680,17162646,-,39,4
reads_R-HPV16,HPV16,right,1,1558,chr7,18008327,18008298,-,28,1
reads_R-HPV16,HPV16,right,1,1558,chr7,20923745,20923716,-,28,1
reads_R-HPV16,HPV16,right,4,1558,chr7,27292481,27292446,-,39,4
