multiqc_index,sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads_R-HPV16|0,reads_R-HPV16,HPV16,right,10,2599,chr5,63765900,63765867,-,43,25
reads_R-HPV16|1,reads_R-HPV16,HPV16,left,10,2052,chr10,528781,528813,-,43,24
reads_R-HPV16|2,reads_R-HPV16,HPV16,left,10,2375,chr6,30336447,30336479,-,43,24
reads_R-HPV16|3,reads_R-HPV16,HPV16,left,10,6605,chr1,203250793,203250825,-,43,24
reads_R-HPV16|4,reads_R-HPV16,HPV16,left,10,6760,chr9,130533603,130533571,+,43,24
reads_R-HPV16|5,reads_R-HPV16,HPV16,left,10,2727,chr2,233796882,233796850,+,43,23
reads_R-HPV16|6,reads_R-HPV16,HPV16,right,10,3378,chr21,25267142,25267174,+,43,23
reads_R-HPV16|7,reads_R-HPV16,HPV16,left,10,6568,chr9,67543197,67543230,-,43,22
reads_R-HPV16|8,reads_R-HPV16,HPV16,right,10,1615,chr1,35735062,35735028,-,42,16
reads_R-HPV16|9,reads_R-HPV16,HPV16,left,10,835,chr18,79012292,79012326,-,43,15
reads_R-HPV16|10,reads_R-HPV16,HPV16,left,10,2848,chr9,79266812,79266777,+,43,15
reads_R-HPV16|11,reads_R-HPV16,HPV16,right,10,7690,chr22,32745834,32745868,+,43,15
reads_R-HPV16|12,reads_R-HPV16,HPV16,left,10,2317,chr3,71763763,71763800,-,43,14
reads_R-HPV16|13,reads_R-HPV16,HPV16,right,10,4072,chr11,103376796,103376760,-,43,14
reads_R-HPV16|14,reads_R-HPV16,HPV16,right,10,5905,chrY,16426174,16426138,-,43,14
reads_R-HPV16|15,reads_R-HPV16,HPV16,left,10,5252,chr13,42309411,42309447,-,43,13
reads_R-HPV16|16,reads_R-HPV16,HPV16,left,10,5397,chr20,13776811,13776850,-,43,13
reads_R-HPV16|17,reads_R-HPV16,HPV16,right,10,7246,chr11,95109578,95109618,+,43,12
reads_R-HPV16|18,reads_R-HPV16,HPV16,left,10,5956,chr3,80341555,80341587,-,42,11
reads_R-HPV16|19,reads_R-HPV16,HPV16,right,10,1886,chr18,44484576,44484542,-,42,10
reads_R-HPV16|20,reads_R-HPV16,HPV16,left,10,2529,chr14,83267785,83267819,-,42,10
reads_R-HPV16|21,reads_R-HPV16,HPV16,right,10,3040,chr19,47808087,47808053,-,42,10
reads_R-HPV16|22,reads_R-HPV16,HPV16,right,10,4874,chr4,141777090,141777056,-,42,10
reads_R-HPV16|23,reads_R-HPV16,HPV16,right,10,6654,chr3,9840610,9840570,-,43,10
reads_R-HPV16|24,reads_R-HPV16,HPV16,right,10,4516,chr2,46633181,46633220,+,42,9
reads_R-HPV16|25,reads_R-HPV16,HPV16,right,10,1777,chr2,122823950,122823978,+,31,8
reads_R-HPV16|26,reads_R-HPV16,HPV16,right,10,1140,chr7,155754048,155754087,+,41,7
reads_R-HPV16|27,reads_R-HPV16,HPV16,right,10,2135,chr4,44836887,44836926,+,41,7
reads_R-HPV16|28,reads_R-HPV16,HPV16,right,10,5713,chr20,19482200,19482161,-,41,7
reads_R-HPV16|29,reads_R-HPV16,HPV16,right,10,6417,chr22,23681746,23681707,-,41,7
reads_R-HPV16|30,reads_R-HPV16,HPV16,left,10,617,chr11,134385268,134385229,+,41,6
reads_R-HPV16|31,reads_R-HPV16,HPV16,right,10,3479,chr13,89946136,89946174,+,40,6
reads_R-HPV16|32,reads_R-HPV16,HPV16,right,10,4229,chrX,137613070,137613109,+,42,6
reads_R-HPV16|33,reads_R-HPV16,HPV16,left,10,5578,chr15,54263865,54263826,+,41,6
reads_R-HPV16|34,reads_R-HPV16,HPV16,left,10,5631,chr16,67077400,67077439,-,41,6
reads_R-HPV16|35,reads_R-HPV16,HPV16,left,10,3984,chr5,133281039,133281078,-,41,5
reads_R-HPV16|36,reads_R-HPV16,HPV16,left,10,4682,chr2,85500149,85500110,+,41,5
reads_R-HPV16|37,reads_R-HPV16,HPV16,left,10,6800,chr19,33328470,33328431,+,41,5
reads_R-HPV16|38,reads_R-HPV16,HPV16,right,4,3569,chr17,52261058,52261026,-,40,24
reads_R-HPV16|39,reads_R-HPV16,HPV16,right,4,3569,chr1,147779046,147779078,+,36,22
reads_R-HPV16|40,reads_R-HPV16,HPV16,right,4,3569,chr4,135503412,135503381,-,39,22
reads_R-HPV16|41,reads_R-HPV16,HPV16,right,4,3569,chr1,209599229,209599196,-,40,22
