multiqc_index,sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads_R-HPV31|0,reads_R-HPV31,HPV31,left,10,298,chr6,1699225,1699254,-,38,8
reads_R-HPV31|1,reads_R-HPV31,HPV31,right,10,1022,chr1,11848991,11848960,-,39,8
reads_R-HPV31|2,reads_R-HPV31,HPV31,right,10,3854,chr3,130401254,130401224,-,39,8
reads_R-HPV31|3,reads_R-HPV31,HPV31,right,10,7178,chr11,45247972,45248002,+,39,8
reads_R-HPV31|4,reads_R-HPV31,HPV31,right,10,7334,chr19,44380853,44380884,+,39,8
reads_R-HPV31|5,reads_R-HPV31,HPV31,right,10,1580,chr13,105577508,105577480,-,35,7
reads_R-HPV31|6,reads_R-HPV31,HPV31,left,10,2132,chr10,79282705,79282735,-,39,7
reads_R-HPV31|7,reads_R-HPV31,HPV31,left,10,5398,chr20,3510741,3510711,+,39,7
reads_R-HPV31|8,reads_R-HPV31,HPV31,left,10,174,chr18,61031361,61031392,-,39,6
reads_R-HPV31|9,reads_R-HPV31,HPV31,right,10,4497,chr15,29432176,29432208,+,39,6
reads_R-HPV31|10,reads_R-HPV31,HPV31,right,10,5821,chr3,95711946,95711980,+,41,6
reads_R-HPV31|11,reads_R-HPV31,HPV31,right,10,2708,chrY,13050752,13050779,+,39,5
reads_R-HPV31|12,reads_R-HPV31,HPV31,right,10,2820,chr4,527068,527041,-,39,5
reads_R-HPV31|13,reads_R-HPV31,HPV31,left,10,3711,chr2,22001074,22001043,+,39,5
reads_R-HPV31|14,reads_R-HPV31,HPV31,right,10,3753,chr10,132099971,132100002,+,35,5
reads_R-HPV31|15,reads_R-HPV31,HPV31,right,10,5130,chr4,180774546,180774573,+,39,5
reads_R-HPV31|16,reads_R-HPV31,HPV31,right,10,5671,chr20,40246017,40246047,+,42,5
reads_R-HPV31|17,reads_R-HPV31,HPV31,right,10,6674,chr8,39455823,39455796,-,39,5
reads_R-HPV31|18,reads_R-HPV31,HPV31,right,10,6783,chr9,16425846,16425873,+,39,5
reads_R-HPV31|19,reads_R-HPV31,HPV31,right,10,7276,chr3,104890914,104890941,+,39,5
reads_R-HPV31|20,reads_R-HPV31,HPV31,left,10,1096,chr3,189153217,189153190,+,31,4
reads_R-HPV31|21,reads_R-HPV31,HPV31,left,10,2581,chr19,12282240,12282270,-,35,4
reads_R-HPV31|22,reads_R-HPV31,HPV31,right,10,4120,chr12,117516502,117516533,+,33,4
reads_R-HPV31|23,reads_R-HPV31,HPV31,left,10,4429,chrX,54070002,54070028,-,31,4
reads_R-HPV31|24,reads_R-HPV31,HPV31,left,10,6270,chr3,136707557,136707584,-,31,4
reads_R-HPV31|25,reads_R-HPV31,HPV31,right,10,7097,chr16,66474356,66474388,+,34,4
reads_R-HPV31|26,reads_R-HPV31,HPV31,right,10,1326,chr6,101530852,101530821,-,39,3
reads_R-HPV31|27,reads_R-HPV31,HPV31,right,10,4053,chr10,94471802,94471763,-,42,3
reads_R-HPV31|28,reads_R-HPV31,HPV31,left,10,745,chr15,97079682,97079646,+,42,2
reads_R-HPV31|29,reads_R-HPV31,HPV31,right,10,3180,chr10,67919656,67919692,+,39,2
reads_R-HPV31|30,reads_R-HPV31,HPV31,left,10,6462,chr17,4524021,4523978,+,43,2
reads_R-HPV31|31,reads_R-HPV31,HPV31,left,10,6511,chr17,17877452,17877416,+,38,2
reads_R-HPV31|32,reads_R-HPV31,HPV31,right,4,4922,chr7,58174425,58174394,-,39,8
reads_R-HPV31|33,reads_R-HPV31,HPV31,right,4,4922,chr7,58175447,58175416,-,39,8
reads_R-HPV31|34,reads_R-HPV31,HPV31,right,4,4922,chr7,58192127,58192096,-,39,8
reads_R-HPV31|35,reads_R-HPV31,HPV31,right,4,4922,chr7,58193150,58193120,-,39,8
reads_R-HPV31|36,reads_R-HPV31,HPV31,right,4,4922,chr7,58195194,58195164,-,39,8
reads_R-HPV31|37,reads_R-HPV31,HPV31,right,4,4922,chr7,58203710,58203680,-,39,8
reads_R-HPV31|38,reads_R-HPV31,HPV31,right,4,4922,chr7,58204732,58204702,-,39,8
reads_R-HPV31|39,reads_R-HPV31,HPV31,right,4,4922,chr7,58205754,58205724,-,39,8
reads_R-HPV31|40,reads_R-HPV31,HPV31,right,4,4922,chr7,58208480,58208450,-,39,8
reads_R-HPV31|41,reads_R-HPV31,HPV31,left,4,523,chrX,138266238,138266203,+,40,7
reads_R-HPV31|42,reads_R-HPV31,HPV31,left,4,523,chrX,28894536,28894501,+,39,7
reads_R-HPV31|43,reads_R-HPV31,HPV31,left,4,523,chrX,94700740,94700705,+,39,7
reads_R-HPV31|44,reads_R-HPV31,HPV31,left,4,523,chr9,75353707,75353672,+,39,7
reads_R-HPV31|45,reads_R-HPV31,HPV31,left,4,523,chr8,113511431,113511396,+,40,7
reads_R-HPV31|46,reads_R-HPV31,HPV31,left,4,523,chr8,12484749,12484714,+,40,7
reads_R-HPV31|47,reads_R-HPV31,HPV31,left,4,523,chr6,93831992,93831957,+,40,7
reads_R-HPV31|48,reads_R-HPV31,HPV31,left,4,523,chr4,151814367,151814332,+,40,7
reads_R-HPV31|49,reads_R-HPV31,HPV31,left,4,523,chr3,21380482,21380447,+,39,7
reads_R-HPV31|50,reads_R-HPV31,HPV31,left,4,523,chr21,15981505,15981470,+,39,7
reads_R-HPV31|51,reads_R-HPV31,HPV31,left,4,523,chr15,53428761,53428726,+,39,7
reads_R-HPV31|52,reads_R-HPV31,HPV31,left,4,523,chr14,87236580,87236545,+,39,7
reads_R-HPV31|53,reads_R-HPV31,HPV31,left,4,523,chr12,72710605,72710570,+,39,7
