sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads_R-HPV31,HPV31,left,10,174,chr18,61031361,61031392,-,39,6
reads_R-HPV31,HPV31,left,7,177,chr18,61031361,61031393,-,32,1
reads_R-HPV31,HPV31,left,10,298,chr6,1699225,1699254,-,38,8
reads_R-HPV31,HPV31,left,4,522,chrX,94700739,94700702,+,36,2
reads_R-HPV31,HPV31,left,4,522,chr8,12484748,12484710,+,37,2
reads_R-HPV31,HPV31,left,1,522,chr7,34302041,34302004,+,35,1
reads_R-HPV31,HPV31,left,4,522,chr6,93831991,93831954,+,37,2
reads_R-HPV31,HPV31,left,1,522,chr6,131506258,131506220,+,36,1
reads_R-HPV31,HPV31,left,1,522,chr6,120462577,120462539,+,36,1
reads_R-HPV31,HPV31,left,4,522,chr4,151814366,151814328,+,37,2
reads_R-HPV31,HPV31,left,1,522,chr4,133265407,133265369,+,36,1
reads_R-HPV31,HPV31,left,1,522,chr4,125563549,125563511,+,36,1
reads_R-HPV31,HPV31,left,4,522,chr3,170674067,170674030,+,37,2
reads_R-HPV31,HPV31,left,4,522,chr3,21380481,21380444,+,37,2
reads_R-HPV31,HPV31,left,1,522,chr3,191668192,191668155,+,35,1
reads_R-HPV31,HPV31,left,4,522,chr21,15981504,15981466,+,37,2
reads_R-HPV31,HPV31,left,1,522,chr20,12342187,12342149,+,36,1
reads_R-HPV31,HPV31,left,4,522,chr2,194132591,194132554,+,36,2
reads_R-HPV31,HPV31,left,4,522,chr2,7874617,7874580,+,36,2
reads_R-HPV31,HPV31,left,1,522,chr2,76575555,76575517,+,36,1
reads_R-HPV31,HPV31,left,4,522,chr18,31286653,31286617,+,35,2
reads_R-HPV31,HPV31,left,1,522,chr16,13354485,13354447,+,36,1
reads_R-HPV31,HPV31,left,4,522,chr15,53428760,53428723,+,36,2
reads_R-HPV31,HPV31,left,4,522,chr14,93563835,93563798,+,37,2
reads_R-HPV31,HPV31,left,4,522,chr14,87236579,87236542,+,36,2
reads_R-HPV31,HPV31,left,4,522,chr13,52959854,52959816,+,37,2
reads_R-HPV31,HPV31,left,1,522,chr13,55656879,55656841,+,36,1
reads_R-HPV31,HPV31,left,1,522,chr12,87909110,87909072,+,36,1
reads_R-HPV31,HPV31,left,1,522,chr12,10334846,10334808,+,36,1
