sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads_R-HPV35,HPV35,left,6,6316,chr3,136707557,136707584,-,27,1
reads_R-HPV35,HPV35,right,6,6371,chr2,94555379,94555351,-,27,1
reads_R-HPV35,HPV35,right,3,6371,chr9,60557431,60557404,-,29,2
reads_R-HPV35,HPV35,right,0,6371,chr9,60559812,60559783,-,29,1
reads_R-HPV35,HPV35,right,0,6371,chr9,60563377,60563348,-,29,1
reads_R-HPV35,HPV35,right,3,6371,chr9,60564055,60564028,-,29,2
reads_R-HPV35,HPV35,right,0,6371,chr9,60565245,60565216,-,29,1
reads_R-HPV35,HPV35,right,3,6371,chr9,60565925,60565898,-,29,2
reads_R-HPV35,HPV35,right,3,6371,chr9,60567793,60567766,-,29,2
reads_R-HPV35,HPV35,right,3,6371,chr9,60569665,60569638,-,29,2
reads_R-HPV35,HPV35,right,0,6371,chr9,60570858,60570829,-,29,1
reads_R-HPV35,HPV35,right,0,6371,chr9,60574939,60574910,-,29,1
reads_R-HPV35,HPV35,right,3,6371,chr9,60577320,60577293,-,29,2
reads_R-HPV35,HPV35,right,3,6371,chr9,60579872,60579845,-,29,2
reads_R-HPV35,HPV35,right,3,6371,chr9,60582424,60582397,-,29,2
reads_R-HPV35,HPV35,right,0,6371,chr9,60583616,60583587,-,29,1
reads_R-HPV35,HPV35,right,0,6371,chr9,60585488,60585459,-,29,1
reads_R-HPV35,HPV35,right,3,6371,chr9,60586680,60586653,-,29,2
reads_R-HPV35,HPV35,right,0,6371,chr5,50115281,50115252,-,28,1
reads_R-HPV35,HPV35,right,3,6371,chr20,29711110,29711083,-,29,2
reads_R-HPV35,HPV35,right,3,6371,chr18,20939349,20939322,-,29,2
reads_R-HPV35,HPV35,right,0,6371,chr15,19790415,19790386,-,29,1
reads_R-HPV35,HPV35,right,3,6371,chr15,19785999,19785972,-,28,2
reads_R-HPV35,HPV35,right,0,6371,chr15,19781241,19781212,-,28,1
reads_R-HPV35,HPV35,right,0,6371,chr15,19779877,19779848,-,28,1
reads_R-HPV35,HPV35,right,0,6371,KI270396.1,1281,1252,-,29,1
reads_R-HPV35,HPV35,right,0,6371,KI270396.1,90,61,-,28,1
reads_R-HPV35,HPV35,right,3,6371,KI270383.1,1586,1559,-,29,2
reads_R-HPV35,HPV35,right,3,6371,KI270383.1,396,369,-,29,2
reads_R-HPV35,HPV35,right,0,6371,KI270381.1,565,536,-,29,1
reads_R-HPV35,HPV35,right,0,6371,chr9,60592127,60592102,-,25,1
reads_R-HPV35,HPV35,right,0,6371,chr9,60593996,60593971,-,25,1
reads_R-HPV35,HPV35,right,0,6371,chr9,60596548,60596523,-,25,1
reads_R-HPV35,HPV35,right,0,6371,chr9,60600804,60600779,-,25,1
reads_R-HPV35,HPV35,right,0,6371,chr9,60603864,60603839,-,25,1
reads_R-HPV35,HPV35,right,0,6371,chr9,60608790,60608765,-,25,1
reads_R-HPV35,HPV35,right,0,6371,chr9,60610660,60610635,-,25,1
