sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads_R-HPV18,HPV18,left,10,162,chr4,136629904,136629870,+,43,10
reads_R-HPV18,HPV18,left,7,163,chr4,136629903,136629864,+,38,1
reads_R-HPV18,HPV18,left,10,211,chr7,117242331,117242365,-,43,11
reads_R-HPV18,HPV18,left,7,212,chr7,117242332,117242371,-,38,1
reads_R-HPV18,HPV18,left,7,451,chr4,150196840,150196813,+,27,1
reads_R-HPV18,HPV18,left,10,452,chr4,150196842,150196809,+,42,11
reads_R-HPV18,HPV18,left,7,454,chr4,150196842,150196803,+,38,1
reads_R-HPV18,HPV18,left,10,588,chr16,19007795,19007831,-,42,6
reads_R-HPV18,HPV18,left,10,788,chr1,221784192,221784161,+,42,9
reads_R-HPV18,HPV18,left,7,1235,chr12,12572513,12572552,-,36,1
reads_R-HPV18,HPV18,left,10,1329,chr2,186197597,186197566,+,42,9
reads_R-HPV18,HPV18,left,10,1367,chr12,72178682,72178720,-,42,4
reads_R-HPV18,HPV18,right,1,1631,chr5,105600858,105600883,+,25,1
reads_R-HPV18,HPV18,right,4,1631,chr2,99226810,99226778,-,34,10
reads_R-HPV18,HPV18,right,4,1631,chr13,78950718,78950689,-,29,6
reads_R-HPV18,HPV18,right,4,1631,chr11,96724067,96724038,-,29,6
reads_R-HPV18,HPV18,right,3,1631,chrY,12615269,12615299,+,30,8
reads_R-HPV18,HPV18,right,3,1631,chrY,13036316,13036349,+,40,11
reads_R-HPV18,HPV18,right,3,1631,chrY,24225131,24225160,+,28,5
reads_R-HPV18,HPV18,right,3,1631,chrY,21357651,21357680,+,28,5
reads_R-HPV18,HPV18,right,3,1631,chrY,19781067,19781100,+,41,12
reads_R-HPV18,HPV18,right,3,1631,chrY,17314886,17314919,+,40,12
reads_R-HPV18,HPV18,right,3,1631,chrY,16686446,16686479,+,40,11
reads_R-HPV18,HPV18,right,3,1631,chrY,16468118,16468147,+,36,6
reads_R-HPV18,HPV18,right,3,1631,chrY,15506027,15506060,+,39,11
reads_R-HPV18,HPV18,right,0,1631,chrY,25894185,25894212,+,26,1
reads_R-HPV18,HPV18,right,0,1631,chrY,22044174,22044201,+,26,1
reads_R-HPV18,HPV18,right,1,1631,chrX,10718310,10718338,+,27,1
reads_R-HPV18,HPV18,right,1,1631,chrX,10873091,10873119,+,27,1
reads_R-HPV18,HPV18,right,1,1631,chrX,21092550,21092578,+,27,1
reads_R-HPV18,HPV18,right,1,1631,chrX,25885547,25885575,+,27,1
reads_R-HPV18,HPV18,right,4,1631,chrX,37771861,37771894,+,41,12
reads_R-HPV18,HPV18,right,1,1631,chrX,39545667,39545695,+,27,1
reads_R-HPV18,HPV18,right,1,1631,chrX,42592908,42592936,+,27,1
reads_R-HPV18,HPV18,right,1,1631,chrX,55241380,55241408,+,27,1
reads_R-HPV18,HPV18,right,4,1631,chrX,56373378,56373411,+,41,12
reads_R-HPV18,HPV18,right,4,1631,chrX,56970758,56970791,+,41,12
reads_R-HPV18,HPV18,right,1,1631,chrX,57318279,57318307,+,27,1
reads_R-HPV18,HPV18,right,1,1631,chrX,62558701,62558729,+,27,1
reads_R-HPV18,HPV18,right,1,1631,chrX,62948838,62948866,+,27,1
reads_R-HPV18,HPV18,right,1,1631,chrX,63333662,63333690,+,27,1
reads_R-HPV18,HPV18,right,1,1631,chrX,63522378,63522406,+,27,1
reads_R-HPV18,HPV18,right,1,1631,chrX,63610289,63610317,+,27,1
reads_R-HPV18,HPV18,right,4,1631,chr9,1396644,1396673,+,28,3
reads_R-HPV18,HPV18,right,4,1631,chr9,1752791,1752820,+,28,3
reads_R-HPV18,HPV18,right,4,1631,chr9,6298609,6298638,+,28,3
reads_R-HPV18,HPV18,right,4,1631,chr9,9429165,9429194,+,28,3
reads_R-HPV18,HPV18,right,4,1631,chr9,12506049,12506078,+,28,3
reads_R-HPV18,HPV18,right,4,1631,chr9,14683313,14683345,+,31,8
reads_R-HPV18,HPV18,right,1,1631,chr9,14952966,14952994,+,27,1
reads_R-HPV18,HPV18,right,4,1631,chr9,15028449,15028481,+,30,3
reads_R-HPV18,HPV18,right,4,1631,chr9,15820451,15820484,+,41,12
reads_R-HPV18,HPV18,right,4,1631,chr9,20105961,20105993,+,30,3
reads_R-HPV18,HPV18,right,4,1631,chr9,23225022,23225054,+,30,3
reads_R-HPV18,HPV18,right,4,1631,chr9,23397458,23397491,+,41,12
reads_R-HPV18,HPV18,right,4,1631,chr9,23994958,23994991,+,41,12
reads_R-HPV18,HPV18,right,4,1631,chr9,28306692,28306724,+,30,3
reads_R-HPV18,HPV18,right,1,1631,chr9,30570558,30570586,+,27,1
reads_R-HPV18,HPV18,right,4,1631,chr9,74167210,74167243,+,41,11
reads_R-HPV18,HPV18,right,1,1631,chr8,9992132,9992160,+,27,1
reads_R-HPV18,HPV18,right,1,1631,chr8,21434607,21434635,+,27,1
reads_R-HPV18,HPV18,right,1,1631,chr8,24561953,24561981,+,27,1
reads_R-HPV18,HPV18,right,1,1631,chr8,25526543,25526571,+,27,1
reads_R-HPV18,HPV18,right,1,1631,chr8,34300836,34300864,+,27,1
reads_R-HPV18,HPV18,right,1,1631,chr8,34538665,34538693,+,27,1
reads_R-HPV18,HPV18,right,4,1631,chr8,36729020,36729053,+,41,12
reads_R-HPV18,HPV18,right,4,1631,chr8,43426973,43427006,+,41,12
reads_R-HPV18,HPV18,right,4,1631,chr8,46611123,46611156,+,41,12
reads_R-HPV18,HPV18,right,1,1631,chr8,53022317,53022345,+,27,1
reads_R-HPV18,HPV18,right,4,1631,chr8,53372249,53372282,+,41,12
reads_R-HPV18,HPV18,right,4,1631,chr8,53612634,53612667,+,41,12
reads_R-HPV18,HPV18,right,1,1631,chr8,56552953,56552981,+,27,1
reads_R-HPV18,HPV18,right,1,1631,chr8,60451323,60451351,+,27,1
reads_R-HPV18,HPV18,right,4,1631,chr8,65429602,65429635,+,41,12
reads_R-HPV18,HPV18,right,1,1631,chr8,68272431,68272459,+,27,1
reads_R-HPV18,HPV18,right,4,1631,chr7,10375803,10375836,+,41,12
reads_R-HPV18,HPV18,right,1,1631,chr7,19049003,19049031,+,27,1
reads_R-HPV18,HPV18,right,1,1631,chr7,21930893,21930921,+,27,1
reads_R-HPV18,HPV18,right,4,1631,chr7,26933363,26933396,+,38,10
reads_R-HPV18,HPV18,right,4,1631,chr7,35155063,35155096,+,41,12
reads_R-HPV18,HPV18,right,1,1631,chr7,37123400,37123428,+,27,1
reads_R-HPV18,HPV18,right,4,1631,chr7,48730051,48730084,+,41,12
reads_R-HPV18,HPV18,right,1,1631,chr7,50875622,50875650,+,27,1
reads_R-HPV18,HPV18,right,4,1631,chr7,62902549,62902582,+,41,12
reads_R-HPV18,HPV18,right,1,1631,chr7,65417996,65418024,+,27,1
reads_R-HPV18,HPV18,right,1,1631,chr7,80023370,80023398,+,27,1
reads_R-HPV18,HPV18,right,4,1631,chr7,82636549,82636582,+,38,10
reads_R-HPV18,HPV18,right,1,1631,chr7,86230769,86230797,+,27,1
reads_R-HPV18,HPV18,right,4,1631,chr7,86549450,86549483,+,41,12
reads_R-HPV18,HPV18,right,1,1631,chr7,86984948,86984976,+,27,1
reads_R-HPV18,HPV18,right,1,1631,chr7,87468159,87468187,+,27,1
reads_R-HPV18,HPV18,right,1,1631,chr6,4408993,4409021,+,27,1
reads_R-HPV18,HPV18,right,1,1631,chr6,9885566,9885594,+,27,1
