sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads_R-HPV35,HPV35,left,10,244,chr13,60973498,60973532,-,40,4
reads_R-HPV35,HPV35,left,10,765,chr14,33773656,33773619,+,41,5
reads_R-HPV35,HPV35,left,10,889,chr6,82933430,82933394,+,41,4
reads_R-HPV35,HPV35,left,10,948,chr21,33563496,33563459,+,40,3
reads_R-HPV35,HPV35,right,7,1295,chr20,50258263,50258303,+,40,1
reads_R-HPV35,HPV35,left,10,1406,chr7,141432002,141432028,-,27,2
reads_R-HPV35,HPV35,right,10,1790,chr8,109412994,109413030,+,41,6
reads_R-HPV35,HPV35,right,9,2008,chr15,40319658,40319620,-,41,4
reads_R-HPV35,HPV35,left,10,2133,chr19,44091242,44091204,+,41,4
reads_R-HPV35,HPV35,right,7,2188,chr14,23230156,23230191,+,34,1
reads_R-HPV35,HPV35,right,4,2222,chr3,19440365,19440392,+,30,2
reads_R-HPV35,HPV35,right,3,2222,chr15,47162217,47162184,-,37,2
reads_R-HPV35,HPV35,right,4,2222,chr10,50705019,50704987,-,38,3
reads_R-HPV35,HPV35,right,10,2222,chr14,87605214,87605246,+,41,5
reads_R-HPV35,HPV35,right,1,2222,chr8,12861570,12861600,+,29,1
reads_R-HPV35,HPV35,right,1,2222,chr4,95745463,95745432,-,30,1
reads_R-HPV35,HPV35,right,1,2222,chr9,25893157,25893197,+,37,1
reads_R-HPV35,HPV35,right,1,2222,chr6,62337880,62337920,+,37,1
reads_R-HPV35,HPV35,right,1,2222,chr5,102594277,102594317,+,36,1
reads_R-HPV35,HPV35,right,1,2222,chr21,17920258,17920298,+,37,1
reads_R-HPV35,HPV35,right,1,2222,chr2,14133268,14133308,+,37,1
reads_R-HPV35,HPV35,right,1,2222,chr11,113878622,113878662,+,36,1
reads_R-HPV35,HPV35,right,1,2222,chr9,83319935,83319896,-,37,1
reads_R-HPV35,HPV35,right,1,2222,chr18,72481963,72481923,-,37,1
reads_R-HPV35,HPV35,right,0,2222,chr15,42312574,42312534,-,36,1
