29	1	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_966_1419_1:0:0_1:0:0_71|HPV16|left|92	35	0	30	chrX	156040895	132404110	132404140	1	30,	0,	132404110,
25	0	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_966_1419_1:0:0_1:0:0_71|HPV16|left|92	35	5	30	chrX	156040895	152023605	152023630	1	25,	5,	152023605,
28	1	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_966_1419_1:0:0_1:0:0_71|HPV16|left|92	35	6	35	chr9	138394717	27001072	27001101	1	29,	6,	27001072,
30	0	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_966_1419_1:0:0_1:0:0_71|HPV16|left|92	35	0	30	chr8	145138636	79895019	79895049	1	30,	0,	79895019,
29	1	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_966_1419_1:0:0_1:0:0_71|HPV16|left|92	35	5	35	chr8	145138636	92899517	92899547	1	30,	5,	92899517,
29	1	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_966_1419_1:0:0_1:0:0_71|HPV16|left|92	35	5	35	chr7	159345973	141434874	141434904	1	30,	5,	141434874,
25	0	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_966_1419_1:0:0_1:0:0_71|HPV16|left|92	35	5	30	chr6	170805979	151992421	151992446	1	25,	5,	151992421,
28	1	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_966_1419_1:0:0_1:0:0_71|HPV16|left|92	35	0	29	chr5	181538259	173448213	173448242	1	29,	0,	173448213,
26	0	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_966_1419_1:0:0_1:0:0_71|HPV16|left|92	35	5	31	chr5	181538259	137503428	137503454	1	26,	5,	137503428,
25	0	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_966_1419_1:0:0_1:0:0_71|HPV16|left|92	35	5	30	chr5	181538259	120783979	120784004	1	25,	5,	120783979,
29	1	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_966_1419_1:0:0_1:0:0_71|HPV16|left|92	35	0	30	chr4	190214555	80390379	80390409	1	30,	0,	80390379,
26	0	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_966_1419_1:0:0_1:0:0_71|HPV16|left|92	35	5	31	chr3	198295559	33347237	33347263	1	26,	5,	33347237,
34	1	0	0	0	0	1	72	+	chrX~84382560~84383559~-~HPV16~92~1091~+_966_1419_1:0:0_1:0:0_71|HPV16|left|92	35	0	35	chr2	242193529	109891825	109891932	2	5,30,	0,5,	109891825,109891902,
33	2	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_966_1419_1:0:0_1:0:0_71|HPV16|left|92	35	0	35	chr19	58617616	15724989	15725024	1	35,	0,	15724989,
34	1	0	0	0	0	1	72	+	chrX~84382560~84383559~-~HPV16~92~1091~+_966_1419_1:0:0_1:0:0_71|HPV16|left|92	35	0	35	chr19	58617616	41106910	41107017	2	5,30,	0,5,	41106910,41106987,
26	0	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_966_1419_1:0:0_1:0:0_71|HPV16|left|92	35	5	31	chr16	90338345	47344835	47344861	1	26,	5,	47344835,
27	0	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_966_1419_1:0:0_1:0:0_71|HPV16|left|92	35	0	27	chr12	133275309	104873292	104873319	1	27,	0,	104873292,
29	1	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_966_1419_1:0:0_1:0:0_71|HPV16|left|92	35	0	30	chr11	135086622	124138073	124138103	1	30,	0,	124138073,
33	1	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_966_1419_1:0:0_1:0:0_71|HPV16|left|92	35	0	34	chrX	156040895	12625503	12625537	1	34,	1,	12625503,
30	0	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_966_1419_1:0:0_1:0:0_71|HPV16|left|92	35	0	30	chrX	156040895	134008674	134008704	1	30,	5,	134008674,
34	1	0	0	0	0	1	283	-	chrX~84382560~84383559~-~HPV16~92~1091~+_966_1419_1:0:0_1:0:0_71|HPV16|left|92	35	0	35	chrX	156040895	35917339	35917657	2	30,5,	0,30,	35917339,35917652,
30	0	0	0	0	0	1	361	-	chrX~84382560~84383559~-~HPV16~92~1091~+_966_1419_1:0:0_1:0:0_71|HPV16|left|92	35	0	30	chrX	156040895	123364835	123365226	2	25,5,	5,30,	123364835,123365221,
26	1	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_966_1419_1:0:0_1:0:0_71|HPV16|left|92	35	8	35	chr7	159345973	153486010	153486037	1	27,	0,	153486010,
28	0	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_966_1419_1:0:0_1:0:0_71|HPV16|left|92	35	0	28	chr6	170805979	159562689	159562717	1	28,	7,	159562689,
30	1	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_966_1419_1:0:0_1:0:0_71|HPV16|left|92	35	0	31	chr4	190214555	88186230	88186261	1	31,	4,	88186230,
30	0	0	0	0	0	1	267	-	chrX~84382560~84383559~-~HPV16~92~1091~+_966_1419_1:0:0_1:0:0_71|HPV16|left|92	35	0	30	chr22	50818468	42176715	42177012	2	25,5,	5,30,	42176715,42177007,
25	0	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_966_1419_1:0:0_1:0:0_71|HPV16|left|92	35	5	30	chr21	46709983	18058557	18058582	1	25,	5,	18058557,
34	1	0	0	0	0	1	72	-	chrX~84382560~84383559~-~HPV16~92~1091~+_966_1419_1:0:0_1:0:0_71|HPV16|left|92	35	0	35	chr2	242193529	110479574	110479681	2	29,6,	0,29,	110479574,110479675,
29	1	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_966_1419_1:0:0_1:0:0_71|HPV16|left|92	35	0	30	chr2	242193529	22660928	22660958	1	30,	5,	22660928,
35	0	0	0	0	0	2	268	-	chrX~84382560~84383559~-~HPV16~92~1091~+_966_1419_1:0:0_1:0:0_71|HPV16|left|92	35	0	35	chr2	242193529	105260200	105260503	3	6,23,6,	0,6,29,	105260200,105260464,105260497,
30	0	0	0	0	0	1	269	-	chrX~84382560~84383559~-~HPV16~92~1091~+_966_1419_1:0:0_1:0:0_71|HPV16|left|92	35	0	30	chr2	242193529	22310881	22311180	2	25,5,	5,30,	22310881,22311175,
