multiqc_index,sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads-HPV45|0,reads-HPV45,HPV45,right,10,2399,chr20,37774799,37774832,+,43,12
reads-HPV45|1,reads-HPV45,HPV45,right,10,4906,chr13,21304881,21304848,-,43,12
reads-HPV45|2,reads-HPV45,HPV45,right,10,5821,chr16,24270723,24270690,-,43,12
reads-HPV45|3,reads-HPV45,HPV45,left,10,2528,chr3,39150864,39150830,+,43,11
reads-HPV45|4,reads-HPV45,HPV45,left,10,2700,chr11,106090463,106090496,-,43,11
reads-HPV45|5,reads-HPV45,HPV45,left,10,6333,chrX,140700597,140700563,+,43,11
reads-HPV45|6,reads-HPV45,HPV45,left,10,731,chr20,34262628,34262596,+,42,10
reads-HPV45|7,reads-HPV45,HPV45,right,10,1798,chr2,185528501,185528469,-,42,10
reads-HPV45|8,reads-HPV45,HPV45,left,10,5112,chr6,39702012,39702044,-,42,10
reads-HPV45|9,reads-HPV45,HPV45,left,10,2726,chr11,60452993,60452959,+,43,9
reads-HPV45|10,reads-HPV45,HPV45,right,10,6749,chr22,41123087,41123055,-,42,8
reads-HPV45|11,reads-HPV45,HPV45,right,10,1129,chr18,51241704,51241669,-,43,7
reads-HPV45|12,reads-HPV45,HPV45,left,10,2306,chr21,32634162,32634197,-,43,7
reads-HPV45|13,reads-HPV45,HPV45,left,10,2643,chr5,61268121,61268085,+,40,7
reads-HPV45|14,reads-HPV45,HPV45,left,10,3789,chr18,40054308,40054274,+,43,7
reads-HPV45|15,reads-HPV45,HPV45,left,10,5775,chr13,46766617,46766584,+,42,7
reads-HPV45|16,reads-HPV45,HPV45,right,10,7691,chr6,169505287,169505318,+,37,7
reads-HPV45|17,reads-HPV45,HPV45,right,10,2783,chr3,7351914,7351880,-,42,6
reads-HPV45|18,reads-HPV45,HPV45,right,10,3528,chr3,31619114,31619150,+,40,6
reads-HPV45|19,reads-HPV45,HPV45,left,10,4662,chr12,103989583,103989620,-,43,6
reads-HPV45|20,reads-HPV45,HPV45,left,10,5203,chr13,22286715,22286751,-,40,6
