sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads-HPV97,HPV97,left,6,2274,chr12,108484849,108484819,+,30,1
reads-HPV97,HPV97,right,9,2319,chr20,37774799,37774836,+,43,4
reads-HPV97,HPV97,right,6,2658,chr6,153459069,153459039,-,30,1
reads-HPV97,HPV97,left,9,2620,chr11,106090463,106090494,-,32,2
reads-HPV97,HPV97,right,9,2659,chr6,153459068,153459030,-,40,2
reads-HPV97,HPV97,right,0,2659,chr21,32567353,32567312,-,40,1
reads-HPV97,HPV97,left,9,2646,chr11,60452993,60452954,+,43,3
reads-HPV97,HPV97,left,0,4251,chr5,91071729,91071692,+,36,1
reads-HPV97,HPV97,left,0,4251,chr18,68613865,68613828,+,35,1
reads-HPV97,HPV97,left,0,4251,chr18,77050601,77050564,+,34,1
reads-HPV97,HPV97,left,0,4251,chr17,59906749,59906712,+,36,1
reads-HPV97,HPV97,left,0,4251,chr15,48919355,48919318,+,34,1
reads-HPV97,HPV97,left,0,4251,chr12,50151707,50151670,+,36,1
reads-HPV97,HPV97,left,0,4251,chr8,89879833,89879869,-,36,1
reads-HPV97,HPV97,left,0,4251,chr7,115976387,115976424,-,36,1
reads-HPV97,HPV97,left,0,4251,chr7,70062475,70062512,-,35,1
reads-HPV97,HPV97,left,0,4251,chr15,64725957,64725994,-,35,1
reads-HPV97,HPV97,left,0,4251,chr10,46004111,46004148,-,36,1
reads-HPV97,HPV97,left,0,4251,chr1,23460469,23460506,-,37,1
reads-HPV97,HPV97,left,0,4251,chr1,182457109,182457146,-,35,1
reads-HPV97,HPV97,left,6,5577,chr7,13082076,13082110,-,33,1
reads-HPV97,HPV97,right,9,6626,chr22,41123087,41123056,-,36,2
reads-HPV97,HPV97,left,6,7766,chr17,32425057,32425094,-,37,1
