multiqc_index,sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads_R-HPV31|0,reads_R-HPV31,HPV31,left,10,496,chr8,121636414,121636446,-,43,15
reads_R-HPV31|1,reads_R-HPV31,HPV31,left,10,624,chr10,126835630,126835664,-,42,14
reads_R-HPV31|2,reads_R-HPV31,HPV31,left,10,1347,chr16,4667660,4667694,-,42,14
reads_R-HPV31|3,reads_R-HPV31,HPV31,left,10,2288,chr14,72033864,72033826,+,43,14
reads_R-HPV31|4,reads_R-HPV31,HPV31,right,10,3325,chr4,27399054,27399019,-,39,14
reads_R-HPV31|5,reads_R-HPV31,HPV31,left,10,4139,chr8,38923533,38923567,-,42,14
reads_R-HPV31|6,reads_R-HPV31,HPV31,right,10,4231,chr8,78116647,78116681,+,42,14
reads_R-HPV31|7,reads_R-HPV31,HPV31,left,10,5406,chr1,85556547,85556581,-,42,14
reads_R-HPV31|8,reads_R-HPV31,HPV31,right,10,6093,chrX,120263996,120264030,+,42,14
reads_R-HPV31|9,reads_R-HPV31,HPV31,right,10,6278,chr20,50544384,50544422,+,43,14
reads_R-HPV31|10,reads_R-HPV31,HPV31,left,10,1131,chr19,31223847,31223808,+,43,12
reads_R-HPV31|11,reads_R-HPV31,HPV31,right,10,2523,chr5,8906203,8906168,-,42,12
reads_R-HPV31|12,reads_R-HPV31,HPV31,right,10,2997,chr4,87436530,87436496,-,43,12
reads_R-HPV31|13,reads_R-HPV31,HPV31,left,10,3079,chr17,30360605,30360572,+,43,12
reads_R-HPV31|14,reads_R-HPV31,HPV31,right,10,3901,chr8,48608297,48608264,-,43,12
reads_R-HPV31|15,reads_R-HPV31,HPV31,left,10,4317,chr8,73153562,73153526,+,42,12
reads_R-HPV31|16,reads_R-HPV31,HPV31,right,10,5944,chr9,2725575,2725608,+,43,12
reads_R-HPV31|17,reads_R-HPV31,HPV31,right,10,6397,chr12,101431687,101431648,-,43,12
reads_R-HPV31|18,reads_R-HPV31,HPV31,right,10,6635,chrX,118359979,118359946,-,43,12
reads_R-HPV31|19,reads_R-HPV31,HPV31,right,10,7372,chr12,37359580,37359540,-,43,12
reads_R-HPV31|20,reads_R-HPV31,HPV31,right,10,2077,chr16,31868461,31868421,-,43,11
reads_R-HPV31|21,reads_R-HPV31,HPV31,right,10,2420,chr1,97271448,97271408,-,43,11
reads_R-HPV31|22,reads_R-HPV31,HPV31,right,10,6980,chr15,75216408,75216376,-,42,11
