LIB	Chr	Human Pos	Sign	Viral Sign	Viral Pos	Read Count	Split Reads	Uniquely Mapped Reads	Multiply Mapped Reads	Rank1 Hits
/cromwell_root	11	74796320	+	+	777	216	216	5	190	34	222	-0	-6.0913e-35
/cromwell_root	8	144128339	+	+	3809	165	165	5	61	112	165	-0	-3.06198e-18
/cromwell_root	16	34227393	+	+	2479	3	3	3	0	3	2	3e-55	3e-08
/cromwell_root	16	50744502	+	-	4438	209	209	6	213	0	213	0	-1.025e-28
/cromwell_root	5	87065034	+	+	3418	5	5	1	4	4	4	1e-62	1e-06
/cromwell_root	9	118510297	+	-	5382	241	241	2	8	242	198	0	-7.40342e+06
/cromwell_root	X	8340175	+	-	7056	230	230	6	215	19	234	0	-6.06488e+10
/cromwell_root	X	85511859	+	-	6066	241	241	2	250	0	250	0	7e-29
/cromwell_root	22	48533642	+	-	4080	204	204	2	213	0	213	0	7e-29
/cromwell_root	7	128292084	+	-	3461	230	230	5	20	216	205	0	7e-29
/cromwell_root	1	145871143	+	+	3882	135	135	0	86	49	135	0	-3.91648e-26
/cromwell_root	1	240378935	+	-	6039	241	241	2	213	37	250	0	-1.8908e-09
/cromwell_root	4	47638007	+	?	0	1	1	0	1	1	0	1e-40	8e-24
/cromwell_root	4	131983048	+	-	2832	204	204	5	210	0	210	-0	-1.11613e+12
/cromwell_root	19	384661	+	+	6576	239	239	6	244	0	244	-0	-4.07008e+18
/cromwell_root	14	41540222	+	+	3814	134	134	0	18	116	131	0	7e-29
/cromwell_root	2	75026188	+	+	6644	231	231	5	237	0	237	0	7e-29
/cromwell_root	12	95620831	+	?	0	3	3	0	3	3	0	1.6e-53	1e-07
/cromwell_root	10	103165551	+	-	1658	237	237	2	17	229	229	0	7e-29
/cromwell_root	20	38052154	+	-	5119	231	231	5	79	158	221	0	-5.23239e-25
/cromwell_root	20	56134951	+	+	4551	222	222	5	229	1	229	0	-4.11779e+31
/cromwell_root	20	59988253	+	+	3970	196	196	5	201	1	201	-0	-1.56774e-15
/cromwell_root	13	37605367	+	-	2321	238	238	6	241	1	241	0	-3.01627e-07
/cromwell_root	13	39193297	+	+	6137	221	221	5	229	0	229	-0	-0.00591841
/cromwell_root	3	44282434	+	+	3204	241	241	2	250	0	250	-0	-57839.2
/cromwell_root	13	99349851	-	+	2706	241	241	2	13	237	249	0	7e-29
/cromwell_root	13	107902470	-	-	4695	241	241	2	192	58	250	0	7e-29
/cromwell_root	10	30299017	-	?	0	2	2	0	2	2	0	3e-58	4e-22
/cromwell_root	10	131630299	-	-	1439	222	222	6	230	0	230	0	-5.42795e-24
/cromwell_root	12	14010561	-	+	1238	231	231	5	214	23	235	0	-6.57076e-19
/cromwell_root	12	66996150	-	+	5254	222	222	5	186	44	230	0	-2.55488e-28
/cromwell_root	18	46372624	-	+	889	230	230	2	232	3	232	0	-7.32664e+24
/cromwell_root	15	79955526	-	+	3418	229	229	6	43	193	228	-0	-1.18175e-10
/cromwell_root	15	84604789	-	?	0	1	1	0	1	1	0	1e-40	1e-22
/cromwell_root	2	235603466	-	-	5178	238	238	6	241	1	241	-0	-5.41837e+32
/cromwell_root	14	85064349	-	+	441	230	230	5	78	158	236	0	7e-29
/cromwell_root	19	53452685	-	+	401	222	222	6	44	186	141	0	-1.98924e-22
/cromwell_root	4	77690765	-	-	6172	240	240	2	247	2	247	-nan	-2.15891e+37
/cromwell_root	4	88663208	-	+	1859	231	231	5	235	2	235	-0	-1.00498e-14
/cromwell_root	4	152562106	-	-	4054	1	1	0	0	1	1	1e-40	1e-27
/cromwell_root	1	157077012	-	+	2576	207	207	0	208	0	208	-0	-1.56614e+27
/cromwell_root	1	247077961	-	+	3594	219	219	6	222	1	222	0	7e-29
/cromwell_root	22	34770904	-	-	2096	239	239	6	245	0	245	0	-4.28719e-13
/cromwell_root	7	144571497	-	-	6838	180	180	5	92	96	181	0	7e-29
/cromwell_root	7	150194680	-	-	6232	228	228	5	0	234	234	0	7e-29
/cromwell_root	X	8458226	-	+	981	241	241	2	8	242	244	0	7e-29
/cromwell_root	X	12121151	-	+	5813	232	232	6	170	69	236	0	9.54608e-38
/cromwell_root	X	41257565	-	?	0	1	1	0	1	1	0	1e-40	-5.43362e+09
/cromwell_root	X	92246349	-	?	0	2	2	0	2	2	0	2e-60	2e-20
/cromwell_root	X	97706673	-	+	4810	238	238	3	53	195	248	-0	-9.40777e+12
/cromwell_root	5	127941529	-	-	1079	241	241	2	250	0	250	0	7e-29
/cromwell_root	16	7286623	-	?	0	2	2	0	2	2	0	-1.26251e-64	-4.20836e-07
/cromwell_root	16	13640790	-	?	0	1	1	0	1	1	0	8.40779e-85	8.40779e-45
/cromwell_root	16	16582720	-	+	2347	199	199	6	20	187	206	0	7e-29
/cromwell_root	8	144124651	-	?	0	2	2	0	2	2	0	4e-57	-2.17994e+09
/cromwell_root	11	49612246	-	-	7869	238	238	6	36	205	237	-0	-0.629478
/cromwell_root	11	54784509	-	+	6497	238	238	6	65	177	234	0	7e-29
/cromwell_root	6	47081309	-	-	1750	236	236	6	238	3	238	0	2.4438e-35
/cromwell_root	6	159256431	-	+	5005	222	222	6	229	1	229	0	-1.79004e+31
