LIB	Chr	Human Pos	Sign	Viral Sign	Viral Pos	Read Count	Split Reads	Uniquely Mapped Reads	Multiply Mapped Reads	Rank1 Hits
/cromwell_root	20	44855747	+	-	2114	206	206	0	150	65	181	0	7e-29
/cromwell_root	14	58091135	+	+	4388	21	21	4	7	23	18	1.728e-256	1e-16
/cromwell_root	14	90309794	+	-	2195	220	220	2	166	62	228	0	-8.51539e+06
/cromwell_root	14	105187615	+	?	0	1	1	0	1	1	0	1e-40	2e-10
/cromwell_root	7	157658333	+	+	3695	140	140	4	140	0	140	0	7e-29
/cromwell_root	6	87593110	+	+	6611	219	219	0	64	155	217	0	1.1672e-33
/cromwell_root	15	97412718	+	+	285	193	193	4	117	84	201	0	7e-29
/cromwell_root	3	52711255	+	+	3207	194	194	3	146	56	202	0	7e-29
/cromwell_root	3	57491840	+	+	4357	209	209	4	106	112	212	0	7e-29
/cromwell_root	3	100166276	+	-	1082	221	221	0	225	2	225	0	7e-29
/cromwell_root	17	2349950	+	+	4570	214	214	4	126	97	204	-0	-5.12502e-29
/cromwell_root	17	78122831	+	+	5452	211	211	1	189	28	217	0	7e-29
/cromwell_root	22	20882490	+	+	227	215	215	4	198	26	224	0	7e-29
/cromwell_root	18	14183375	+	+	6461	224	224	2	8	224	194	0	-2.69864e+36
/cromwell_root	2	130742706	+	-	5695	204	204	0	147	63	210	0	7e-29
/cromwell_root	10	927322	+	+	386	222	222	2	144	86	230	0	-1.94922e-33
/cromwell_root	12	16971655	+	-	2160	171	171	1	132	43	174	-0	-9.77519e-35
/cromwell_root	12	96174336	+	+	3815	216	216	2	57	167	224	-0	-1.64e-27
/cromwell_root	12	105290731	+	+	5307	187	187	4	195	0	195	-0	-5.58065e+11
/cromwell_root	5	137151584	+	-	3093	224	224	2	170	62	231	0	7e-29
/cromwell_root	1	10885911	+	+	496	1	1	0	0	1	1	1e-40	1e-16
/cromwell_root	13	102724018	+	+	1279	205	205	4	177	37	214	0	7e-29
/cromwell_root	13	103616562	+	-	4831	194	194	3	202	0	202	0	7e-29
/cromwell_root	X	15152358	+	+	3582	194	194	3	202	0	202	0	7e-29
/cromwell_root	X	32399427	+	-	1660	224	224	2	50	182	232	0	7e-29
/cromwell_root	19	8624742	+	+	4711	221	221	0	69	158	225	0	7e-29
/cromwell_root	19	20933894	+	-	1464	214	214	4	91	132	223	0	7e-29
/cromwell_root	4	146311690	+	-	5731	207	207	4	215	1	215	0	7e-29
/cromwell_root	11	34574529	+	-	7332	174	174	0	177	0	177	0	7e-29
/cromwell_root	11	93980106	+	-	2415	215	215	4	202	22	224	0	7e-29
/cromwell_root	X	6105135	-	+	2583	221	221	0	131	96	225	-0	-9.16311e+28
/cromwell_root	X	57971147	-	+	4388	2	2	1	2	1	2	2e-45	5e-06
/cromwell_root	X	65398874	-	?	0	2	2	0	2	2	0	5e-51	5e-11
/cromwell_root	X	116951158	-	-	3501	194	194	3	202	0	202	0	7e-29
/cromwell_root	3	10547422	-	+	3982	215	215	4	203	21	224	0	-1.82867e+16
/cromwell_root	3	109769379	-	-	2615	215	215	4	160	64	222	0	7e-29
/cromwell_root	11	109215100	-	-	6853	191	191	2	92	106	197	-0	-1.66517e+30
/cromwell_root	1	83768194	-	-	5905	187	187	4	198	0	198	-0	-2.10264e-17
/cromwell_root	1	117832103	-	?	0	1	1	0	1	1	1	1e-40	3e-08
/cromwell_root	5	111900318	-	+	7250	201	201	0	103	98	200	0	-8.4903e-24
/cromwell_root	6	15070170	-	+	5973	221	221	0	74	153	224	-0	-1.9981e+23
/cromwell_root	6	69254323	-	+	5134	193	193	0	175	18	191	0	7e-29
/cromwell_root	6	146520959	-	+	4738	205	205	0	1	216	121	0	2.43652e-34
/cromwell_root	10	17774254	-	-	3621	212	212	3	167	55	208	0	-3.38025e-29
/cromwell_root	10	33621059	-	-	5614	210	210	2	214	0	214	0	7e-29
/cromwell_root	10	36075522	-	-	3177	215	215	0	213	2	213	-0	-3.32714e-13
/cromwell_root	10	72596081	-	+	4388	214	214	4	23	201	197	0	7e-29
/cromwell_root	10	104609165	-	+	5879	211	211	0	64	147	209	0	1.89154e-30
/cromwell_root	15	96042553	-	+	3580	220	220	0	102	124	226	0	-1.64389e-09
/cromwell_root	8	95166622	-	?	0	1	1	0	1	1	0	1e-40	8e-24
/cromwell_root	18	38399303	-	-	2989	194	194	3	171	30	190	0	-2.63539e+33
/cromwell_root	18	41556099	-	-	7464	176	176	2	147	37	184	0	7e-29
/cromwell_root	14	65999702	-	+	612	221	221	0	128	99	226	0	7e-29
/cromwell_root	14	76151020	-	-	6965	221	221	0	202	25	227	0	7e-29
/cromwell_root	16	27620881	-	+	2228	215	215	4	109	115	222	0	7e-29
