chrom	lend	rend	gene	strand
chr21	7048891	7087229	CH507-254M2.1	+
chr21	7092616	7092716	Y_RNA	+
chr21	7129103	7130287	CH507-236L23.2	+
chr21	7135334	7137789	CH507-236L23.3	-
chr21	7385058	7388799	CH507-254M2.5	-
chr21	7421442	7425839	CH507-254M2.6	-
chr21	7430659	7469007	CH507-254M2.2	+
chr21	7626344	7627528	CH507-338C24.2	-
chr21	7669397	7681742	CH507-338C24.1	-
chr21	7744962	7777853	SMIM11	+
chr21	7769796	7770546	CH507-396I9.7	-
chr21	7788703	7793954	CH507-396I9.3	-
chr21	7816675	7829926	CH507-396I9.6	-
chr21	7826098	7826225	SNORA11	-
chr21	8101251	8103706	CH507-338C24.3	-
chr21	8197620	8227646	CH507-513H4.1	+
chr21	8201210	8201287	FP671120.3	+
chr21	8205315	8205406	MIR6724-3	+
chr21	8205851	8205940	pRNA	+
chr21	8208012	8208125	FP671120.2	+
chr21	8208473	8208652	MIR3648-2	+
chr21	8208844	8208904	MIR3687-2	+
chr21	8210384	8211306	CH507-513H4.6	-
chr21	8212572	8212724	RNA5-8S5	+
chr21	8217953	8218001	FP671120.7	+
chr21	8218721	8218776	FP671120.4	+
chr21	8249505	8249596	MIR6724-2	+
chr21	8252221	8252334	FP671120.5	+
chr21	8253050	8253109	FP671120.1	+
chr21	8254592	8255514	CH507-513H4.5	-
chr21	8258914	8259005	FP671120.6	+
chr21	8383777	8410645	CH507-528H12.1	+
chr21	8384256	8384333	FP236383.2	+
