sample	contig	human_chrom	human_coord	virus_genome	virus_coord	total	hotspot	hotspot_sample_counts	left_genes	right_genes
CESC-C5-A1M9-TP	HPV16~881~+~chr8~127982359~+	chr8	127982359	HPV16	881	1246	chr8:127977428	21	CCAT2;POU5F1B;AC108925.1;CASC11;MYC;PVT1_1;MIR1204;PVT1_3;TMEM75;MIR1205;PVT1	RNU1-106P;RP11-55J15.2;RNU4-25P;MIR1207;FKSG59;MIR1208;RN7SKP226;LINC00824;AC068570.1;LINC00976
CESC-LP-A5U2-TP	chr8~127742375~+~HPV16~6411~+	chr8	127742375	HPV16	6411	47	chr8:127977428	21	CASC19;CCAT1;RP11-382A18.3;CASC21;CASC8;CCAT2;POU5F1B;AC108925.1;CASC11;MYC	PVT1_1;MIR1204;PVT1_3;TMEM75;PVT1;MIR1205;RNU1-106P;RP11-55J15.2;RNU4-25P;MIR1207
CESC-C5-A3HF-TP	HPV18~930~+~chr8~127712343~+	chr8	127712343	HPV18	930	200	chr8:127977428	21	PCAT2;RP11-255B23.1;CASC19;CCAT1;RP11-382A18.3;CASC21;CASC8;CCAT2;POU5F1B;AC108925.1;CASC11	MYC;PVT1_1;MIR1204;PVT1_3;TMEM75;PVT1;MIR1205;RNU1-106P;RP11-55J15.2;RNU4-25P
CESC-LP-A7HU-TP	chr8~127797040~+~HPV16~594~-	chr8	127797040	HPV16	594	47	chr8:127977428	21	RP11-382A18.3;CASC21;CASC8;CCAT2;POU5F1B;AC108925.1;CASC11;MYC;PVT1_1;MIR1204;PVT1	PVT1_3;TMEM75;MIR1205;RNU1-106P;RP11-55J15.2;RNU4-25P;MIR1207;FKSG59;MIR1208;RN7SKP226
CESC-C5-A1MJ-TP	chr8~127966195~+~HPV18~2118~-	chr8	127966195	HPV18	2118	210	chr8:127977428	21	CCAT2;POU5F1B;AC108925.1;CASC11;MYC;PVT1_1;MIR1204;PVT1_3;TMEM75;MIR1205;PVT1	RNU1-106P;RP11-55J15.2;RNU4-25P;MIR1207;FKSG59;MIR1208;RN7SKP226;LINC00824;AC068570.1;LINC00976
CESC-C5-A2M1-TP	HPV16~3741~+~chr8~127794674~+	chr8	127794674	HPV16	3741	586	chr8:127977428	21	CASC19;CCAT1;RP11-382A18.3;CASC21;CASC8;CCAT2;POU5F1B;AC108925.1;CASC11;MYC;PVT1_1;PVT1	MIR1204;PVT1_3;TMEM75;MIR1205;RNU1-106P;RP11-55J15.2;RNU4-25P;MIR1207;FKSG59;MIR1208
CESC-UC-A7PF-TP	chr8~127458096~+~HPV16~3605~-	chr8	127458096	HPV16	3605	530	chr8:127977428	21	RP11-351C8.1;PCAT1;PCAT2;RP11-255B23.1;CASC19;CCAT1;RP11-382A18.3;CASC21;CCAT2;POU5F1B;CASC8	AC108925.1;CASC11;MYC;PVT1_1;MIR1204;PVT1_3;TMEM75;PVT1;MIR1205;RNU1-106P
CESC-C5-A3HE-TP	chr8~128126039~+~HPV18~930~-	chr8	128126039	HPV18	930	918	chr8:127977428	21	MIR1204;PVT1_3;TMEM75;PVT1;MIR1205;RNU1-106P;RP11-55J15.2;RNU4-25P;MIR1207;FKSG59	MIR1208;RN7SKP226;LINC00824;AC068570.1;LINC00976;LINC00977;RP11-1057N3.2;RN7SKP206;RP11-26E5.1;MIR3686
CESC-FU-A23K-TP	chr8~127290061~+~HPV18~930~-	chr8	127290061	HPV18	930	2262	chr8:127977428	21	RP11-103H7.5;RP11-89K10.2;RP11-89K10.1;RNU11-4P;RP11-351C8.1;PCAT1;PCAT2;RP11-255B23.1;CASC19;CCAT1;CASC8	RP11-382A18.3;CASC21;CCAT2;POU5F1B;AC108925.1;CASC11;MYC;PVT1_1;MIR1204;PVT1_3
HNSC-BB-7866-TP	chr8~127856754~+~HPV16~3820~+	chr8	127856754	HPV16	3820	2394	chr8:127977428	21	RP11-382A18.3;CASC21;CASC8;CCAT2;POU5F1B;AC108925.1;CASC11;MYC;PVT1_1;MIR1204;PVT1	PVT1_3;TMEM75;MIR1205;RNU1-106P;RP11-55J15.2;RNU4-25P;MIR1207;FKSG59;MIR1208;RN7SKP226
