chrom	lend	rend	gene	strand
chr19	35424062	35424652	AC002511.2	-
chr19	35432957	35434642	AC002511.3	-
chr19	35443907	35451767	FFAR2	+
chr19	35487324	35495558	KRTDAP	-
chr19	35497220	35513658	DMKN	-
chr19	35523367	35528351	SBSN	-
chr19	35533412	35545316	GAPDHS	+
chr19	35540738	35546029	TMEM147-AS1	-
chr19	35545595	35547526	TMEM147	+
chr19	35550043	35563658	ATP4A	-
chr19	35553831	35553895	AC002389.1	-
chr19	35597907	35601501	AC002115.5	+
chr19	35608285	35612666	AC002115.9	-
chr19	35612744	35625349	HAUS5	+
chr19	35629030	35637686	RBM42	+
chr19	35641745	35644871	ETV2	+
chr19	35648223	35658861	COX6B1	+
chr19	35666516	35678483	UPK1A	+
chr19	35667948	35673291	UPK1A-AS1	-
chr19	35683778	35684201	AC002314.4	-
chr19	35704527	35717038	ZBTB32	+
chr19	35718019	35738878	KMT2B	+
chr19	35738801	35742453	IGFLR1	-
chr19	35742464	35745445	U2AF1L4	-
chr19	35745114	35747519	PSENEN	+
chr19	35747057	35753415	AC002398.11	-
chr19	35748361	35754519	LIN37	+
chr19	35754566	35755490	AC002398.12	+
chr19	35754568	35758079	HSPB6	-
chr19	35758143	35771028	PROSER3	+
chr19	35769144	35771028	AC002398.13	-
chr19	35774532	35788822	ARHGAP33	+
chr19	35788876	35797885	LINC01529	-
chr19	35799988	35813299	PRODH2	-
chr19	35825964	35869287	NPHS1	-
chr19	35855861	35867109	KIRREL2	+
chr19	35867899	35879791	APLP1	+
chr19	35881890	35882153	RN7SL402P	+
chr19	35887653	35902303	NFKBID	-
chr19	35901561	35903855	AD000864.6	-
chr19	35902480	35904377	HCST	+
chr19	35904401	35908295	TYROBP	-
chr19	35935358	35945767	LRFN3	+
chr19	35947115	35959192	AF038458.3	+
chr19	35957121	35957382	AF038458.4	-
chr19	35960512	35964063	AF038458.5	+
chr19	35995199	35996315	SDHAF1	+
chr19	36003307	36008793	SYNE4	-
chr19	36009120	36014239	ALKBH6	-
chr19	36014508	36045972	AC002116.7	+
chr19	36014660	36033343	CLIP3	-
