chrom	lend	rend	gene	strand
chr3	188153284	188890671	LPP	+
chr3	188562238	188568666	LPP-AS1	-
chr3	188630641	188630702	AC063932.1	-
chr3	188688781	188688866	MIR28	+
chr3	188941715	188947639	TPRG1-AS1	-
chr3	188947214	189325304	TPRG1	+
chr3	188989382	188990135	RP11-297K7.1	-
chr3	189238686	189240594	TPRG1-AS2	-
chr3	189631416	189897279	TP63	+
chr3	189645327	189645466	RP11-600G3.1	-
chr3	189829922	189830009	MIR944	+
chr3	189956728	190122437	P3H2	-
chr3	189969030	189969861	MTAPP2	-
chr3	190120964	190144846	P3H2-AS1	+
chr3	190143656	190143743	AC067718.1	+
chr3	190165417	190165523	RNU6-1109P	-
chr3	190166764	190167651	NMNAT1P3	+
chr3	190305701	190322475	CLDN1	-
chr3	190322541	190412143	CLDN16	+
chr3	190428655	190449876	TMEM207	-
chr3	190514051	190659750	IL1RAP	+
chr3	190624595	190625169	GCNT1P3	+
chr3	190642163	190642503	RN7SKP296	+
chr3	190659216	190659750	RP11-268E23.2	+
chr3	190697923	190698848	RP11-95L3.2	-
chr3	190714811	190716399	CCT6P4	+
chr3	190830965	190832173	RP11-332P22.2	+
chr3	190852877	190892429	GMNC	-
chr3	191199241	191265615	OSTN	+
chr3	191213291	191234605	OSTN-AS1	-
