chrom	lend	rend	gene	strand
chr6	106511855	106570451	AIM1	+
chr6	106571971	106629487	RTN4IP1	-
chr6	106607716	106607819	RNU6-527P	+
chr6	106629578	106668417	QRSL1	+
chr6	106642463	106642928	RPL21P65	+
chr6	106695535	106699994	RP1-60O19.2	+
chr6	106717452	106787541	RP1-60O19.1	-
chr6	106738948	106739054	RNU6-117P	-
chr6	106784125	106784220	MIR587	+
chr6	106969831	106975627	CD24	-
chr6	107028213	107051342	C6orf203	+
chr6	107065182	107115269	BEND3	-
chr6	107133071	107133170	RNU6-1299P	+
chr6	107152557	107459564	PDSS2	-
chr6	107192300	107192573	RP11-300D11.3	+
chr6	107229759	107230152	RPS24P12	+
chr6	107489958	107660167	SOBP	+
chr6	107509803	107511721	RP1-67A8.3	-
chr6	107697299	107700218	RP1-47M23.3	-
chr6	107704104	107824317	SCML4	-
chr6	107867756	107958189	SEC63	-
chr6	107930088	107930182	RNU6-437P	+
chr6	107931800	107932254	RPL23AP50	+
chr6	107957413	107959986	RP1-191J18.66	+
