chrom	lend	rend	gene	strand
chr2	76747719	77593319	LRRTM4	-
chr2	76772909	76773045	RNA5SP98	+
chr2	76985965	77009791	AC079117.1	+
chr2	77020336	77020421	AC079117.2	-
chr2	77041778	77041863	AC079117.3	-
chr2	77652413	77654668	AC084149.2	-
chr2	77672215	77673792	AC084149.1	+
chr2	77731871	77731956	AC105399.1	-
chr2	77788382	77793087	AC105399.2	+
chr2	77915934	77918011	AC073628.1	+
chr2	78088730	78127806	AC012494.1	+
chr2	78412793	78413094	CYCSP6	-
chr2	78437850	78438921	RP11-601H16.1	+
chr2	78597911	78599406	AC092660.1	+
chr2	78882447	78882552	RNU6-827P	+
chr2	78882628	78882734	RNU6-812P	+
chr2	79025686	79028505	REG3G	+
chr2	79085030	79088019	REG1B	-
chr2	79120362	79123419	REG1A	+
chr2	79135503	79138427	REG1P	-
chr2	79157003	79159753	REG3A	-
chr2	79158374	79185523	AC011754.1	+
