sample	contig	human_chrom	human_coord	virus_genome	virus_coord	total	hotspot	hotspot_sample_counts	left_genes	right_genes
CESC-VS-A9UM-TP	HPV16~3182~-~chr10~34963501~+	chr10	34963501	HPV16	3182	18	chr10:35010252	4	AL121748.1;RP11-342D11.3;RP11-342D11.2;NRP1;RN7SL398P;RP11-90B22.1;RP11-476F14.1;RP13-259N13.2;LINC00838;RPL23P11;RP11-490O24.2;Y_RNA;PARD3;TCEB2P4;RP11-8L18.3;RP11-8L18.2;PARD3-AS1;SS18L2P1;RNU6-847P;RNU6-193P	PRDX2P2;CUL2;MIR3611;RP11-297A16.2;RNU7-77P;ATP6V1G1P4;CREM;RP11-324I22.3;RP11-324I22.2;RNU6-794P;RNU6-1167P;RP11-324I22.4;CCNY;RP11-425A6.5;GJD4;FZD8;MIR4683;RPL7P37;LINC01452;RP11-309N24.1
CESC-EK-A2PI-TP	HPV16~881~+~chr10~35010252~+	chr10	35010252	HPV16	881	156	chr10:35010252	4	RP11-342D11.3;RP11-342D11.2;NRP1;RN7SL398P;RP11-90B22.1;RP11-476F14.1;RP13-259N13.2;LINC00838;RPL23P11;RP11-490O24.2;Y_RNA;PARD3;TCEB2P4;RP11-8L18.3;RP11-8L18.2;PARD3-AS1;SS18L2P1;RNU6-847P;RNU6-193P;PRDX2P2;CUL2	MIR3611;RP11-297A16.2;RNU7-77P;ATP6V1G1P4;CREM;RP11-324I22.3;RP11-324I22.2;RNU6-794P;RNU6-1167P;RP11-324I22.4;CCNY;RP11-425A6.5;GJD4;FZD8;MIR4683;RPL7P37;LINC01452;RP11-309N24.1;RP11-810B23.1;MTND5P17
CESC-BI-A0VS-TP	chr10~34389264~+~HPV16~3498~+	chr10	34389264	HPV16	3498	58	chr10:35010252	4	RP11-479G22.8;AK3P5;ITGB1;RP11-462L8.1;RP11-479G22.6;RN7SL847P;RP11-479G22.7;RP11-462L8.2;AL121748.1;RP11-342D11.3;RP11-342D11.2;NRP1;RN7SL398P;RP11-90B22.1;RP11-476F14.1;RP13-259N13.2;LINC00838;RPL23P11;RP11-490O24.2;Y_RNA;PARD3	TCEB2P4;RP11-8L18.3;RP11-8L18.2;PARD3-AS1;SS18L2P1;RNU6-847P;RNU6-193P;PRDX2P2;CUL2;MIR3611;RP11-297A16.2;RNU7-77P;ATP6V1G1P4;CREM;RP11-324I22.3;RP11-324I22.2;RNU6-794P;RNU6-1167P;RP11-324I22.4;CCNY
CESC-BI-A0VS-TP	HPV16~2915~+~chr10~34389298~+	chr10	34389298	HPV16	2915	85	chr10:35010252	4	RP11-479G22.8;AK3P5;ITGB1;RP11-462L8.1;RP11-479G22.6;RN7SL847P;RP11-479G22.7;RP11-462L8.2;AL121748.1;RP11-342D11.3;RP11-342D11.2;NRP1;RN7SL398P;RP11-90B22.1;RP11-476F14.1;RP13-259N13.2;LINC00838;RPL23P11;RP11-490O24.2;Y_RNA;PARD3	TCEB2P4;RP11-8L18.3;RP11-8L18.2;PARD3-AS1;SS18L2P1;RNU6-847P;RNU6-193P;PRDX2P2;CUL2;MIR3611;RP11-297A16.2;RNU7-77P;ATP6V1G1P4;CREM;RP11-324I22.3;RP11-324I22.2;RNU6-794P;RNU6-1167P;RP11-324I22.4;CCNY
CESC-VS-A9UD-TP	chr10~34875744~+~HPV16~3550~+	chr10	34875744	HPV16	3550	13	chr10:35010252	4	RP11-479G22.7;RP11-462L8.2;AL121748.1;RP11-342D11.3;RP11-342D11.2;NRP1;RN7SL398P;RP11-90B22.1;RP11-476F14.1;RP13-259N13.2;LINC00838;RPL23P11;RP11-490O24.2;Y_RNA;PARD3;TCEB2P4;RP11-8L18.3;RP11-8L18.2;PARD3-AS1;SS18L2P1	RNU6-847P;RNU6-193P;PRDX2P2;CUL2;MIR3611;RP11-297A16.2;RNU7-77P;ATP6V1G1P4;CREM;RP11-324I22.3;RP11-324I22.2;RNU6-794P;RNU6-1167P;RP11-324I22.4;CCNY;RP11-425A6.5;GJD4;FZD8;MIR4683;RPL7P37
CESC-EK-A2PI-TP	chr10~35011969~+~HPV16~222~-	chr10	35011969	HPV16	222	28	chr10:35010252	4	RP11-342D11.3;RP11-342D11.2;NRP1;RN7SL398P;RP11-90B22.1;RP11-476F14.1;RP13-259N13.2;LINC00838;RPL23P11;RP11-490O24.2;Y_RNA;PARD3;TCEB2P4;RP11-8L18.3;RP11-8L18.2;PARD3-AS1;SS18L2P1;RNU6-847P;RNU6-193P;PRDX2P2;CUL2	MIR3611;RP11-297A16.2;RNU7-77P;ATP6V1G1P4;CREM;RP11-324I22.3;RP11-324I22.2;RNU6-794P;RNU6-1167P;RP11-324I22.4;CCNY;RP11-425A6.5;GJD4;FZD8;MIR4683;RPL7P37;LINC01452;RP11-309N24.1;RP11-810B23.1;MTND5P17
CESC-EK-A2PI-TP	chr10~35013803~+~HPV16~229~-	chr10	35013803	HPV16	229	92	chr10:35010252	4	RP11-342D11.3;RP11-342D11.2;NRP1;RN7SL398P;RP11-90B22.1;RP11-476F14.1;RP13-259N13.2;LINC00838;RPL23P11;RP11-490O24.2;Y_RNA;PARD3;TCEB2P4;RP11-8L18.3;RP11-8L18.2;PARD3-AS1;SS18L2P1;RNU6-847P;RNU6-193P;PRDX2P2;CUL2	MIR3611;RP11-297A16.2;RNU7-77P;ATP6V1G1P4;CREM;RP11-324I22.3;RP11-324I22.2;RNU6-794P;RNU6-1167P;RP11-324I22.4;CCNY;RP11-425A6.5;GJD4;FZD8;MIR4683;RPL7P37;LINC01452;RP11-309N24.1;RP11-810B23.1;MTND5P17
CESC-EK-A2PI-TP	chr10~35016395~+~HPV16~227~-	chr10	35016395	HPV16	227	253	chr10:35010252	4	RP11-342D11.3;RP11-342D11.2;NRP1;RN7SL398P;RP11-90B22.1;RP11-476F14.1;RP13-259N13.2;LINC00838;RPL23P11;RP11-490O24.2;Y_RNA;PARD3;TCEB2P4;RP11-8L18.3;RP11-8L18.2;PARD3-AS1;SS18L2P1;RNU6-847P;RNU6-193P;PRDX2P2;CUL2	MIR3611;RP11-297A16.2;RNU7-77P;ATP6V1G1P4;CREM;RP11-324I22.3;RP11-324I22.2;RNU6-794P;RNU6-1167P;RP11-324I22.4;CCNY;RP11-425A6.5;GJD4;FZD8;MIR4683;RPL7P37;LINC01452;RP11-309N24.1;RP11-810B23.1;MTND5P17
CESC-EK-A2PI-TP	chr10~35016395~+~HPV16~881~-	chr10	35016395	HPV16	881	1089	chr10:35010252	4	RP11-342D11.3;RP11-342D11.2;NRP1;RN7SL398P;RP11-90B22.1;RP11-476F14.1;RP13-259N13.2;LINC00838;RPL23P11;RP11-490O24.2;Y_RNA;PARD3;TCEB2P4;RP11-8L18.3;RP11-8L18.2;PARD3-AS1;SS18L2P1;RNU6-847P;RNU6-193P;PRDX2P2;CUL2	MIR3611;RP11-297A16.2;RNU7-77P;ATP6V1G1P4;CREM;RP11-324I22.3;RP11-324I22.2;RNU6-794P;RNU6-1167P;RP11-324I22.4;CCNY;RP11-425A6.5;GJD4;FZD8;MIR4683;RPL7P37;LINC01452;RP11-309N24.1;RP11-810B23.1;MTND5P17
CESC-EK-A2PI-TP	chr10~35022888~+~HPV16~2773~-	chr10	35022888	HPV16	2773	44	chr10:35010252	4	RP11-342D11.3;RP11-342D11.2;NRP1;RN7SL398P;RP11-90B22.1;RP11-476F14.1;RP13-259N13.2;LINC00838;RPL23P11;RP11-490O24.2;Y_RNA;PARD3;TCEB2P4;RP11-8L18.3;RP11-8L18.2;PARD3-AS1;SS18L2P1;RNU6-847P;RNU6-193P;PRDX2P2;CUL2	MIR3611;RP11-297A16.2;RNU7-77P;ATP6V1G1P4;CREM;RP11-324I22.3;RP11-324I22.2;RNU6-794P;RNU6-1167P;RP11-324I22.4;CCNY;RP11-425A6.5;GJD4;FZD8;MIR4683;RPL7P37;LINC01452;RP11-309N24.1;RP11-810B23.1;MTND5P17
