chrom	lend	rend	gene	strand
chr10	32887255	32889311	RP11-479G22.8	-
chr10	32900319	33005792	ITGB1	-
chr10	32944481	32944999	AK3P5	+
chr10	32958845	33082102	RP11-462L8.1	+
chr10	33023368	33023647	RP11-479G22.6	-
chr10	33034655	33034924	RN7SL847P	-
chr10	33035469	33035664	RP11-479G22.7	-
chr10	33057615	33058407	RP11-462L8.2	-
chr10	33096257	33116672	RP11-342D11.3	-
chr10	33098535	33098636	AL121748.1	-
chr10	33177492	33336262	NRP1	-
chr10	33211277	33213804	RP11-342D11.2	+
chr10	33288304	33288601	RN7SL398P	-
chr10	33341655	33341905	RP11-90B22.1	+
chr10	33578931	33600040	RP11-476F14.1	-
chr10	33684755	33687064	RP13-259N13.2	+
chr10	33759713	33772658	LINC00838	-
chr10	33864313	33864723	RPL23P11	+
chr10	33909238	33917804	RP11-490O24.2	+
chr10	34109560	34815325	PARD3	-
chr10	34201979	34202074	Y_RNA	-
chr10	34488583	34488878	TCEB2P4	-
chr10	34663859	34664101	RP11-8L18.3	-
chr10	34675635	34676041	RP11-8L18.2	-
chr10	34815767	34816386	PARD3-AS1	+
chr10	34875210	34875422	SS18L2P1	+
chr10	34926775	34926882	RNU6-847P	+
chr10	34942969	34943075	RNU6-193P	+
chr10	34965069	34966259	PRDX2P2	+
chr10	35008551	35090642	CUL2	-
chr10	35079598	35079680	MIR3611	-
chr10	35098006	35127020	RP11-297A16.2	-
chr10	35126791	35212958	CREM	+
chr10	35135443	35135502	RNU7-77P	+
chr10	35158306	35158640	ATP6V1G1P4	+
chr10	35210416	35210750	RP11-324I22.3	+
chr10	35219894	35230598	RP11-324I22.2	-
chr10	35231331	35231394	RNU6-794P	-
chr10	35247025	35572669	CCNY	+
chr10	35250959	35251052	RNU6-1167P	-
chr10	35314552	35336401	RP11-324I22.4	-
chr10	35605410	35608935	GJD4	+
chr10	35606001	35608153	RP11-425A6.5	-
chr10	35638249	35642278	FZD8	-
chr10	35641172	35641252	MIR4683	-
chr10	35697300	35698037	RPL7P37	+
chr10	35778302	35800920	LINC01452	+
chr10	35896874	35898963	RP11-309N24.1	-
chr10	36089086	36089389	RP11-810B23.1	-
chr10	36432882	36434484	MTND5P17	-
chr10	36434710	36435174	MTND4P18	-
