chrom	lend	rend	gene	strand
chr20	13849247	13996443	SEL1L2	-
chr20	13955764	13955857	AL117333.1	-
chr20	13973316	13973424	RNU6-278P	-
chr20	13995369	16053197	MACROD2	+
chr20	14003508	14003699	RPS3P1	+
chr20	14127400	14128336	AIMP1P1	+
chr20	14223041	14223325	RN7SL864P	+
chr20	14245042	14245139	AL136992.1	-
chr20	14322988	14337616	FLRT3	-
chr20	14352320	14352425	RNU6-228P	+
chr20	14547184	14547623	RNF11B	-
chr20	14554384	14636524	MACROD2-IT1	+
chr20	14757563	14758056	RPS10P2	+
chr20	14884253	14929515	MACROD2-AS1	-
chr20	14933843	14935363	RP5-974N19.1	-
chr20	15021553	15021659	RNU6-1159P	-
chr20	15022852	15022958	RNU6-115P	+
chr20	15280764	15280873	RNA5SP475	-
chr20	15552157	15552885	RP11-388K2.1	-
chr20	15558380	15558468	AL121584.1	-
chr20	15619494	15619819	ENSAP1	-
chr20	16223750	16224535	PPIAP17	-
chr20	16272104	16573433	KIF16B	-
chr20	16410297	16410391	AL118509.1	-
chr20	16551149	16553012	AL049794.1	-
chr20	16576068	16579615	RP4-777L9.2	+
chr20	16580258	16580622	RP4-777L9.3	+
