sample	contig	human_chrom	human_coord	virus_genome	virus_coord	total	hotspot	hotspot_sample_counts	left_genes	right_genes
CESC-Q1-A73P-TP	chr1~1184092~+~HPV18~3431~+	chr1	1184092	HPV18	3431	27	chr1:1647087	2	AL645608.1;PLEKHN1;PERM1;RP11-54O7.17;HES4;ISG15;RP11-54O7.10;RP11-54O7.11;AGRN;RP11-54O7.14;RP11-54O7.18;RP11-465B22.3;RNF223;C1orf159;LINC01342;MIR200B;MIR200A;MIR429;RP11-465B22.8;TTLL10-AS1;TTLL10	TNFRSF18;TNFRSF4;SDF4;B3GALT6;FAM132A;RP5-902P8.12;UBE2J2;RP5-902P8.10;SCNN1D;MIR6726;ACAP3;PUSL1;MIR6727;RP5-890O3.9;CPSF3L;CPTP;TAS1R3;MIR6808;DVL1;MXRA8
CESC-Q1-A73P-TP	chr1~1183048~+~HPV18~2778~+	chr1	1183048	HPV18	2778	55	chr1:1647087	2	AL645608.1;PLEKHN1;PERM1;RP11-54O7.17;HES4;ISG15;RP11-54O7.10;RP11-54O7.11;AGRN;RP11-54O7.14;RP11-54O7.18;RP11-465B22.3;RNF223;C1orf159;LINC01342;MIR200B;MIR200A;MIR429;RP11-465B22.8;TTLL10-AS1;TTLL10	TNFRSF18;TNFRSF4;SDF4;B3GALT6;FAM132A;RP5-902P8.12;UBE2J2;RP5-902P8.10;SCNN1D;MIR6726;ACAP3;PUSL1;MIR6727;RP5-890O3.9;CPSF3L;CPTP;TAS1R3;MIR6808;DVL1;MXRA8
CESC-Q1-A73P-TP	chr1~1185527~+~HPV18~5664~+	chr1	1185527	HPV18	5664	38	chr1:1647087	2	AL645608.1;PLEKHN1;PERM1;RP11-54O7.17;HES4;ISG15;RP11-54O7.10;RP11-54O7.11;AGRN;RP11-54O7.14;RP11-54O7.18;RP11-465B22.3;RNF223;C1orf159;LINC01342;MIR200B;MIR200A;MIR429;RP11-465B22.8;TTLL10-AS1;TTLL10	TNFRSF18;TNFRSF4;SDF4;B3GALT6;FAM132A;RP5-902P8.12;UBE2J2;RP5-902P8.10;SCNN1D;MIR6726;ACAP3;PUSL1;MIR6727;RP5-890O3.9;CPSF3L;CPTP;TAS1R3;MIR6808;DVL1;MXRA8
CESC-Q1-A73P-TP	chr1~1185110~+~HPV18~2778~+	chr1	1185110	HPV18	2778	76	chr1:1647087	2	AL645608.1;PLEKHN1;PERM1;RP11-54O7.17;HES4;ISG15;RP11-54O7.10;RP11-54O7.11;AGRN;RP11-54O7.14;RP11-54O7.18;RP11-465B22.3;RNF223;C1orf159;LINC01342;MIR200B;MIR200A;MIR429;RP11-465B22.8;TTLL10-AS1;TTLL10	TNFRSF18;TNFRSF4;SDF4;B3GALT6;FAM132A;RP5-902P8.12;UBE2J2;RP5-902P8.10;SCNN1D;MIR6726;ACAP3;PUSL1;MIR6727;RP5-890O3.9;CPSF3L;CPTP;TAS1R3;MIR6808;DVL1;MXRA8
CESC-Q1-A73P-TP	HPV18~933~+~chr1~1197102~+	chr1	1197102	HPV18	933	118	chr1:1647087	2	AL645608.1;PLEKHN1;PERM1;RP11-54O7.17;HES4;ISG15;RP11-54O7.10;RP11-54O7.11;AGRN;RP11-54O7.14;RP11-54O7.18;RP11-465B22.3;RNF223;C1orf159;LINC01342;MIR200B;MIR200A;MIR429;RP11-465B22.8;TTLL10-AS1;TTLL10	TNFRSF18;TNFRSF4;SDF4;B3GALT6;FAM132A;RP5-902P8.12;UBE2J2;RP5-902P8.10;SCNN1D;MIR6726;ACAP3;PUSL1;MIR6727;RP5-890O3.9;CPSF3L;CPTP;TAS1R3;MIR6808;DVL1;MXRA8
CESC-Q1-A73P-TP	HPV18~4035~+~chr1~1176229~+	chr1	1176229	HPV18	4035	159	chr1:1647087	2	KLHL17;AL645608.1;PLEKHN1;PERM1;RP11-54O7.17;HES4;ISG15;RP11-54O7.10;RP11-54O7.11;AGRN;RP11-54O7.14;RP11-54O7.18;RP11-465B22.3;RNF223;C1orf159;LINC01342;MIR200B;MIR200A;MIR429;RP11-465B22.8;TTLL10-AS1;TTLL10	TNFRSF18;TNFRSF4;SDF4;B3GALT6;FAM132A;RP5-902P8.12;UBE2J2;RP5-902P8.10;SCNN1D;MIR6726;ACAP3;PUSL1;MIR6727;RP5-890O3.9;CPSF3L;CPTP;TAS1R3;MIR6808;DVL1;MXRA8
CESC-Q1-A73P-TP	chr1~1179334~+~HPV18~23~+	chr1	1179334	HPV18	23	100	chr1:1647087	2	KLHL17;AL645608.1;PLEKHN1;PERM1;RP11-54O7.17;HES4;ISG15;RP11-54O7.10;RP11-54O7.11;AGRN;RP11-54O7.14;RP11-54O7.18;RP11-465B22.3;RNF223;C1orf159;LINC01342;MIR200B;MIR200A;MIR429;RP11-465B22.8;TTLL10-AS1;TTLL10	TNFRSF18;TNFRSF4;SDF4;B3GALT6;FAM132A;RP5-902P8.12;UBE2J2;RP5-902P8.10;SCNN1D;MIR6726;ACAP3;PUSL1;MIR6727;RP5-890O3.9;CPSF3L;CPTP;TAS1R3;MIR6808;DVL1;MXRA8
CESC-Q1-A73P-TP	chr1~1179424~+~HPV18~6598~+	chr1	1179424	HPV18	6598	213	chr1:1647087	2	KLHL17;AL645608.1;PLEKHN1;PERM1;RP11-54O7.17;HES4;ISG15;RP11-54O7.10;RP11-54O7.11;AGRN;RP11-54O7.14;RP11-54O7.18;RP11-465B22.3;RNF223;C1orf159;LINC01342;MIR200B;MIR200A;MIR429;RP11-465B22.8;TTLL10-AS1;TTLL10	TNFRSF18;TNFRSF4;SDF4;B3GALT6;FAM132A;RP5-902P8.12;UBE2J2;RP5-902P8.10;SCNN1D;MIR6726;ACAP3;PUSL1;MIR6727;RP5-890O3.9;CPSF3L;CPTP;TAS1R3;MIR6808;DVL1;MXRA8
CESC-Q1-A73P-TP	HPV18~2420~+~chr1~1179436~+	chr1	1179436	HPV18	2420	211	chr1:1647087	2	KLHL17;AL645608.1;PLEKHN1;PERM1;RP11-54O7.17;HES4;ISG15;RP11-54O7.10;RP11-54O7.11;AGRN;RP11-54O7.14;RP11-54O7.18;RP11-465B22.3;RNF223;C1orf159;LINC01342;MIR200B;MIR200A;MIR429;RP11-465B22.8;TTLL10-AS1;TTLL10	TNFRSF18;TNFRSF4;SDF4;B3GALT6;FAM132A;RP5-902P8.12;UBE2J2;RP5-902P8.10;SCNN1D;MIR6726;ACAP3;PUSL1;MIR6727;RP5-890O3.9;CPSF3L;CPTP;TAS1R3;MIR6808;DVL1;MXRA8
CESC-Q1-A73P-TP	HPV18~930~+~chr1~1180033~+	chr1	1180033	HPV18	930	2220	chr1:1647087	2	AL645608.1;PLEKHN1;PERM1;RP11-54O7.17;HES4;ISG15;RP11-54O7.10;RP11-54O7.11;AGRN;RP11-54O7.14;RP11-54O7.18;RP11-465B22.3;RNF223;C1orf159;LINC01342;MIR200B;MIR200A;MIR429;RP11-465B22.8;TTLL10-AS1;TTLL10	TNFRSF18;TNFRSF4;SDF4;B3GALT6;FAM132A;RP5-902P8.12;UBE2J2;RP5-902P8.10;SCNN1D;MIR6726;ACAP3;PUSL1;MIR6727;RP5-890O3.9;CPSF3L;CPTP;TAS1R3;MIR6808;DVL1;MXRA8
