chrom	lend	rend	gene	strand
chr2	202874782	203014798	WDR12	-
chr2	203014879	203226378	NBEAL1	+
chr2	203040108	203040899	RPL7P14	+
chr2	203052285	203052418	SNORA1	-
chr2	203061314	203062403	AC023271.1	-
chr2	203074685	203075142	AC023271.2	-
chr2	203190780	203191277	AC011737.2	+
chr2	203238449	203305840	CYP20A1	+
chr2	203259604	203259897	RN7SL670P	+
chr2	203315390	203315871	MRPL50P2	-
chr2	203328219	203447723	ABI2	+
chr2	203328459	203329226	RP11-363J17.1	-
chr2	203394345	203535410	RAPH1	-
chr2	203634577	203636016	AC125238.2	-
chr2	203672175	203672423	AC125238.3	-
chr2	203706475	203738912	CD28	+
chr2	203764295	203765593	KRT18P39	-
chr2	203764707	203764798	AC125238.1	-
chr2	203772631	203773502	NPM1P33	-
chr2	203782037	203782143	RNU6-474P	+
chr2	203867786	203873960	CTLA4	+
chr2	203936748	203961577	ICOS	+
chr2	204065706	204067363	AC009965.1	+
chr2	204090457	204109849	AC009965.2	+
chr2	204228137	204234985	AC009498.1	-
chr2	204306842	204307364	DSTNP5	+
chr2	204379095	204379792	AC106901.1	+
chr2	204470076	204473837	AC016903.1	-
chr2	204475356	204507672	AC016903.2	+
chr2	204545793	205620162	PARD3B	+
chr2	205253304	205253503	AC008171.1	-
chr2	205681990	205798133	NRP2	+
chr2	205756469	205764006	AC007362.3	-
