chrom	lend	rend	gene	strand
chr11	123069865	123195281	CLMP	-
chr11	123135923	123136376	RP11-762B21.5	-
chr11	123188802	123228277	CTD-2216M2.1	+
chr11	123301390	123301523	U8	+
chr11	123313674	123314770	RP11-109E10.1	-
chr11	123340174	123340714	RP11-109E10.2	-
chr11	123381440	123381512	MIR4493	-
chr11	123430737	123435710	AP000783.1	+
chr11	123454398	123460410	LINC01059	+
chr11	123525636	123627774	GRAMD1B	+
chr11	123597946	123599452	SF3A3P2	-
chr11	123629187	123655244	SCN3B	-
chr11	123668499	123671637	RP11-634B22.4	+
chr11	123708673	123708770	AP000868.1	-
chr11	123724177	123741675	ZNF202	-
chr11	123753488	123754545	OR6X1	-
chr11	123763927	123764089	RNU1-21P	+
chr11	123805335	123806387	OR6M1	-
chr11	123841006	123841876	OR6M2P	-
chr11	123861822	123862521	OR6M3P	-
chr11	123882926	123885642	TMEM225	-
chr11	123906146	123907476	OR8D4	+
chr11	123939543	123940637	OR4D5	+
chr11	123942785	123943873	OR6T1	-
chr11	123976661	123977781	OR10S1	-
chr11	123994163	123995161	OR10G6	-
chr11	124009655	124010012	OR10G5P	+
chr11	124015575	124016510	OR10G4	+
chr11	124023013	124023948	OR10G9	+
chr11	124029590	124030634	OR10G8	+
chr11	124038066	124039010	OR10G7	-
chr11	124054870	124055707	OR10D5P	+
chr11	124093582	124094532	OR10D4P	-
chr11	124105100	124105968	OR10N1P	-
chr11	124115362	124147721	VWA5A	+
chr11	124158421	124159356	OR10D1P	+
chr11	124185216	124186245	OR10D3	+
chr11	124207183	124208112	OR8F1P	+
chr11	124214767	124215687	OR8G3P	+
chr11	124224732	124225639	OR8G2P	+
chr11	124238420	124239486	OR8G7P	+
chr11	124249676	124250611	OR8G1	+
chr11	124264827	124265867	OR8G5	+
chr11	124273970	124274581	SLC5A4P1	+
chr11	124309812	124310837	OR8D1	-
chr11	124319238	124320288	OR8D2	-
chr11	124324871	124325789	OR8B7P	-
chr11	124338783	124339662	OR8B6P	-
chr11	124357560	124358469	OR8B5P	-
chr11	124365634	124366551	OR8B1P	-
chr11	124376877	124377801	OR8C1P	-
chr11	124382395	124383362	OR8B2	-
chr11	124396382	124397368	OR8B3	-
chr11	124404234	124405102	OR8X1P	-
chr11	124423904	124424893	OR8B4	-
chr11	124440126	124441158	OR8B8	-
chr11	124460534	124461485	OR8A2P	+
chr11	124480999	124481923	OR8B9P	-
chr11	124516311	124517242	OR8B10P	-
chr11	124531625	124531910	OR8A3P	+
chr11	124538500	124539334	RP11-728D14.6	-
chr11	124542682	124543679	OR8B12	-
