chrom	lend	rend	gene	strand
chr4	120066958	120416766	RP11-679C8.2	+
chr4	120342056	120342647	SAR1P3	+
chr4	120639090	120650796	RP11-501E14.1	+
chr4	120684919	120922870	PRDM5	-
chr4	120810469	120810569	RNU6-550P	+
chr4	120895494	120897083	SETP12	-
chr4	121035613	121073021	NDNF	-
chr4	121061172	121061478	RN7SKP137	-
chr4	121071429	121080476	RP11-647P12.1	+
chr4	121118299	121118734	RP11-647P12.2	+
chr4	121131408	121227466	TNIP3	-
chr4	121192797	121192903	RNU6-948P	-
chr4	121329069	121329170	Y_RNA	-
chr4	121329312	121381059	QRFPR	-
chr4	121369433	121370345	RP11-364P2.2	-
chr4	121402587	121402671	AC093816.1	-
chr4	121451541	121451967	TUBB4BP5	+
chr4	121667955	121697113	ANXA5	-
chr4	121758933	121765427	TMEM155	-
chr4	121764585	121766814	PP12613	+
chr4	121801317	121817021	EXOSC9	+
chr4	121816444	121823933	CCNA2	-
chr4	121824440	121870497	BBS7	-
chr4	121870583	121872848	RP11-63B13.1	+
chr4	121879027	121951754	TRPC3	-
chr4	122077840	122078318	AC097533.1	-
chr4	122087508	122087811	RN7SL335P	-
chr4	122152333	122362758	KIAA1109	+
chr4	122378966	122429802	ADAD1	+
chr4	122451470	122456725	IL2	-
chr4	122612628	122621069	IL21	-
chr4	122618983	122689156	IL21-AS1	+
chr4	122730548	122732193	CETN4P	-
chr4	122732702	122744943	BBS12	+
chr4	122815771	122816117	RP11-170N16.1	-
chr4	122826708	122898236	FGF2	+
chr4	122827014	122827090	AC021205.1	+
chr4	122840343	122840690	RP11-170N16.2	+
chr4	122881878	122884712	RP11-170N16.3	-
chr4	122888697	122922968	NUDT6	-
chr4	122923074	123319450	SPATA5	+
chr4	122977895	122977972	AC021205.2	-
chr4	123007583	123007672	AC109357.1	+
chr4	123259949	123260118	CTB-51E13.1	-
chr4	123396795	123403760	SPRY1	+
