sample	contig	human_chrom	human_coord	virus_genome	virus_coord	total	hotspot	hotspot_sample_counts	left_genes	right_genes
HNSC-BA-A4IH-TP	HPV16~406~-~chr9~100326301~+	chr9	100326301	HPV16	406	15	chr9:100311855	2	ALG2;SEC61B;RN7SKP225;KRT8P11;NAMA_1;NAMA;NAMA_2;RP11-547C13.1;RP11-554F20.1;NR4A3;STX17-AS1;RP11-60I3.4;STX17;UPF3AP3;ERP44;RN7SL75P;RPS2P35;RP11-29B11.5;NANOGP5;INVS;TEX10	AL353805.1;MSANTD3;TMEFF1;RN7SKP87;MURC;RP11-394D2.1;AL390876.1;RP11-62L10.1;GAPDHP26;RP11-70K10.2;RP11-35N6.1;SNORA31;BAATP1;TRMT112P4;RP11-35N6.6;BAAT;FYTTD1P1;MRPL50;ZNF189;ALDOB
HNSC-BA-A4IH-TP	HPV16~2981~-~chr9~100326300~+	chr9	100326300	HPV16	2981	69	chr9:100311855	2	ALG2;SEC61B;RN7SKP225;KRT8P11;NAMA_1;NAMA;NAMA_2;RP11-547C13.1;RP11-554F20.1;NR4A3;STX17-AS1;RP11-60I3.4;STX17;UPF3AP3;ERP44;RN7SL75P;RPS2P35;RP11-29B11.5;NANOGP5;INVS;TEX10	AL353805.1;MSANTD3;TMEFF1;RN7SKP87;MURC;RP11-394D2.1;AL390876.1;RP11-62L10.1;GAPDHP26;RP11-70K10.2;RP11-35N6.1;SNORA31;BAATP1;TRMT112P4;RP11-35N6.6;BAAT;FYTTD1P1;MRPL50;ZNF189;ALDOB
LIHC-DD-A116-NT	NC_003977_3182nt_Hepatitis_B_virus~1752~+~chr9~100311855~+	chr9	100311855	NC_003977_3182nt_Hepatitis_B_virus	1752	50	chr9:100311855	2	ALG2;SEC61B;RN7SKP225;KRT8P11;NAMA_1;NAMA;NAMA_2;RP11-547C13.1;RP11-554F20.1;NR4A3;STX17-AS1;RP11-60I3.4;STX17;UPF3AP3;ERP44;RN7SL75P;RPS2P35;RP11-29B11.5;NANOGP5;INVS;TEX10	AL353805.1;MSANTD3;TMEFF1;RN7SKP87;MURC;RP11-394D2.1;AL390876.1;RP11-62L10.1;GAPDHP26;RP11-70K10.2;RP11-35N6.1;SNORA31;BAATP1;TRMT112P4;RP11-35N6.6;BAAT;FYTTD1P1;MRPL50;ZNF189;ALDOB
HNSC-BA-A4IH-TP	HPV16~3357~-~chr9~100321682~+	chr9	100321682	HPV16	3357	89	chr9:100311855	2	ALG2;SEC61B;RN7SKP225;KRT8P11;NAMA_1;NAMA;NAMA_2;RP11-547C13.1;RP11-554F20.1;NR4A3;STX17-AS1;RP11-60I3.4;STX17;UPF3AP3;ERP44;RN7SL75P;RPS2P35;RP11-29B11.5;NANOGP5;INVS;TEX10	AL353805.1;MSANTD3;TMEFF1;RN7SKP87;MURC;RP11-394D2.1;AL390876.1;RP11-62L10.1;GAPDHP26;RP11-70K10.2;RP11-35N6.1;SNORA31;BAATP1;TRMT112P4;RP11-35N6.6;BAAT;FYTTD1P1;MRPL50;ZNF189;ALDOB
HNSC-BA-A4IH-TP	HPV16~408~-~chr9~100321682~+	chr9	100321682	HPV16	408	10	chr9:100311855	2	ALG2;SEC61B;RN7SKP225;KRT8P11;NAMA_1;NAMA;NAMA_2;RP11-547C13.1;RP11-554F20.1;NR4A3;STX17-AS1;RP11-60I3.4;STX17;UPF3AP3;ERP44;RN7SL75P;RPS2P35;RP11-29B11.5;NANOGP5;INVS;TEX10	AL353805.1;MSANTD3;TMEFF1;RN7SKP87;MURC;RP11-394D2.1;AL390876.1;RP11-62L10.1;GAPDHP26;RP11-70K10.2;RP11-35N6.1;SNORA31;BAATP1;TRMT112P4;RP11-35N6.6;BAAT;FYTTD1P1;MRPL50;ZNF189;ALDOB
HNSC-BA-A4IH-TP	HPV16~6064~-~chr9~100321003~+	chr9	100321003	HPV16	6064	543	chr9:100311855	2	ALG2;SEC61B;RN7SKP225;KRT8P11;NAMA_1;NAMA;NAMA_2;RP11-547C13.1;RP11-554F20.1;NR4A3;STX17-AS1;RP11-60I3.4;STX17;UPF3AP3;ERP44;RN7SL75P;RPS2P35;RP11-29B11.5;NANOGP5;INVS;TEX10	AL353805.1;MSANTD3;TMEFF1;RN7SKP87;MURC;RP11-394D2.1;AL390876.1;RP11-62L10.1;GAPDHP26;RP11-70K10.2;RP11-35N6.1;SNORA31;BAATP1;TRMT112P4;RP11-35N6.6;BAAT;FYTTD1P1;MRPL50;ZNF189;ALDOB
HNSC-BA-A4IH-TP	chr9~99958097~+~HPV16~1814~-	chr9	99958097	HPV16	1814	213	chr9:100311855	2	RP11-92C4.4;RP11-92C4.6;COL15A1;AL354923.1;TGFBR1;RNA5SP290;RP11-96L7.2;RN7SL794P;ALG2;SEC61B;RN7SKP225;KRT8P11;NAMA_1;NAMA;NAMA_2;RP11-547C13.1;RP11-554F20.1;NR4A3;STX17-AS1;RP11-60I3.4;STX17	UPF3AP3;ERP44;RN7SL75P;RPS2P35;RP11-29B11.5;NANOGP5;INVS;TEX10;AL353805.1;MSANTD3;TMEFF1;RN7SKP87;MURC;RP11-394D2.1;AL390876.1;RP11-62L10.1;GAPDHP26;RP11-70K10.2;RP11-35N6.1;SNORA31
HNSC-BA-A4IH-TP	chr9~99955160~+~HPV16~881~-	chr9	99955160	HPV16	881	914	chr9:100311855	2	RP11-92C4.4;RP11-92C4.6;COL15A1;AL354923.1;TGFBR1;RNA5SP290;RP11-96L7.2;RN7SL794P;ALG2;SEC61B;RN7SKP225;KRT8P11;NAMA_1;NAMA;NAMA_2;RP11-547C13.1;RP11-554F20.1;NR4A3;STX17-AS1;RP11-60I3.4;STX17	UPF3AP3;ERP44;RN7SL75P;RPS2P35;RP11-29B11.5;NANOGP5;INVS;TEX10;AL353805.1;MSANTD3;TMEFF1;RN7SKP87;MURC;RP11-394D2.1;AL390876.1;RP11-62L10.1;GAPDHP26;RP11-70K10.2;RP11-35N6.1;SNORA31
HNSC-BA-A4IH-TP	HPV16~1453~-~chr9~99952156~+	chr9	99952156	HPV16	1453	197	chr9:100311855	2	RP11-92C4.4;RP11-92C4.6;COL15A1;AL354923.1;TGFBR1;RNA5SP290;RP11-96L7.2;RN7SL794P;ALG2;SEC61B;RN7SKP225;KRT8P11;NAMA_1;NAMA;NAMA_2;RP11-547C13.1;RP11-554F20.1;NR4A3;STX17-AS1;RP11-60I3.4;STX17	UPF3AP3;ERP44;RN7SL75P;RPS2P35;RP11-29B11.5;NANOGP5;INVS;TEX10;AL353805.1;MSANTD3;TMEFF1;RN7SKP87;MURC;RP11-394D2.1;AL390876.1;RP11-62L10.1;GAPDHP26;RP11-70K10.2;RP11-35N6.1;SNORA31
HNSC-BA-A4IH-TP	chr9~99951286~+~HPV16~2708~+	chr9	99951286	HPV16	2708	31	chr9:100311855	2	RP11-92C4.4;RP11-92C4.6;COL15A1;AL354923.1;TGFBR1;RNA5SP290;RP11-96L7.2;RN7SL794P;ALG2;SEC61B;RN7SKP225;KRT8P11;NAMA_1;NAMA;NAMA_2;RP11-547C13.1;RP11-554F20.1;NR4A3;STX17-AS1;RP11-60I3.4;STX17	UPF3AP3;ERP44;RN7SL75P;RPS2P35;RP11-29B11.5;NANOGP5;INVS;TEX10;AL353805.1;MSANTD3;TMEFF1;RN7SKP87;MURC;RP11-394D2.1;AL390876.1;RP11-62L10.1;GAPDHP26;RP11-70K10.2;RP11-35N6.1;SNORA31
