chrom	lend	rend	gene	strand
chr19	1000419	1009732	GRIN3B	+
chr19	1009648	1021179	TMEM259	-
chr19	1010221	1010907	LLNLR-284B4.1	+
chr19	1021522	1021628	RNU6-2	+
chr19	1026581	1039068	CNN2	+
chr19	1038727	1039064	AC011558.5	-
chr19	1040101	1065572	ABCA7	+
chr19	1065923	1086628	HMHA1	+
chr19	1086579	1095380	POLR2E	-
chr19	1103926	1106791	GPX4	+
chr19	1107636	1174283	SBNO2	-
chr19	1177558	1228435	STK11	+
chr19	1203209	1203842	HMGB2P1	+
chr19	1228287	1238027	C19orf26	-
chr19	1238179	1239522	AC004221.2	+
chr19	1241746	1244826	ATP5D	+
chr19	1248553	1259140	MIDN	+
chr19	1259384	1274880	CIRBP	+
chr19	1267814	1270241	CIRBP-AS1	-
chr19	1275438	1279249	C19orf24	+
chr19	1285893	1378431	MUM1	+
chr19	1286154	1300237	EFNA2	+
chr19	1307401	1307719	RPS15P9	-
chr19	1321225	1322846	AC005330.2	+
chr19	1372238	1374364	AC004623.3	-
chr19	1376773	1377520	AC004623.2	-
chr19	1383527	1395589	NDUFS7	+
chr19	1386804	1389651	LLNLR-307A6.1	-
chr19	1392170	1396467	AC005329.7	-
