chrom	lend	rend	sample_name	CN	copy_number
chr3	20930	193156958	LIHC-ED-A459-TP	0.1344	2.1952724495518496
chr3	20930	195526402	HNSC-CV-6953-TP	0.01	2.0139111001134378
chr3	20930	195900795	LIHC-DD-AAW1-TP	-0.0389	1.9467936850952656
chr3	20930	198169247	KIRC-AK-3460-TP	-0.4641	1.4498463337060108
chr3	20930	198169247	LIHC-DD-A39Z-TP	-0.0092	1.98728667111766
chr3	20930	198169247	LIHC-2Y-A9H5-TP	-0.1406	1.8142836143673018
chr3	2777574	195673928	KIRC-DV-A4W0-05A	0.0112	2.0155869211323183
chr3	26573486	191265995	KIRC-A3-3374-TP	0.1336	2.1940554694743835
chr3	53005100	193160256	LGG-TM-A84J-TP	-0.0781	1.8946088123714218
chr3	53005661	195558822	BLCA-FD-A62O-TP	0.1555	2.2276151352649665
chr3	54440931	193160173	LGG-HT-8111-TP	-0.0066	1.9908713538719434
chr3	57119892	198169247	LIHC-G3-A5SK-TP	0.0039	2.005413862288058
chr3	59759975	198169247	PAAD-3A-A9IO-TP	-0.7267	1.2085691321479608
chr3	60134672	193160804	KIRC-CJ-4889-TP	0.0003	2.0004159315521046
chr3	62007033	177875965	KIRC-BP-4162-TP	-0.0791	1.893296024644979
chr3	68698138	198169247	BLCA-E7-A7XN-TP	0.0029	2.0040242969658353
chr3	68699607	193156958	LGG-HW-7487-TP	0.0453	2.063795468188765
chr3	68699607	195702853	LGG-S9-A6WD-TP	0.0559	2.0790147590342407
chr3	68699607	198169247	KIRC-B8-5553-TP	0.0298	2.0417411863649133
chr3	75500795	193161032	LIHC-DD-A3A6-TP	-0.0003	1.9995841549294382
chr3	75596233	193777366	CESC-EK-A2RJ-TP	-0.1558	1.795268961208234
chr3	75620279	198169247	LGG-TM-A84O-TP	0.0226	2.031576935164126
chr3	75828037	183762451	SARC-PT-A8TR-TP	-0.0743	1.8996057127735217
chr3	84061816	187877506	LGG-HW-7495-TP	0.0081	2.0112605659245313
chr3	84905766	193160113	KIRC-A3-3351-TP	0.0225	2.0314361218619292
chr3	85496250	189642965	KIRC-CZ-5464-TP	0.2056	2.306331670547181
chr3	85840730	198169247	KIRC-A3-3316-TP	0.0331	2.0464167813551666
chr3	89370214	195673928	LIHC-EP-A26S-TP	-0.0159	1.9780789379939823
chr3	89370771	193160113	KIRC-AK-3426-TP	0.0713	2.101326001051097
chr3	90095608	198169247	KIRC-BP-4167-TP	0.1079	2.1553168897270467
chr3	93824162	186688349	KIRC-AK-3431-TP	0.0399	2.0560851314115745
chr3	94163906	193160804	HNSC-CV-6955-TP	0.0252	2.035241509032267
chr3	94624009	195244120	LGG-DU-6407-TP	-0.0589	1.9199916011420968
chr3	95749836	193160113	LGG-R8-A6ML-TP	0.0492	2.069382020416511
chr3	97004016	195559056	BLCA-HQ-A5NE-TP	0.0606	2.085798800658884
chr3	99230225	193160256	CESC-C5-A7UC-TP	0.0391	2.0549453117764247
chr3	99230225	198169247	LGG-S9-A6WL-TP	0.0722	2.1026372853932003
