chrom	lend	rend	gene	strand
chr22	21167758	21302681	FAM230B	+
chr22	21290760	21294586	BCRP6	-
chr22	21300990	21325042	KB-1183D5.13	-
chr22	21312920	21314904	KB-1183D5.14	+
chr22	21341595	21345258	PPP1R26P5	+
chr22	21354563	21355763	KB-1183D5.18	+
chr22	21370064	21371945	KB-1183D5.16	+
chr22	21379382	21379701	Metazoa_SRP	-
chr22	21383374	21389478	RIMBP3B	+
chr22	21389191	21389491	RN7SKP63	+
chr22	21389796	21389938	SCARNA17	-
chr22	21417404	21451463	HIC2	+
chr22	21466423	21471269	TMEM191C	+
chr22	21473000	21517533	PI4KAP2	-
chr22	21545344	21545644	RN7SKP221	-
chr22	21545357	21551461	RIMBP3C	-
chr22	21549447	21624034	UBE2L3	+
chr22	21628089	21630064	YDJC	-
chr22	21632716	21637327	CCDC116	+
chr22	21640844	21641284	KB-1440D3.14	+
chr22	21642261	21644298	SDF2L1	+
chr22	21652270	21700015	PPIL2	+
chr22	21652981	21653058	MIR301B	+
chr22	21653304	21653385	MIR130B	+
chr22	21661934	21662363	KB-1440D3.13	+
chr22	21697544	21735834	YPEL1	-
chr22	21722895	21723182	RN7SL280P	-
chr22	21754500	21867680	MAPK1	-
chr22	21792434	21792524	RNA5SP493	+
chr22	21885282	21885673	KB-1027C11.4	-
chr22	21919420	21952837	PPM1F	-
chr22	21938293	21977632	LL22NC03-86G7.1	+
chr22	21957025	21982816	TOP3B	-
chr22	21991099	22043934	PRAMENP	-
chr22	22026076	22026593	IGLVI-70	+
chr22	22030934	22923034	IGL-@-ext	-
chr22	22030934	22923034	IGL@-ext	+
chr22	22032745	22033194	IGLVI-68	+
chr22	22036344	22040065	LL22NC03-23C6.13	+
chr22	22038643	22039126	LL22NC03-23C6.12	+
chr22	22043618	22043942	IGLV10-67	+
chr22	22046430	22046591	LL22NC03-23C6.15	+
chr22	22058433	22058892	IGLVIV-66-1	+
chr22	22061077	22061538	IGLVV-66	+
chr22	22070225	22070707	IGLVIV-65	+
chr22	22075366	22075666	IGLVIV-64	+
chr22	22079770	22080263	IGLVI-63	+
