chrom	lend	rend	gene	strand
chr17	39461511	39564907	CDK12	+
chr17	39482486	39482590	RNU6-981P	-
chr17	39546104	39546244	RNU6-233P	-
chr17	39566915	39567559	RP11-390P24.1	+
chr17	39603536	39609777	NEUROD2	-
chr17	39619613	39622513	AC087491.2	+
chr17	39626740	39636626	PPP1R1B	+
chr17	39637065	39663484	STARD3	+
chr17	39664187	39666555	TCAP	+
chr17	39667981	39670475	PNMT	+
chr17	39671122	39696797	PGAP3	-
chr17	39687914	39730426	ERBB2	+
chr17	39726495	39726561	MIR4728	+
chr17	39728496	39730787	MIEN1	-
chr17	39737927	39747291	GRB7	+
chr17	39757715	39864188	IKZF3	-
chr17	39835037	39836080	KRT8P34	-
chr17	39839369	39839524	AC079199.2	-
chr17	39868164	39877896	ZPBP2	+
chr17	39904595	39919854	GSDMB	-
chr17	39921041	39927601	ORMDL3	-
chr17	39927742	39939601	RP11-387H17.4	+
chr17	39941474	39944747	LRRC3C	+
chr17	39962973	39977766	GSDMA	+
chr17	39980797	39997960	PSMD3	+
chr17	40012226	40014705	RP11-387H17.6	-
chr17	40015361	40017813	CSF3	+
chr17	40019097	40061215	MED24	-
chr17	40026332	40026409	MIR6884	-
