chrom	lend	rend	gene	strand
chr10	85599555	86366493	GRID1	-
chr10	86264694	86264788	MIR346	-
chr10	86302826	86302921	AL732479.1	-
chr10	86435256	86521815	WAPAL	-
chr10	86488446	86488549	RNU6-780P	+
chr10	86521945	86525101	RP11-77P6.2	+
chr10	86630825	86631628	RPL7AP8	-
chr10	86654557	86666848	OPN4	+
chr10	86668449	86736068	LDB3	+
chr10	86749754	86756298	RP11-359E3.4	-
chr10	86751611	86751772	Clostridiales-1	-
chr10	86756650	86932838	BMPR1A	+
chr10	86854696	86856236	RP11-420K10.1	-
chr10	86889569	86889733	RNU1-19P	+
chr10	86935540	86969481	MMRN2	-
chr10	86958618	86963260	SNCG	+
chr10	86965345	86971311	ADIRF-AS1	-
chr10	86968192	86983934	ADIRF	+
chr10	86970237	86970826	RP11-96C23.15	-
chr10	86992253	87000435	BMS1P3	+
chr10	87001636	87009905	RP11-96C23.11	+
chr10	87009785	87015782	RP11-96C23.10	-
chr10	87020306	87024730	FAM25A	+
chr10	87027184	87027477	RP11-96C23.12	+
chr10	87041238	87041341	RNU6-529P	-
chr10	87050486	87094866	GLUD1	-
chr10	87094161	87191468	FAM35A	+
chr10	87113954	87115523	RP11-96C23.9	+
chr10	87154041	87154369	Metazoa_SRP	-
chr10	87203875	87342612	NUTM2A-AS1	-
chr10	87225448	87236908	NUTM2A	+
chr10	87342736	87357882	LINC00863	+
chr10	87357668	87370695	NUTM2D	+
chr10	87376896	87378481	NPAP1P3	+
chr10	87386685	87390203	CTSLP1	-
chr10	87397023	87424792	LINC00864	-
chr10	87408044	87408258	RP11-399L7.3	-
chr10	87504875	87553460	MINPP1	+
chr10	87591607	87606024	RP11-57C13.4	-
chr10	87607985	87659279	RP11-57C13.6	+
chr10	87610163	87660003	RP11-57C13.3	-
chr10	87642607	87642954	RP11-57C13.5	+
chr10	87659613	87747705	PAPSS2	+
chr10	87751512	87841343	ATAD1	-
chr10	87817928	87845612	CFL1P1	+
chr10	87832818	87833098	RN7SL78P	-
chr10	87859161	87863437	KLLN	-
chr10	87863113	87971930	PTEN	+
chr10	87878692	87880427	RP11-380G5.2	+
chr10	87945502	87946024	RP11-380G5.3	+
