sample	contig	human_chrom	human_coord	virus_genome	virus_coord	total	hotspot	hotspot_sample_counts	left_genes	right_genes
CESC-MU-A8JM-TP	chr1~171204912~+~HPV16~1249~-	chr1	171204912	HPV16	1249	53	chr1:171636710	2	SIGLEC30P;MIR3119-2;METTL11B;RP11-297H3.3;ISCUP1;LINC01142;HAUS4P1;AL354732.1;RP11-576I22.2;GORAB;RP11-545I10.2;RP1-79C4.1;RP1-79C4.4;PRRX1;MROH9;BX284613.1;RP5-1092L12.2;MIR1295A;FMO3;FMO6P;FMO2;RP1-127D3.4	RP1-45C12.1;Y_RNA;FMO1;HMGB1P11;FMO4;RP4-798A17.5;TOP1P1;GM2AP2;RNU6-290P;CYCSP53;RN7SL425P;RNU6-773P;PRRC2C;Z98750.1;MYOC;PFN1P1;RPL4P3;VAMP4;RP4-560B9.5;RP4-560B9.6
CESC-EK-A3GM-TP	chr1~171643627~+~HPV45~2360~-	chr1	171643627	HPV45	2360	24	chr1:171636710	2	RP5-1092L12.2;MIR1295A;FMO3;FMO6P;FMO2;RP1-127D3.4;RP1-45C12.1;Y_RNA;FMO1;HMGB1P11;FMO4;RP4-798A17.5;TOP1P1;GM2AP2;RNU6-290P;CYCSP53;RN7SL425P;RNU6-773P;PRRC2C;Z98750.1;MYOC	PFN1P1;RPL4P3;VAMP4;RP4-560B9.5;RP4-560B9.6;RP4-560B9.4;SCARNA20;METTL13;RP4-612B18.3;RP4-612B18.1;DNM3-IT1;DNM3;MIR214;DNM3OS;MIR199A2;RNU6-157P;PIGC;C1orf105;SUCO;RNU6-693P
CESC-EK-A3GM-TP	chr1~171640078~+~HPV45~231~-	chr1	171640078	HPV45	231	105	chr1:171636710	2	RP5-1092L12.2;MIR1295A;FMO3;FMO6P;FMO2;RP1-127D3.4;RP1-45C12.1;Y_RNA;FMO1;HMGB1P11;FMO4;RP4-798A17.5;TOP1P1;GM2AP2;RNU6-290P;CYCSP53;RN7SL425P;RNU6-773P;PRRC2C;Z98750.1;MYOC	PFN1P1;RPL4P3;VAMP4;RP4-560B9.5;RP4-560B9.6;RP4-560B9.4;SCARNA20;METTL13;RP4-612B18.3;RP4-612B18.1;DNM3-IT1;DNM3;MIR214;DNM3OS;MIR199A2;RNU6-157P;PIGC;C1orf105;SUCO;RNU6-693P
CESC-EK-A3GM-TP	chr1~171640078~+~HPV45~930~-	chr1	171640078	HPV45	930	471	chr1:171636710	2	RP5-1092L12.2;MIR1295A;FMO3;FMO6P;FMO2;RP1-127D3.4;RP1-45C12.1;Y_RNA;FMO1;HMGB1P11;FMO4;RP4-798A17.5;TOP1P1;GM2AP2;RNU6-290P;CYCSP53;RN7SL425P;RNU6-773P;PRRC2C;Z98750.1;MYOC	PFN1P1;RPL4P3;VAMP4;RP4-560B9.5;RP4-560B9.6;RP4-560B9.4;SCARNA20;METTL13;RP4-612B18.3;RP4-612B18.1;DNM3-IT1;DNM3;MIR214;DNM3OS;MIR199A2;RNU6-157P;PIGC;C1orf105;SUCO;RNU6-693P
CESC-EK-A3GM-TP	chr1~171638723~+~HPV45~231~-	chr1	171638723	HPV45	231	364	chr1:171636710	2	RP5-1092L12.2;MIR1295A;FMO3;FMO6P;FMO2;RP1-127D3.4;RP1-45C12.1;Y_RNA;FMO1;HMGB1P11;FMO4;RP4-798A17.5;TOP1P1;GM2AP2;RNU6-290P;CYCSP53;RN7SL425P;RNU6-773P;PRRC2C;Z98750.1;MYOC	PFN1P1;RPL4P3;VAMP4;RP4-560B9.5;RP4-560B9.6;RP4-560B9.4;SCARNA20;METTL13;RP4-612B18.3;RP4-612B18.1;DNM3-IT1;DNM3;MIR214;DNM3OS;MIR199A2;RNU6-157P;PIGC;C1orf105;SUCO;RNU6-693P
CESC-EK-A3GM-TP	chr1~171638723~+~HPV45~930~-	chr1	171638723	HPV45	930	1193	chr1:171636710	2	RP5-1092L12.2;MIR1295A;FMO3;FMO6P;FMO2;RP1-127D3.4;RP1-45C12.1;Y_RNA;FMO1;HMGB1P11;FMO4;RP4-798A17.5;TOP1P1;GM2AP2;RNU6-290P;CYCSP53;RN7SL425P;RNU6-773P;PRRC2C;Z98750.1;MYOC	PFN1P1;RPL4P3;VAMP4;RP4-560B9.5;RP4-560B9.6;RP4-560B9.4;SCARNA20;METTL13;RP4-612B18.3;RP4-612B18.1;DNM3-IT1;DNM3;MIR214;DNM3OS;MIR199A2;RNU6-157P;PIGC;C1orf105;SUCO;RNU6-693P
CESC-EK-A3GM-TP	chr1~171636710~+~HPV45~930~-	chr1	171636710	HPV45	930	348	chr1:171636710	2	RP5-1092L12.2;MIR1295A;FMO3;FMO6P;FMO2;RP1-127D3.4;RP1-45C12.1;Y_RNA;FMO1;HMGB1P11;FMO4;RP4-798A17.5;TOP1P1;GM2AP2;RNU6-290P;CYCSP53;RN7SL425P;RNU6-773P;PRRC2C;Z98750.1;MYOC	PFN1P1;RPL4P3;VAMP4;RP4-560B9.5;RP4-560B9.6;RP4-560B9.4;SCARNA20;METTL13;RP4-612B18.3;RP4-612B18.1;DNM3-IT1;DNM3;MIR214;DNM3OS;MIR199A2;RNU6-157P;PIGC;C1orf105;SUCO;RNU6-693P
CESC-MU-A8JM-TP	chr1~171203989~+~HPV16~227~-	chr1	171203989	HPV16	227	21	chr1:171636710	2	SIGLEC30P;MIR3119-2;METTL11B;RP11-297H3.3;ISCUP1;LINC01142;HAUS4P1;AL354732.1;RP11-576I22.2;GORAB;RP11-545I10.2;RP1-79C4.1;RP1-79C4.4;PRRX1;MROH9;BX284613.1;RP5-1092L12.2;MIR1295A;FMO3;FMO6P;FMO2;RP1-127D3.4	RP1-45C12.1;Y_RNA;FMO1;HMGB1P11;FMO4;RP4-798A17.5;TOP1P1;GM2AP2;RNU6-290P;CYCSP53;RN7SL425P;RNU6-773P;PRRC2C;Z98750.1;MYOC;PFN1P1;RPL4P3;VAMP4;RP4-560B9.5;RP4-560B9.6
CESC-MU-A8JM-TP	chr1~171203989~+~HPV16~881~-	chr1	171203989	HPV16	881	3604	chr1:171636710	2	SIGLEC30P;MIR3119-2;METTL11B;RP11-297H3.3;ISCUP1;LINC01142;HAUS4P1;AL354732.1;RP11-576I22.2;GORAB;RP11-545I10.2;RP1-79C4.1;RP1-79C4.4;PRRX1;MROH9;BX284613.1;RP5-1092L12.2;MIR1295A;FMO3;FMO6P;FMO2;RP1-127D3.4	RP1-45C12.1;Y_RNA;FMO1;HMGB1P11;FMO4;RP4-798A17.5;TOP1P1;GM2AP2;RNU6-290P;CYCSP53;RN7SL425P;RNU6-773P;PRRC2C;Z98750.1;MYOC;PFN1P1;RPL4P3;VAMP4;RP4-560B9.5;RP4-560B9.6
CESC-MU-A8JM-TP	chr1~171196940~+~HPV16~210~-	chr1	171196940	HPV16	210	79	chr1:171636710	2	SIGLEC30P;MIR3119-2;METTL11B;RP11-297H3.3;ISCUP1;LINC01142;HAUS4P1;AL354732.1;RP11-576I22.2;GORAB;RP11-545I10.2;RP1-79C4.1;RP1-79C4.4;PRRX1;MROH9;BX284613.1;RP5-1092L12.2;MIR1295A;FMO3;FMO6P;FMO2	RP1-127D3.4;RP1-45C12.1;Y_RNA;FMO1;HMGB1P11;FMO4;RP4-798A17.5;TOP1P1;GM2AP2;RNU6-290P;CYCSP53;RN7SL425P;RNU6-773P;PRRC2C;Z98750.1;MYOC;PFN1P1;RPL4P3;VAMP4;RP4-560B9.5
