chrom	lend	rend	gene	strand
chr17	32324565	32350023	C17orf75	-
chr17	32350109	32350202	MIR632	+
chr17	32350117	32381886	ZNF207	+
chr17	32408013	32408309	RP11-227G15.10	+
chr17	32410159	32410746	RP11-227G15.11	+
chr17	32411217	32412420	RP11-227G15.8	+
chr17	32423971	32446038	RP11-227G15.12	-
chr17	32430967	32432841	RP11-227G15.9	+
chr17	32434939	32435028	RP11-227G15.6	-
chr17	32444261	32483318	PSMD11	+
chr17	32463374	32463482	Y_RNA	-
chr17	32486619	32491256	CDK5R1	+
chr17	32492522	32877177	MYO1D	-
chr17	32495536	32499333	RP11-466A19.1	+
chr17	32504567	32505644	RP11-466A19.4	-
chr17	32509954	32523424	RP11-466A19.8	-
chr17	32512869	32519350	RP11-466A19.6	-
chr17	32518322	32518934	RP11-466A19.7	-
chr17	32518953	32531492	RP11-466A19.3	+
chr17	32529008	32530049	RP11-466A19.5	-
chr17	32627739	32686484	RP11-220C2.1	+
chr17	32876759	32878637	AC084809.2	+
chr17	32905662	32906584	AC084809.3	+
chr17	32927910	32945106	TMEM98	+
chr17	32970376	32997877	SPACA3	+
chr17	33013087	34174964	ASIC2	-
chr17	33052107	33052867	RP1-29G21.1	-
chr17	33099969	33100319	RP11-40A13.2	-
chr17	33111858	33131743	RP11-40A13.1	+
chr17	33529787	33533760	AA06	-
chr17	33534110	33541339	RP11-31I22.4	+
chr17	33565764	33624122	RP11-31I22.3	+
chr17	33627027	33635057	RP11-31I22.2	+
chr17	33680577	33680883	RP11-118G23.2	+
chr17	33688803	33689174	RP11-118G23.1	+
chr17	33874318	33874458	AC024610.1	-
chr17	33931132	33936206	RP11-17M24.1	-
chr17	33976531	33980851	RP11-17M24.2	+
chr17	34000789	34006772	RP11-1086I4.2	-
chr17	34036681	34039872	TLK2P1	-
chr17	34069317	34071251	CTC-304I17.1	-
chr17	34080882	34082224	CTC-304I17.4	-
chr17	34118347	34118882	CTC-304I17.3	-
chr17	34120056	34120167	RNA5SP438	-
chr17	34142947	34147047	CTC-304I17.2	+
chr17	34161737	34164251	CTC-304I17.5	+
chr17	34169372	34195937	RP11-215E13.1	-
chr17	34174220	34174332	AC005549.1	+
chr17	34176538	34178166	RP11-215E13.2	+
chr17	34183084	34183135	AC005549.2	-
chr17	34255218	34257203	CCL2	+
chr17	34270221	34272242	CCL7	+
chr17	34285668	34288334	CCL11	+
chr17	34319036	34321402	CCL8	+
chr17	34331862	34332228	RP11-521P1.1	-
