chrom	lend	rend	gene	strand
chr21	19739709	19740150	AP000568.2	+
chr21	19759359	19760128	C1QBPP	-
chr21	19893279	19899755	AP000946.2	-
chr21	20256752	20258820	AP001171.1	-
chr21	20355748	20355852	RNU6-772P	-
chr21	20356653	20356896	RN7SKP147	+
chr21	20388334	20388845	FDPSP6	+
chr21	20424949	20426206	KRT18P2	-
chr21	20430443	20430762	RPS3AP1	-
chr21	20597953	20598163	AP001506.1	+
chr21	20742590	20803216	LINC00320	-
chr21	20828127	20828622	PPIAP1	-
chr21	20998315	21543329	NCAM2	+
chr21	21223295	21226829	AP001136.2	-
chr21	21397748	21397826	AP001137.1	-
chr21	21566763	21615437	AF241725.4	+
chr21	21655038	21686329	AF241725.6	-
chr21	21723293	21737319	LINC00317	-
chr21	21746973	21797415	LINC01425	+
chr21	21933315	21975681	AP000472.3	-
chr21	22008944	22098459	AP000472.2	-
chr21	22098617	22116528	LINC00308	+
chr21	22134698	22136083	AP000705.8	-
chr21	22153950	22154299	AP000705.6	-
