chrom	lend	rend	strand	virus	virus_brkpt	virus_strand	read_support	sample_name	insertion_name
chr1	205978929	205978930	+	HPV16	881	-	329	CESC-VS-A8QA-TP	chr1~205978929~+~HPV16~881~-
chr1	205978929	205978930	+	HPV16	227	-	10	CESC-VS-A8QA-TP	chr1~205978929~+~HPV16~227~-
chr1	206016130	206016131	+	HPV16	228	-	50	CESC-FU-A3YQ-TP	chr1~206016130~+~HPV16~228~-
chr1	206021168	206021169	+	HPV16	228	-	132	CESC-FU-A3YQ-TP	chr1~206021168~+~HPV16~228~-
chr1	206022268	206022269	+	HPV16	881	-	419	CESC-FU-A3YQ-TP	chr1~206022268~+~HPV16~881~-
chr1	206022268	206022269	+	HPV16	227	-	43	CESC-FU-A3YQ-TP	chr1~206022268~+~HPV16~227~-
chr1	206023058	206023059	+	HPV16	227	-	142	CESC-FU-A3YQ-TP	chr1~206023058~+~HPV16~227~-
chr1	206023058	206023059	+	HPV16	881	-	2659	CESC-FU-A3YQ-TP	chr1~206023058~+~HPV16~881~-
chr1	206023146	206023147	+	HPV16	2613	-	37	CESC-FU-A3YQ-TP	chr1~206023146~+~HPV16~2613~-
chr1	206023723	206023724	+	HPV16	5638	-	14	CESC-FU-A3YQ-TP	HPV16~5638~-~chr1~206023723~+
chr1	206032222	206032223	+	HPV16	881	-	149	CESC-VS-A8QA-TP	chr1~206032222~+~HPV16~881~-
chr1	206032223	206032224	+	HPV16	227	-	16	CESC-VS-A8QA-TP	chr1~206032223~+~HPV16~227~-
chr1	206039055	206039056	+	HPV16	227	-	61	CESC-VS-A8QA-TP	chr1~206039055~+~HPV16~227~-
chr1	206039055	206039056	+	HPV16	881	-	544	CESC-VS-A8QA-TP	chr1~206039055~+~HPV16~881~-
chr1	206047619	206047620	+	HPV16	881	-	86	CESC-VS-A8QA-TP	chr1~206047619~+~HPV16~881~-
chr1	206049015	206049016	+	HPV16	877	-	19	CESC-VS-A8QA-TP	chr1~206049015~+~HPV16~877~-
chr1	206062939	206062940	+	HPV16	881	-	67	CESC-VS-A8QA-TP	chr1~206062939~+~HPV16~881~-
chr1	206066515	206066516	+	HPV16	2091	-	291	CESC-VS-A8QA-TP	chr1~206066515~+~HPV16~2091~-
chr1	206932578	206932579	+	NC_003977_3182nt_Hepatitis_B_virus	2450	-	16	LIHC-DD-A116-NT	chr1~206932578~+~NC_003977_3182nt_Hepatitis_B_virus~2450~-
