chrom	lend	rend	gene	strand
chr4	141220887	141234697	ZNF330	+
chr4	141240739	141278789	RP11-586L23.1	-
chr4	141319450	141332618	RP11-362F19.1	-
chr4	141405172	141407586	RP11-362F19.2	+
chr4	141430831	141431284	RP11-362F19.3	+
chr4	141569931	141576077	RP11-208N20.1	-
chr4	141636599	141733987	IL15	+
chr4	142023160	142847432	INPP4B	-
chr4	142286917	142287625	RPL5P13	-
chr4	142317238	142317546	LSM3P4	+
chr4	142514446	142518983	RP11-223C24.2	+
chr4	142566019	142660950	RP11-223C24.1	+
chr4	142933195	143184861	RP11-284M14.1	-
chr4	143045086	143045878	RP11-54P19.1	+
chr4	143184917	143223830	USP38	+
chr4	143286293	143329858	RP11-364L4.3	+
chr4	143309466	143309566	Y_RNA	+
chr4	143336762	143474568	GAB1	+
chr4	143343460	143343535	MIR3139	+
chr4	143349275	143350117	RP11-364L4.1	-
chr4	143424753	143426013	RP11-58H15.1	+
chr4	143497412	143498126	RP11-58H15.3	-
