chrom	lend	rend	gene	strand
chr1	170587249	170588236	RP11-545I10.2	-
chr1	170598854	170647339	RP1-79C4.1	+
chr1	170662728	170739419	PRRX1	+
chr1	170667381	170669425	RP1-79C4.4	+
chr1	170935471	171064765	MROH9	+
chr1	171041347	171041435	BX284613.1	-
chr1	171083565	171085205	RP5-1092L12.2	+
chr1	171090877	171117819	FMO3	+
chr1	171101728	171101806	MIR1295A	-
chr1	171137740	171161568	FMO6P	+
chr1	171185208	171212683	FMO2	+
chr1	171199244	171227788	RP1-127D3.4	-
chr1	171247580	171251794	RP1-45C12.1	-
chr1	171248471	171285978	FMO1	+
chr1	171253906	171254022	Y_RNA	-
chr1	171270954	171271590	HMGB1P11	-
chr1	171314208	171342084	FMO4	+
chr1	171345089	171345320	RP4-798A17.5	+
chr1	171345105	171345307	TOP1P1	-
chr1	171392229	171392790	GM2AP2	+
chr1	171418644	171418750	RNU6-290P	-
chr1	171444699	171444963	CYCSP53	-
chr1	171485551	171593511	PRRC2C	+
chr1	171492411	171492704	RN7SL425P	+
chr1	171519816	171519913	RNU6-773P	-
chr1	171591083	171591145	Z98750.1	+
chr1	171635417	171652683	MYOC	-
chr1	171670517	171670939	PFN1P1	-
chr1	171683128	171684438	RPL4P3	-
chr1	171700160	171742247	VAMP4	-
chr1	171751543	171752025	RP4-560B9.5	-
chr1	171755803	171756323	RP4-560B9.6	-
chr1	171762074	171762524	RP4-560B9.4	+
chr1	171768070	171768175	SCARNA20	+
chr1	171781664	171814023	METTL13	+
chr1	171803517	171803939	RP4-612B18.3	+
chr1	171824610	171824959	RP4-612B18.1	-
