chrom	lend	rend	gene	strand
chr13	33103135	33350630	STARD13	-
chr13	33333679	33335277	RP11-141M1.1	-
chr13	33336216	33336716	RP11-141M1.4	-
chr13	33336883	33336972	AL138999.1	-
chr13	33355206	33676768	RP11-141M1.3	-
chr13	33378468	33378566	AL139383.1	-
chr13	33610967	33611522	RP11-37L2.1	+
chr13	33657436	33659928	RP11-179A7.2	+
chr13	33818049	33966558	RFC3	+
chr13	33829539	33829649	RNU5A-4P	-
chr13	33846190	33850825	RP11-142E9.1	+
chr13	33911992	33912081	AL161891.1	+
chr13	34079411	34080134	RP11-218I21.2	+
chr13	34082429	34083310	VDAC1P12	-
chr13	34100711	34100838	SNORA25	-
chr13	34262863	34263090	RP11-282M24.1	+
chr13	34348043	34614170	RP11-16D22.2	+
chr13	34435450	34640685	LINC00457	-
chr13	34545929	34671182	RP11-266E6.3	-
chr13	34574204	34574666	GAMTP2	-
chr13	34910545	34910815	Metazoa_SRP	-
chr13	34925834	34928076	RP11-307O13.1	-
chr13	34942287	35673022	NBEA	+
chr13	35185294	35186679	SCAND3P1	+
chr13	35251070	35251829	PHBP13	+
chr13	35474182	35477209	MAB21L1	-
chr13	35494428	35494519	AL390071.1	+
