chrom	lend	rend	gene	strand
chr9	99284022	99284373	RN7SKP225	+
chr9	99305176	99306611	KRT8P11	+
chr9	99355337	99377240	NAMA	-
chr9	99357827	99357957	NAMA_1	+
chr9	99368447	99368566	NAMA_2	+
chr9	99531696	99536924	RP11-547C13.1	+
chr9	99585786	99819889	RP11-554F20.1	-
chr9	99821855	99866891	NR4A3	+
chr9	99886322	99906601	STX17-AS1	-
chr9	99906633	99970341	STX17	+
chr9	99915077	99929896	RP11-60I3.4	-
chr9	99979179	100099040	ERP44	-
chr9	99998301	99999069	UPF3AP3	-
chr9	100099256	100301000	INVS	+
chr9	100102559	100102839	RN7SL75P	+
chr9	100116755	100117651	RPS2P35	-
chr9	100120435	100120900	RP11-29B11.5	-
chr9	100175178	100176054	NANOGP5	+
chr9	100302077	100352939	TEX10	-
chr9	100395629	100395740	AL353805.1	+
chr9	100427156	100451711	MSANTD3	+
chr9	100473113	100577636	TMEFF1	+
chr9	100578079	100587906	MURC	+
chr9	100581079	100581379	RN7SKP87	-
chr9	100731240	100732355	RP11-394D2.1	+
chr9	100732033	100732116	AL390876.1	+
chr9	100912320	100912741	RP11-62L10.1	+
chr9	100975668	100976682	GAPDHP26	+
chr9	101028709	101325135	RP11-35N6.1	+
chr9	101125436	101125921	RP11-70K10.2	-
