chrom	lend	rend	gene	strand
chr18	62415678	62416227	RPL17P44	+
chr18	62418318	62418576	RP11-640A1.4	+
chr18	62442028	62443126	ACTBP9	+
chr18	62523007	62587709	ZCCHC2	+
chr18	62525919	62526325	RP11-120K19.4	-
chr18	62551203	62552505	RP11-120K19.3	+
chr18	62650308	62650601	RN7SL705P	-
chr18	62715450	62980433	PHLPP1	+
chr18	62731226	62731332	RNU6-142P	-
chr18	63123346	63320128	BCL2	-
chr18	63151114	63151320	RP11-299P2.1	-
chr18	63313802	63314376	RP11-28F1.2	-
chr18	63327726	63367510	KDSR	-
chr18	63367328	63381629	RP11-635N19.1	+
chr18	63389190	63422483	VPS4B	-
chr18	63415317	63416469	RP11-635N19.2	-
chr18	63476761	63505085	SERPINB5	+
chr18	63485601	63486018	RP11-635N19.3	+
chr18	63496989	63497400	ATP5G1P6	+
chr18	63556160	63567011	SERPINB12	+
chr18	63586989	63604639	SERPINB13	+
chr18	63637259	63644298	SERPINB4	-
chr18	63637719	63661963	SERPINB3	-
chr18	63647579	63726432	SERPINB11	+
chr18	63752935	63805376	SERPINB7	+
chr18	63871692	63903890	SERPINB2	+
chr18	63897174	63936111	SERPINB10	+
chr18	63949301	63981774	HMSD	+
chr18	63969925	64005667	SERPINB8	+
chr18	64072158	64072653	RPL12P39	+
chr18	64080009	64149030	LINC00305	-
chr18	64104091	64423601	RP11-146N18.1	+
chr18	64147209	64159299	AC100848.1	+
chr18	64213082	64260055	LINC01538	-
