chrom	lend	rend	gene	strand
chr22	15852990	15893942	NBEAP3	+
chr22	15854195	15855243	LA16c-60H5.7	-
chr22	15901791	15901911	LA16c-4G1.4	+
chr22	15914721	15915800	LA16c-4G1.3	-
chr22	16141767	16141872	U6	+
chr22	16232345	16232425	AC092854.1	+
chr22	16387694	16390887	ABCD1P4	+
chr22	16405330	16405417	LA16c-17H1.3	+
chr22	16423943	16426031	PABPC1P9	+
chr22	16428947	16476870	SLC9B1P4	-
chr22	16486985	16488322	ACTR3BP2	+
chr22	16503304	16509475	CHEK2P4	+
chr22	16521059	16527237	KB-67B5.17	+
chr22	16572027	16574637	KB-67B5.12	+
chr22	16575363	16582707	KCNMB3P1	-
chr22	16590751	16592810	CCT8L2	-
chr22	16595089	16595485	FABP5P11	-
chr22	16598717	16598804	AP000547.1	-
chr22	16601887	16698742	TPTEP1	+
chr22	16616170	16617114	KB-7G2.9	+
chr22	16645695	16646581	SLC25A15P5	-
chr22	16653892	16659628	PARP4P3	-
chr22	16669464	16675452	ANKRD62P1-PARP4P3	-
chr22	16671090	16679493	ANKRD62P1	-
chr22	16690103	16704477	VWFP1	-
chr22	16746869	16748645	AC005301.8	-
chr22	16783412	16821699	XKR3	-
chr22	16827474	16829335	HSFY1P1	+
chr22	16837522	16837666	GPM6BP3	+
