chrom	lend	rend	gene	strand
chr2	55865967	55924139	EFEMP1	-
chr2	55951654	55952014	RN7SKP208	-
chr2	55952158	56181652	RP11-481J13.1	+
chr2	55963191	56047326	MIR217HG	-
chr2	55982952	55983063	MIR217	-
chr2	55988950	55989059	MIR216A	-
chr2	56000714	56000795	MIR216B	-
chr2	56077417	56090382	AC011306.1	-
chr2	56173534	56185770	AC007743.1	-
chr2	56184123	56386173	CCDC85A	+
chr2	56235217	56235330	RNA5SP93	-
chr2	56750300	56750563	AC008173.1	+
chr2	57048350	57049336	RP11-443I9.1	-
chr2	57192736	57192803	AC009406.1	-
chr2	57193499	57193566	AC009406.2	-
chr2	57429548	57430693	RP11-127H13.1	-
chr2	57544535	57544599	SNORD78	+
chr2	57755428	57766052	CTD-2026C7.1	+
chr2	57907651	58159920	VRK2	+
chr2	58062581	58062665	AC073215.1	-
chr2	58159243	58241372	FANCL	-
chr2	58241349	58241686	RP11-334G22.1	+
chr2	58251440	58252525	EIF3FP3	+
chr2	58275877	58296548	AC007250.4	+
chr2	58427799	59063766	LINC01122	+
chr2	58460292	58462032	AC007238.1	-
chr2	58527842	58527903	AC007367.1	+
chr2	59217708	59279400	AC007131.1	+
chr2	59218680	60100200	RP11-444A22.1	-
chr2	59238714	59733396	AC007131.2	-
chr2	59241621	59241702	AC007131.3	-
chr2	59435213	59442261	AC007179.1	+
