sample	contig	human_chrom	human_coord	virus_genome	virus_coord	total	hotspot	hotspot_sample_counts	left_genes	right_genes
CESC-JX-A5QV-TP	HPV16~881~+~chr11~120815377~+	chr11	120815377	HPV16	881	173	chr11:120495386	2	USP2-AS1;KRT8P7;RP11-196E1.3;RNU6-1123P;PVRL1;CTD-2523D13.1;CTD-2523D13.2;RP11-215D10.1;AP001994.1;RP11-831A10.2;RP11-831A10.1;TRIM29;AP000679.2;OAF;RP11-778O17.4;POU2F3;TMEM136;7SK;ARHGEF12;TCEB1P22;GRIK4	RP11-640N11.2;HMGB1P42;GRIK4_3p_UTR;AP000646.1;TBCEL;TECTA;RP11-775A1.2;RPS4XP12;SC5D;BMPR1APS2;RP11-142I2.1;RP11-730K11.1;SORL1;RNU6-256P;RP11-166D19.1;MIR125B1;BLID;MIRLET7A2;MIR100;MIR100HG
CESC-JX-A5QV-TP	chr11~120827433~+~HPV16~1191~+	chr11	120827433	HPV16	1191	46	chr11:120495386	2	USP2-AS1;KRT8P7;RP11-196E1.3;RNU6-1123P;PVRL1;CTD-2523D13.1;CTD-2523D13.2;RP11-215D10.1;AP001994.1;RP11-831A10.2;RP11-831A10.1;TRIM29;AP000679.2;OAF;RP11-778O17.4;POU2F3;TMEM136;7SK;ARHGEF12;TCEB1P22;GRIK4	RP11-640N11.2;HMGB1P42;GRIK4_3p_UTR;AP000646.1;TBCEL;TECTA;RP11-775A1.2;RPS4XP12;SC5D;BMPR1APS2;RP11-142I2.1;RP11-730K11.1;SORL1;RNU6-256P;RP11-166D19.1;MIR125B1;BLID;MIRLET7A2;MIR100;MIR100HG
CESC-JX-A5QV-TP	chr11~120827433~+~HPV16~3355~+	chr11	120827433	HPV16	3355	10	chr11:120495386	2	USP2-AS1;KRT8P7;RP11-196E1.3;RNU6-1123P;PVRL1;CTD-2523D13.1;CTD-2523D13.2;RP11-215D10.1;AP001994.1;RP11-831A10.2;RP11-831A10.1;TRIM29;AP000679.2;OAF;RP11-778O17.4;POU2F3;TMEM136;7SK;ARHGEF12;TCEB1P22;GRIK4	RP11-640N11.2;HMGB1P42;GRIK4_3p_UTR;AP000646.1;TBCEL;TECTA;RP11-775A1.2;RPS4XP12;SC5D;BMPR1APS2;RP11-142I2.1;RP11-730K11.1;SORL1;RNU6-256P;RP11-166D19.1;MIR125B1;BLID;MIRLET7A2;MIR100;MIR100HG
CESC-JX-A5QV-TP	chr11~120819921~+~HPV16~2708~+	chr11	120819921	HPV16	2708	32	chr11:120495386	2	USP2-AS1;KRT8P7;RP11-196E1.3;RNU6-1123P;PVRL1;CTD-2523D13.1;CTD-2523D13.2;RP11-215D10.1;AP001994.1;RP11-831A10.2;RP11-831A10.1;TRIM29;AP000679.2;OAF;RP11-778O17.4;POU2F3;TMEM136;7SK;ARHGEF12;TCEB1P22;GRIK4	RP11-640N11.2;HMGB1P42;GRIK4_3p_UTR;AP000646.1;TBCEL;TECTA;RP11-775A1.2;RPS4XP12;SC5D;BMPR1APS2;RP11-142I2.1;RP11-730K11.1;SORL1;RNU6-256P;RP11-166D19.1;MIR125B1;BLID;MIRLET7A2;MIR100;MIR100HG
CESC-JX-A5QV-TP	HPV16~227~+~chr11~120815377~+	chr11	120815377	HPV16	227	13	chr11:120495386	2	USP2-AS1;KRT8P7;RP11-196E1.3;RNU6-1123P;PVRL1;CTD-2523D13.1;CTD-2523D13.2;RP11-215D10.1;AP001994.1;RP11-831A10.2;RP11-831A10.1;TRIM29;AP000679.2;OAF;RP11-778O17.4;POU2F3;TMEM136;7SK;ARHGEF12;TCEB1P22;GRIK4	RP11-640N11.2;HMGB1P42;GRIK4_3p_UTR;AP000646.1;TBCEL;TECTA;RP11-775A1.2;RPS4XP12;SC5D;BMPR1APS2;RP11-142I2.1;RP11-730K11.1;SORL1;RNU6-256P;RP11-166D19.1;MIR125B1;BLID;MIRLET7A2;MIR100;MIR100HG
CESC-JX-A5QV-TP	chr11~120495386~+~HPV16~3682~+	chr11	120495386	HPV16	3682	14	chr11:120495386	2	DUXAP5;USP2-AS1;KRT8P7;RP11-196E1.3;RNU6-1123P;PVRL1;CTD-2523D13.1;CTD-2523D13.2;RP11-215D10.1;AP001994.1;RP11-831A10.2;RP11-831A10.1;TRIM29;AP000679.2;OAF;RP11-778O17.4;POU2F3;TMEM136;7SK;ARHGEF12	TCEB1P22;GRIK4;RP11-640N11.2;HMGB1P42;GRIK4_3p_UTR;AP000646.1;TBCEL;TECTA;RP11-775A1.2;RPS4XP12;SC5D;BMPR1APS2;RP11-142I2.1;RP11-730K11.1;SORL1;RNU6-256P;RP11-166D19.1;MIR125B1;BLID;MIRLET7A2
CESC-JX-A5QV-TP	HPV16~881~+~chr11~120819754~+	chr11	120819754	HPV16	881	167	chr11:120495386	2	USP2-AS1;KRT8P7;RP11-196E1.3;RNU6-1123P;PVRL1;CTD-2523D13.1;CTD-2523D13.2;RP11-215D10.1;AP001994.1;RP11-831A10.2;RP11-831A10.1;TRIM29;AP000679.2;OAF;RP11-778O17.4;POU2F3;TMEM136;7SK;ARHGEF12;TCEB1P22;GRIK4	RP11-640N11.2;HMGB1P42;GRIK4_3p_UTR;AP000646.1;TBCEL;TECTA;RP11-775A1.2;RPS4XP12;SC5D;BMPR1APS2;RP11-142I2.1;RP11-730K11.1;SORL1;RNU6-256P;RP11-166D19.1;MIR125B1;BLID;MIRLET7A2;MIR100;MIR100HG
CESC-JX-A5QV-TP	chr11~120815476~+~HPV16~3357~+	chr11	120815476	HPV16	3357	64	chr11:120495386	2	USP2-AS1;KRT8P7;RP11-196E1.3;RNU6-1123P;PVRL1;CTD-2523D13.1;CTD-2523D13.2;RP11-215D10.1;AP001994.1;RP11-831A10.2;RP11-831A10.1;TRIM29;AP000679.2;OAF;RP11-778O17.4;POU2F3;TMEM136;7SK;ARHGEF12;TCEB1P22;GRIK4	RP11-640N11.2;HMGB1P42;GRIK4_3p_UTR;AP000646.1;TBCEL;TECTA;RP11-775A1.2;RPS4XP12;SC5D;BMPR1APS2;RP11-142I2.1;RP11-730K11.1;SORL1;RNU6-256P;RP11-166D19.1;MIR125B1;BLID;MIRLET7A2;MIR100;MIR100HG
LIHC-BC-A10W-NT	chr11~120306225~+~NC_003977_3182nt_Hepatitis_B_virus~1807~-	chr11	120306225	NC_003977_3182nt_Hepatitis_B_virus	1807	10	chr11:120495386	2	RP11-334E6.2;RP11-334E6.4;RP11-334E6.12;THY1;DUXAP5;USP2-AS1;KRT8P7;RP11-196E1.3;RNU6-1123P;PVRL1;CTD-2523D13.1;CTD-2523D13.2;RP11-215D10.1;AP001994.1;RP11-831A10.2;RP11-831A10.1;TRIM29;AP000679.2;OAF;RP11-778O17.4;POU2F3	TMEM136;7SK;ARHGEF12;TCEB1P22;GRIK4;RP11-640N11.2;HMGB1P42;GRIK4_3p_UTR;AP000646.1;TBCEL;TECTA;RP11-775A1.2;RPS4XP12;SC5D;BMPR1APS2;RP11-142I2.1;RP11-730K11.1;SORL1;RNU6-256P;RP11-166D19.1
CESC-JX-A5QV-TP	chr11~120795593~+~HPV16~5638~+	chr11	120795593	HPV16	5638	11	chr11:120495386	2	USP2-AS1;KRT8P7;RP11-196E1.3;RNU6-1123P;PVRL1;CTD-2523D13.1;CTD-2523D13.2;RP11-215D10.1;AP001994.1;RP11-831A10.2;RP11-831A10.1;TRIM29;AP000679.2;OAF;RP11-778O17.4;POU2F3;TMEM136;7SK;ARHGEF12;TCEB1P22;GRIK4	RP11-640N11.2;HMGB1P42;GRIK4_3p_UTR;AP000646.1;TBCEL;TECTA;RP11-775A1.2;RPS4XP12;SC5D;BMPR1APS2;RP11-142I2.1;RP11-730K11.1;SORL1;RNU6-256P;RP11-166D19.1;MIR125B1;BLID;MIRLET7A2;MIR100;MIR100HG
CESC-JX-A5QV-TP	HPV16~1191~+~chr11~120804742~+	chr11	120804742	HPV16	1191	20	chr11:120495386	2	USP2-AS1;KRT8P7;RP11-196E1.3;RNU6-1123P;PVRL1;CTD-2523D13.1;CTD-2523D13.2;RP11-215D10.1;AP001994.1;RP11-831A10.2;RP11-831A10.1;TRIM29;AP000679.2;OAF;RP11-778O17.4;POU2F3;TMEM136;7SK;ARHGEF12;TCEB1P22;GRIK4	RP11-640N11.2;HMGB1P42;GRIK4_3p_UTR;AP000646.1;TBCEL;TECTA;RP11-775A1.2;RPS4XP12;SC5D;BMPR1APS2;RP11-142I2.1;RP11-730K11.1;SORL1;RNU6-256P;RP11-166D19.1;MIR125B1;BLID;MIRLET7A2;MIR100;MIR100HG
CESC-JX-A5QV-TP	chr11~120819921~+~HPV16~3357~+	chr11	120819921	HPV16	3357	665	chr11:120495386	2	USP2-AS1;KRT8P7;RP11-196E1.3;RNU6-1123P;PVRL1;CTD-2523D13.1;CTD-2523D13.2;RP11-215D10.1;AP001994.1;RP11-831A10.2;RP11-831A10.1;TRIM29;AP000679.2;OAF;RP11-778O17.4;POU2F3;TMEM136;7SK;ARHGEF12;TCEB1P22;GRIK4	RP11-640N11.2;HMGB1P42;GRIK4_3p_UTR;AP000646.1;TBCEL;TECTA;RP11-775A1.2;RPS4XP12;SC5D;BMPR1APS2;RP11-142I2.1;RP11-730K11.1;SORL1;RNU6-256P;RP11-166D19.1;MIR125B1;BLID;MIRLET7A2;MIR100;MIR100HG
