chrom	lend	rend	gene	strand
chr1	12063377	12144207	TNFRSF8	+
chr1	12065002	12065246	Metazoa_SRP	-
chr1	12077881	12077984	RNU6-777P	-
chr1	12080293	12080547	RP11-426M1.2	-
chr1	12166943	12167038	MIR7846	+
chr1	12167003	12209228	TNFRSF1B	+
chr1	12191713	12191773	MIR4632	+
chr1	12220794	12221109	RP5-1118D24.2	-
chr1	12221148	12221271	SNORA70	-
chr1	12230067	12512047	VPS13D	+
chr1	12481829	12481928	AC243836.1	+
chr1	12507246	12507397	SNORA59A	+
chr1	12527724	12528420	RP5-888M10.2	+
chr1	12567910	12617731	DHRS3	-
chr1	12569972	12570072	RNU6ATAC18P	-
chr1	12578957	12579023	MIR6730	-
chr1	12618900	12619244	RP11-474O21.5	-
chr1	12644547	12667086	AADACL4	+
chr1	12692909	12693020	RP11-474O21.2	+
chr1	12716115	12728759	AADACL3	+
chr1	12746215	12763699	C1orf158	+
chr1	12774841	12777906	PRAMEF12	+
chr1	12791397	12796628	PRAMEF1	+
chr1	12822686	12823159	RP5-845O24.8	-
