sample	contig	human_chrom	human_coord	virus_genome	virus_coord	total	hotspot	hotspot_sample_counts	left_genes	right_genes
LIHC-DD-AACA-TP	NC_003977_3182nt_Hepatitis_B_virus~1828~+~chr15~43712598~+	chr15	43712598	NC_003977_3182nt_Hepatitis_B_virus	1828	1024	chr15:43613100	2	RP11-402F9.3;LCMT2;ADAL;ZSCAN29;TUBGCP4;RN7SL487P;TP53BP1;AC019011.1;MAP1A;PPIP5K1;CKMT1B;RNU6-554P;STRC;RNU6-610P;AC011330.13;CATSPER2;PDIA3P2;AC011330.5;CKMT1A;RNU6-353P;STRCP1	RNU6-354P;CATSPER2P1;PDIA3;ELL3;AC018512.1;SERF2;MIR1282;SERINC4;HYPK;MFAP1;WDR76;Y_RNA;PIN4P1;ACTBP7;FRMD5;GAPDHP55;CASC4;RP11-616K22.1;RP11-616K22.2;RP11-516C1.1
LIHC-DD-AACA-TR	NC_003977_3182nt_Hepatitis_B_virus~1828~+~chr15~43712598~+	chr15	43712598	NC_003977_3182nt_Hepatitis_B_virus	1828	1860	chr15:43613100	2	RP11-402F9.3;LCMT2;ADAL;ZSCAN29;TUBGCP4;RN7SL487P;TP53BP1;AC019011.1;MAP1A;PPIP5K1;CKMT1B;RNU6-554P;STRC;RNU6-610P;AC011330.13;CATSPER2;PDIA3P2;AC011330.5;CKMT1A;RNU6-353P;STRCP1	RNU6-354P;CATSPER2P1;PDIA3;ELL3;AC018512.1;SERF2;MIR1282;SERINC4;HYPK;MFAP1;WDR76;Y_RNA;PIN4P1;ACTBP7;FRMD5;GAPDHP55;CASC4;RP11-616K22.1;RP11-616K22.2;RP11-516C1.1
LIHC-DD-AACA-TP	chr15~43712562~+~NC_003977_3182nt_Hepatitis_B_virus~1830~-	chr15	43712562	NC_003977_3182nt_Hepatitis_B_virus	1830	176	chr15:43613100	2	RP11-402F9.3;LCMT2;ADAL;ZSCAN29;TUBGCP4;RN7SL487P;TP53BP1;AC019011.1;MAP1A;PPIP5K1;CKMT1B;RNU6-554P;STRC;RNU6-610P;AC011330.13;CATSPER2;PDIA3P2;AC011330.5;CKMT1A;RNU6-353P;STRCP1	RNU6-354P;CATSPER2P1;PDIA3;ELL3;AC018512.1;SERF2;MIR1282;SERINC4;HYPK;MFAP1;WDR76;Y_RNA;PIN4P1;ACTBP7;FRMD5;GAPDHP55;CASC4;RP11-616K22.1;RP11-616K22.2;RP11-516C1.1
LIHC-DD-AACA-TR	chr15~43712562~+~NC_003977_3182nt_Hepatitis_B_virus~1830~-	chr15	43712562	NC_003977_3182nt_Hepatitis_B_virus	1830	27	chr15:43613100	2	RP11-402F9.3;LCMT2;ADAL;ZSCAN29;TUBGCP4;RN7SL487P;TP53BP1;AC019011.1;MAP1A;PPIP5K1;CKMT1B;RNU6-554P;STRC;RNU6-610P;AC011330.13;CATSPER2;PDIA3P2;AC011330.5;CKMT1A;RNU6-353P;STRCP1	RNU6-354P;CATSPER2P1;PDIA3;ELL3;AC018512.1;SERF2;MIR1282;SERINC4;HYPK;MFAP1;WDR76;Y_RNA;PIN4P1;ACTBP7;FRMD5;GAPDHP55;CASC4;RP11-616K22.1;RP11-616K22.2;RP11-516C1.1
LIHC-DD-AACA-TP	chr15~43711937~+~NC_003977_3182nt_Hepatitis_B_virus~455~-	chr15	43711937	NC_003977_3182nt_Hepatitis_B_virus	455	16	chr15:43613100	2	RP11-402F9.3;LCMT2;ADAL;ZSCAN29;TUBGCP4;RN7SL487P;TP53BP1;AC019011.1;MAP1A;PPIP5K1;CKMT1B;RNU6-554P;STRC;RNU6-610P;AC011330.13;CATSPER2;PDIA3P2;AC011330.5;CKMT1A;RNU6-353P;STRCP1	RNU6-354P;CATSPER2P1;PDIA3;ELL3;AC018512.1;SERF2;MIR1282;SERINC4;HYPK;MFAP1;WDR76;Y_RNA;PIN4P1;ACTBP7;FRMD5;GAPDHP55;CASC4;RP11-616K22.1;RP11-616K22.2;RP11-516C1.1
LIHC-DD-AACA-TP	chr15~43612475~+~NC_003977_3182nt_Hepatitis_B_virus~455~-	chr15	43612475	NC_003977_3182nt_Hepatitis_B_virus	455	16	chr15:43613100	2	TMEM62;EPB42;RP11-473C18.3;CCNDBP1;Y_RNA;TGM5;ATP5HP1;TGM7;RP11-402F9.3;LCMT2;ADAL;ZSCAN29;TUBGCP4;RN7SL487P;TP53BP1;AC019011.1;MAP1A;PPIP5K1;CKMT1B;RNU6-554P;STRC	RNU6-610P;AC011330.13;CATSPER2;PDIA3P2;AC011330.5;CKMT1A;RNU6-353P;STRCP1;RNU6-354P;CATSPER2P1;PDIA3;ELL3;AC018512.1;SERF2;MIR1282;SERINC4;HYPK;MFAP1;WDR76;Y_RNA
LIHC-DD-AACA-TR	NC_003977_3182nt_Hepatitis_B_virus~1828~+~chr15~43613136~+	chr15	43613136	NC_003977_3182nt_Hepatitis_B_virus	1828	1860	chr15:43613100	2	TMEM62;EPB42;RP11-473C18.3;CCNDBP1;Y_RNA;TGM5;ATP5HP1;TGM7;RP11-402F9.3;LCMT2;ADAL;ZSCAN29;TUBGCP4;RN7SL487P;TP53BP1;AC019011.1;MAP1A;PPIP5K1;CKMT1B;RNU6-554P;STRC	RNU6-610P;AC011330.13;CATSPER2;PDIA3P2;AC011330.5;CKMT1A;RNU6-353P;STRCP1;RNU6-354P;CATSPER2P1;PDIA3;ELL3;AC018512.1;SERF2;MIR1282;SERINC4;HYPK;MFAP1;WDR76;Y_RNA
LIHC-DD-AACA-TP	NC_003977_3182nt_Hepatitis_B_virus~1828~+~chr15~43613136~+	chr15	43613136	NC_003977_3182nt_Hepatitis_B_virus	1828	1024	chr15:43613100	2	TMEM62;EPB42;RP11-473C18.3;CCNDBP1;Y_RNA;TGM5;ATP5HP1;TGM7;RP11-402F9.3;LCMT2;ADAL;ZSCAN29;TUBGCP4;RN7SL487P;TP53BP1;AC019011.1;MAP1A;PPIP5K1;CKMT1B;RNU6-554P;STRC	RNU6-610P;AC011330.13;CATSPER2;PDIA3P2;AC011330.5;CKMT1A;RNU6-353P;STRCP1;RNU6-354P;CATSPER2P1;PDIA3;ELL3;AC018512.1;SERF2;MIR1282;SERINC4;HYPK;MFAP1;WDR76;Y_RNA
LIHC-DD-AACA-TP	chr15~43612020~+~NC_003977_3182nt_Hepatitis_B_virus~1839~-	chr15	43612020	NC_003977_3182nt_Hepatitis_B_virus	1839	38	chr15:43613100	2	TMEM62;EPB42;RP11-473C18.3;CCNDBP1;Y_RNA;TGM5;ATP5HP1;TGM7;RP11-402F9.3;LCMT2;ADAL;ZSCAN29;TUBGCP4;RN7SL487P;TP53BP1;AC019011.1;MAP1A;PPIP5K1;CKMT1B;RNU6-554P;STRC	RNU6-610P;AC011330.13;CATSPER2;PDIA3P2;AC011330.5;CKMT1A;RNU6-353P;STRCP1;RNU6-354P;CATSPER2P1;PDIA3;ELL3;AC018512.1;SERF2;MIR1282;SERINC4;HYPK;MFAP1;WDR76;Y_RNA
LIHC-DD-AACA-TP	chr15~43613100~+~NC_003977_3182nt_Hepatitis_B_virus~1830~-	chr15	43613100	NC_003977_3182nt_Hepatitis_B_virus	1830	176	chr15:43613100	2	TMEM62;EPB42;RP11-473C18.3;CCNDBP1;Y_RNA;TGM5;ATP5HP1;TGM7;RP11-402F9.3;LCMT2;ADAL;ZSCAN29;TUBGCP4;RN7SL487P;TP53BP1;AC019011.1;MAP1A;PPIP5K1;CKMT1B;RNU6-554P;STRC	RNU6-610P;AC011330.13;CATSPER2;PDIA3P2;AC011330.5;CKMT1A;RNU6-353P;STRCP1;RNU6-354P;CATSPER2P1;PDIA3;ELL3;AC018512.1;SERF2;MIR1282;SERINC4;HYPK;MFAP1;WDR76;Y_RNA
