chrom	lend	rend	gene	strand
chr11	119623408	119729084	PVRL1	-
chr11	119709920	119713925	CTD-2523D13.1	+
chr11	119729583	119739623	CTD-2523D13.2	+
chr11	119821304	119822129	RP11-215D10.1	-
chr11	119821829	119821927	AP001994.1	-
chr11	119987954	119995037	RP11-831A10.2	-
chr11	120008604	120012158	RP11-831A10.1	-
chr11	120111275	120185529	TRIM29	-
chr11	120168977	120171679	AP000679.2	+
chr11	120210767	120230332	OAF	+
chr11	120236640	120319944	POU2F3	+
chr11	120249759	120265932	RP11-778O17.4	-
chr11	120325129	120333682	TMEM136	+
chr11	120336914	120489936	ARHGEF12	+
chr11	120365666	120365963	7SK	+
chr11	120511759	120988904	GRIK4	+
chr11	120619934	120620267	TCEB1P22	-
chr11	120867933	120894797	RP11-640N11.2	-
chr11	120936102	120936654	HMGB1P42	-
chr11	120986258	120986353	GRIK4_3p_UTR	+
chr11	121024072	121090775	TBCEL	+
chr11	121055207	121055275	AP000646.1	-
chr11	121101173	121191493	TECTA	+
chr11	121238304	121238688	RP11-775A1.2	+
chr11	121250270	121250978	RPS4XP12	-
chr11	121292453	121308694	SC5D	+
chr11	121361854	121362865	BMPR1APS2	-
