chrom	lend	rend	gene	strand
chr15	70829130	70854159	LARP6	-
chr15	70848883	70849770	RP11-138H8.6	-
chr15	70853239	71053657	LRRC49	+
chr15	70858714	70860162	KRT8P9	+
chr15	70881342	70892785	THAP10	-
chr15	71063101	71063989	RPL5P3	-
chr15	71096952	71783383	THSD4	+
chr15	71110244	71115494	CT62	-
chr15	71147650	71189042	THSD4-AS1	-
chr15	71164770	71165415	RP11-673C5.1	-
chr15	71341158	71341712	RP11-592N21.1	-
chr15	71342324	71348471	RP11-592N21.2	+
chr15	71547280	71549832	RP11-1123I8.1	-
chr15	71772610	71772689	AC104938.1	+
chr15	71792638	71818259	NR2E3	+
chr15	71818396	71823384	CTD-2524L6.3	+
chr15	71822289	72118577	MYO9A	-
chr15	71858570	71858686	RNA5SP399	+
chr15	71972206	72040265	RP11-390D11.1	+
chr15	72041194	72041653	EIF5A2P1	-
chr15	72045183	72045367	RNU2-65P	+
chr15	72051251	72051329	AC022872.1	+
chr15	72114258	72143688	SENP8	+
