chrom	lend	rend	gene	strand
chr11	69425690	69429621	AP000439.1	+
chr11	69438365	69444743	AP000439.2	-
chr11	69467598	69469705	AP000439.5	+
chr11	69477133	69479940	AP000439.3	-
chr11	69641087	69654474	CCND1	+
chr11	69653076	69675416	ORAOV1	-
chr11	69671952	69672075	AP001888.1	+
chr11	69698232	69704642	FGF19	-
chr11	69737298	69738017	RP11-300I6.5	-
chr11	69771016	69775403	FGF4	-
chr11	69810224	69819024	FGF3	-
chr11	69909184	69910994	RP11-643C9.1	-
chr11	69921638	69926813	RP11-643C9.2	-
chr11	69985876	70015815	RP11-626H12.1	+
chr11	70014858	70021059	RP11-626H12.2	-
chr11	70056230	70065371	RP11-626H12.3	-
chr11	70072434	70075433	ANO1-AS2	-
chr11	70075363	70075469	RNU6-1175P	+
chr11	70078302	70189528	ANO1	+
chr11	70129297	70149623	RP11-805J14.3	+
chr11	70187788	70188509	ANO1-AS1	-
chr11	70203163	70207390	FADD	+
chr11	70206291	70207390	RP11-805J14.5	-
chr11	70270700	70384403	PPFIA1	+
chr11	70278921	70279297	H2AFZP4	-
chr11	70282367	70363368	AP000487.6	-
chr11	70283955	70284070	MIR548K	+
chr11	70319928	70321415	CTA-797E19.1	+
chr11	70324871	70327209	CTA-797E19.2	-
chr11	70358198	70358677	AP000487.4	-
chr11	70372246	70398488	AP000487.5	-
chr11	70398404	70436584	CTTN	+
chr11	70467856	71252577	SHANK2	-
chr11	70477277	70477592	AP001271.3	-
