chrom	lend	rend	gene	strand
chr3	109915976	109916940	RP11-457K10.2	-
chr3	109977540	109977767	RP11-696F10.1	-
chr3	110527482	110529582	RP11-119D18.1	-
chr3	110551845	110551965	RNU6ATAC15P	-
chr3	110682286	110683154	RP11-179A18.1	-
chr3	110727021	110727121	Y_RNA	+
chr3	110888384	110893476	RP11-553A10.1	-
chr3	110893708	111071553	PVRL3-AS1	-
chr3	111070071	111275563	PVRL3	+
chr3	111292719	111665750	CD96	+
chr3	111466313	111497095	RP11-615J4.3	-
chr3	111478737	111478943	ATP6V0CP2	+
chr3	111570638	111571054	RP11-615J4.4	-
chr3	111592900	111595443	ZBED2	-
chr3	111633672	111635089	RP11-402J7.2	+
chr3	111674676	111846447	PLCXD2	+
chr3	111676736	111677433	PLCXD2-AS1	-
chr3	111732497	111976517	PHLDB2	+
chr3	111979010	111993363	ABHD10	+
chr3	111998664	112013887	TAGLN3	+
chr3	112030931	112031649	RFKP2	-
chr3	112034843	112081269	TMPRSS7	+
chr3	112086335	112131004	C3orf52	+
chr3	112112801	112112898	MIR567	+
chr3	112120841	112133305	GCSAM	-
chr3	112133423	112135359	RP11-757F18.5	+
chr3	112140887	112294258	SLC9C1	-
chr3	112185480	112185998	RP11-757F18.3	-
