sample	contig	human_chrom	human_coord	virus_genome	virus_coord	total	hotspot	hotspot_sample_counts	left_genes	right_genes
LIHC-DD-AADU-TP	NC_003977_3182nt_Hepatitis_B_virus~1793~+~chr5~1306848~+	chr5	1306848	NC_003977_3182nt_Hepatitis_B_virus	1793	3859	chr5:1306848	16	RP11-661C8.3;RP11-43F13.3;RP11-43F13.4;NKD2;MIR4635;SLC12A7;CTD-3080P12.3;SLC6A19;SLC6A18;TERT	MIR4457;CLPTM1L;RP11-325I22.1;LINC01511;RP11-325I22.3;SLC6A3;LPCAT1;MIR6075;CTD-2245E15.3;AC091849.1
LIHC-DD-AADV-TP	NC_003977_3182nt_Hepatitis_B_virus~461~+~chr5~1295726~+	chr5	1295726	NC_003977_3182nt_Hepatitis_B_virus	461	22	chr5:1306848	16	RP11-661C8.3;RP11-43F13.3;RP11-43F13.4;NKD2;MIR4635;SLC12A7;CTD-3080P12.3;SLC6A19;SLC6A18;TERT	MIR4457;CLPTM1L;RP11-325I22.1;LINC01511;RP11-325I22.3;SLC6A3;LPCAT1;MIR6075;CTD-2245E15.3;AC091849.1
LIHC-G3-A25U-TP	chr5~1294669~+~NC_003977_3182nt_Hepatitis_B_virus~1368~+	chr5	1294669	NC_003977_3182nt_Hepatitis_B_virus	1368	12	chr5:1306848	16	RP11-661C8.2;RP11-661C8.3;RP11-43F13.3;RP11-43F13.4;NKD2;MIR4635;SLC12A7;CTD-3080P12.3;SLC6A19;SLC6A18;TERT	MIR4457;CLPTM1L;RP11-325I22.1;LINC01511;RP11-325I22.3;SLC6A3;LPCAT1;MIR6075;CTD-2245E15.3;AC091849.1
LIHC-DD-AAD0-TP	chr5~1295116~+~NC_003977_3182nt_Hepatitis_B_virus~1810~-	chr5	1295116	NC_003977_3182nt_Hepatitis_B_virus	1810	10	chr5:1306848	16	RP11-661C8.3;RP11-43F13.3;RP11-43F13.4;NKD2;MIR4635;SLC12A7;CTD-3080P12.3;SLC6A19;SLC6A18;TERT	MIR4457;CLPTM1L;RP11-325I22.1;LINC01511;RP11-325I22.3;SLC6A3;LPCAT1;MIR6075;CTD-2245E15.3;AC091849.1
LIHC-DD-AACK-TP	NC_003977_3182nt_Hepatitis_B_virus~1820~+~chr5~1295345~+	chr5	1295345	NC_003977_3182nt_Hepatitis_B_virus	1820	2072	chr5:1306848	16	RP11-661C8.3;RP11-43F13.3;RP11-43F13.4;NKD2;MIR4635;SLC12A7;CTD-3080P12.3;SLC6A19;SLC6A18;TERT	MIR4457;CLPTM1L;RP11-325I22.1;LINC01511;RP11-325I22.3;SLC6A3;LPCAT1;MIR6075;CTD-2245E15.3;AC091849.1
LIHC-DD-AAE6-TP	chr5~1295347~+~NC_003977_3182nt_Hepatitis_B_virus~1817~-	chr5	1295347	NC_003977_3182nt_Hepatitis_B_virus	1817	30	chr5:1306848	16	RP11-661C8.3;RP11-43F13.3;RP11-43F13.4;NKD2;MIR4635;SLC12A7;CTD-3080P12.3;SLC6A19;SLC6A18;TERT	MIR4457;CLPTM1L;RP11-325I22.1;LINC01511;RP11-325I22.3;SLC6A3;LPCAT1;MIR6075;CTD-2245E15.3;AC091849.1
LIHC-DD-AAD6-TP	NC_003977_3182nt_Hepatitis_B_virus~2551~+~chr5~1295712~+	chr5	1295712	NC_003977_3182nt_Hepatitis_B_virus	2551	71	chr5:1306848	16	RP11-661C8.3;RP11-43F13.3;RP11-43F13.4;NKD2;MIR4635;SLC12A7;CTD-3080P12.3;SLC6A19;SLC6A18;TERT	MIR4457;CLPTM1L;RP11-325I22.1;LINC01511;RP11-325I22.3;SLC6A3;LPCAT1;MIR6075;CTD-2245E15.3;AC091849.1
LIHC-DD-AADL-TP	NC_003977_3182nt_Hepatitis_B_virus~2450~+~chr5~1295726~+	chr5	1295726	NC_003977_3182nt_Hepatitis_B_virus	2450	71	chr5:1306848	16	RP11-661C8.3;RP11-43F13.3;RP11-43F13.4;NKD2;MIR4635;SLC12A7;CTD-3080P12.3;SLC6A19;SLC6A18;TERT	MIR4457;CLPTM1L;RP11-325I22.1;LINC01511;RP11-325I22.3;SLC6A3;LPCAT1;MIR6075;CTD-2245E15.3;AC091849.1
LIHC-RC-A7SB-TP	NC_003977_3182nt_Hepatitis_B_virus~1799~+~chr5~1295467~+	chr5	1295467	NC_003977_3182nt_Hepatitis_B_virus	1799	1924	chr5:1306848	16	RP11-661C8.3;RP11-43F13.3;RP11-43F13.4;NKD2;MIR4635;SLC12A7;CTD-3080P12.3;SLC6A19;SLC6A18;TERT	MIR4457;CLPTM1L;RP11-325I22.1;LINC01511;RP11-325I22.3;SLC6A3;LPCAT1;MIR6075;CTD-2245E15.3;AC091849.1
LIHC-DD-AADF-TP	NC_003977_3182nt_Hepatitis_B_virus~420~+~chr5~1126717~+	chr5	1126717	NC_003977_3182nt_Hepatitis_B_virus	420	28	chr5:1306848	16	ZDHHC11;BRD9;TRIP13;RP11-661C8.2;RP11-661C8.3;RP11-43F13.3;RP11-43F13.4;NKD2;MIR4635;SLC12A7	CTD-3080P12.3;SLC6A19;SLC6A18;TERT;MIR4457;CLPTM1L;RP11-325I22.1;LINC01511;RP11-325I22.3;SLC6A3
