sample	contig	human_chrom	human_coord	virus_genome	virus_coord	total	hotspot	hotspot_sample_counts	left_genes	right_genes
LIHC-DD-AADF-TP	NC_003977_3182nt_Hepatitis_B_virus~1810~+~chr4~121822033~+	chr4	121822033	NC_003977_3182nt_Hepatitis_B_virus	1810	11	chr4:121823413	4	SAR1P3;RP11-501E14.1;PRDM5;RNU6-550P;SETP12;NDNF;RN7SKP137;RP11-647P12.1;RP11-647P12.2;TNIP3;RNU6-948P;Y_RNA;QRFPR;RP11-364P2.2;AC093816.1;TUBB4BP5;ANXA5;TMEM155;PP12613;EXOSC9;CCNA2	BBS7;RP11-63B13.1;TRPC3;AC097533.1;RN7SL335P;KIAA1109;ADAD1;IL2;IL21;IL21-AS1;CETN4P;BBS12;RP11-170N16.1;AC021205.1;RP11-170N16.2;FGF2;RP11-170N16.3;NUDT6;AC021205.2;AC109357.1
LIHC-ZS-A9CF-TP	NC_001401_4679nt_Adeno_associated_virus_2~3406~-~chr4~121822382~+	chr4	121822382	NC_001401_4679nt_Adeno_associated_virus_2	3406	24	chr4:121823413	4	SAR1P3;RP11-501E14.1;PRDM5;RNU6-550P;SETP12;NDNF;RN7SKP137;RP11-647P12.1;RP11-647P12.2;TNIP3;RNU6-948P;Y_RNA;QRFPR;RP11-364P2.2;AC093816.1;TUBB4BP5;ANXA5;TMEM155;PP12613;EXOSC9;CCNA2	BBS7;RP11-63B13.1;TRPC3;AC097533.1;RN7SL335P;KIAA1109;ADAD1;IL2;IL21;IL21-AS1;CETN4P;BBS12;RP11-170N16.1;AC021205.1;RP11-170N16.2;FGF2;RP11-170N16.3;NUDT6;AC021205.2;AC109357.1
LIHC-ZS-A9CF-TR	NC_001401_4679nt_Adeno_associated_virus_2~3428~-~chr4~121823226~+	chr4	121823226	NC_001401_4679nt_Adeno_associated_virus_2	3428	49	chr4:121823413	4	SAR1P3;RP11-501E14.1;PRDM5;RNU6-550P;SETP12;NDNF;RN7SKP137;RP11-647P12.1;RP11-647P12.2;TNIP3;RNU6-948P;Y_RNA;QRFPR;RP11-364P2.2;AC093816.1;TUBB4BP5;ANXA5;TMEM155;PP12613;EXOSC9;CCNA2	BBS7;RP11-63B13.1;TRPC3;AC097533.1;RN7SL335P;KIAA1109;ADAD1;IL2;IL21;IL21-AS1;CETN4P;BBS12;RP11-170N16.1;AC021205.1;RP11-170N16.2;FGF2;RP11-170N16.3;NUDT6;AC021205.2;AC109357.1
LIHC-ZS-A9CF-TP	NC_001401_4679nt_Adeno_associated_virus_2~3525~-~chr4~121914732~+	chr4	121914732	NC_001401_4679nt_Adeno_associated_virus_2	3525	17	chr4:121823413	4	RNU6-550P;SETP12;NDNF;RN7SKP137;RP11-647P12.1;RP11-647P12.2;TNIP3;RNU6-948P;Y_RNA;QRFPR;RP11-364P2.2;AC093816.1;TUBB4BP5;ANXA5;TMEM155;PP12613;EXOSC9;CCNA2;BBS7;RP11-63B13.1;TRPC3	AC097533.1;RN7SL335P;KIAA1109;ADAD1;IL2;IL21;IL21-AS1;CETN4P;BBS12;RP11-170N16.1;AC021205.1;RP11-170N16.2;FGF2;RP11-170N16.3;NUDT6;AC021205.2;AC109357.1;SPATA5;CTB-51E13.1;SPRY1
LIHC-ZS-A9CF-TR	NC_001401_4679nt_Adeno_associated_virus_2~3525~-~chr4~121914732~+	chr4	121914732	NC_001401_4679nt_Adeno_associated_virus_2	3525	16	chr4:121823413	4	RNU6-550P;SETP12;NDNF;RN7SKP137;RP11-647P12.1;RP11-647P12.2;TNIP3;RNU6-948P;Y_RNA;QRFPR;RP11-364P2.2;AC093816.1;TUBB4BP5;ANXA5;TMEM155;PP12613;EXOSC9;CCNA2;BBS7;RP11-63B13.1;TRPC3	AC097533.1;RN7SL335P;KIAA1109;ADAD1;IL2;IL21;IL21-AS1;CETN4P;BBS12;RP11-170N16.1;AC021205.1;RP11-170N16.2;FGF2;RP11-170N16.3;NUDT6;AC021205.2;AC109357.1;SPATA5;CTB-51E13.1;SPRY1
LIHC-ZS-A9CF-TP	NC_001401_4679nt_Adeno_associated_virus_2~3431~-~chr4~121950241~+	chr4	121950241	NC_001401_4679nt_Adeno_associated_virus_2	3431	11	chr4:121823413	4	RNU6-550P;SETP12;NDNF;RN7SKP137;RP11-647P12.1;RP11-647P12.2;TNIP3;RNU6-948P;Y_RNA;QRFPR;RP11-364P2.2;AC093816.1;TUBB4BP5;ANXA5;TMEM155;PP12613;EXOSC9;CCNA2;BBS7;RP11-63B13.1;TRPC3	AC097533.1;RN7SL335P;KIAA1109;ADAD1;IL2;IL21;IL21-AS1;CETN4P;BBS12;RP11-170N16.1;AC021205.1;RP11-170N16.2;FGF2;RP11-170N16.3;NUDT6;AC021205.2;AC109357.1;SPATA5;CTB-51E13.1;SPRY1
LIHC-ZS-A9CF-TR	NC_001401_4679nt_Adeno_associated_virus_2~3431~-~chr4~121950241~+	chr4	121950241	NC_001401_4679nt_Adeno_associated_virus_2	3431	18	chr4:121823413	4	RNU6-550P;SETP12;NDNF;RN7SKP137;RP11-647P12.1;RP11-647P12.2;TNIP3;RNU6-948P;Y_RNA;QRFPR;RP11-364P2.2;AC093816.1;TUBB4BP5;ANXA5;TMEM155;PP12613;EXOSC9;CCNA2;BBS7;RP11-63B13.1;TRPC3	AC097533.1;RN7SL335P;KIAA1109;ADAD1;IL2;IL21;IL21-AS1;CETN4P;BBS12;RP11-170N16.1;AC021205.1;RP11-170N16.2;FGF2;RP11-170N16.3;NUDT6;AC021205.2;AC109357.1;SPATA5;CTB-51E13.1;SPRY1
LIHC-ZS-A9CF-TP	NC_001401_4679nt_Adeno_associated_virus_2~3407~-~chr4~121821244~+	chr4	121821244	NC_001401_4679nt_Adeno_associated_virus_2	3407	35	chr4:121823413	4	SAR1P3;RP11-501E14.1;PRDM5;RNU6-550P;SETP12;NDNF;RN7SKP137;RP11-647P12.1;RP11-647P12.2;TNIP3;RNU6-948P;Y_RNA;QRFPR;RP11-364P2.2;AC093816.1;TUBB4BP5;ANXA5;TMEM155;PP12613;EXOSC9;CCNA2	BBS7;RP11-63B13.1;TRPC3;AC097533.1;RN7SL335P;KIAA1109;ADAD1;IL2;IL21;IL21-AS1;CETN4P;BBS12;RP11-170N16.1;AC021205.1;RP11-170N16.2;FGF2;RP11-170N16.3;NUDT6;AC021205.2;AC109357.1
LIHC-BC-A10Y-TP	NC_001401_4679nt_Adeno_associated_virus_2~4161~-~chr4~121823413~+	chr4	121823413	NC_001401_4679nt_Adeno_associated_virus_2	4161	149	chr4:121823413	4	SAR1P3;RP11-501E14.1;PRDM5;RNU6-550P;SETP12;NDNF;RN7SKP137;RP11-647P12.1;RP11-647P12.2;TNIP3;RNU6-948P;Y_RNA;QRFPR;RP11-364P2.2;AC093816.1;TUBB4BP5;ANXA5;TMEM155;PP12613;EXOSC9;CCNA2	BBS7;RP11-63B13.1;TRPC3;AC097533.1;RN7SL335P;KIAA1109;ADAD1;IL2;IL21;IL21-AS1;CETN4P;BBS12;RP11-170N16.1;AC021205.1;RP11-170N16.2;FGF2;RP11-170N16.3;NUDT6;AC021205.2;AC109357.1
LIHC-ZS-A9CF-TR	NC_001401_4679nt_Adeno_associated_virus_2~3407~-~chr4~121821244~+	chr4	121821244	NC_001401_4679nt_Adeno_associated_virus_2	3407	30	chr4:121823413	4	SAR1P3;RP11-501E14.1;PRDM5;RNU6-550P;SETP12;NDNF;RN7SKP137;RP11-647P12.1;RP11-647P12.2;TNIP3;RNU6-948P;Y_RNA;QRFPR;RP11-364P2.2;AC093816.1;TUBB4BP5;ANXA5;TMEM155;PP12613;EXOSC9;CCNA2	BBS7;RP11-63B13.1;TRPC3;AC097533.1;RN7SL335P;KIAA1109;ADAD1;IL2;IL21;IL21-AS1;CETN4P;BBS12;RP11-170N16.1;AC021205.1;RP11-170N16.2;FGF2;RP11-170N16.3;NUDT6;AC021205.2;AC109357.1
