chrom	lend	rend	gene	strand
chr15	43323649	43330605	LCMT2	-
chr15	43330674	43354555	ADAL	+
chr15	43358172	43371025	ZSCAN29	-
chr15	43369221	43409771	TUBGCP4	+
chr15	43391384	43391727	RN7SL487P	-
chr15	43403061	43510728	TP53BP1	-
chr15	43510958	43531620	MAP1A	+
chr15	43519409	43519489	AC019011.1	+
chr15	43533462	43590253	PPIP5K1	-
chr15	43593054	43604901	CKMT1B	+
chr15	43599398	43618800	STRC	-
chr15	43602543	43602648	RNU6-554P	+
chr15	43628503	43668118	CATSPER2	-
chr15	43637632	43637738	RNU6-610P	-
chr15	43642389	43643023	AC011330.13	-
chr15	43649123	43649280	PDIA3P2	+
chr15	43663654	43684339	AC011330.5	-
chr15	43692886	43699222	CKMT1A	+
chr15	43699488	43718184	STRCP1	-
chr15	43702363	43702470	RNU6-353P	+
chr15	43726918	43747094	CATSPER2P1	-
chr15	43734179	43734285	RNU6-354P	-
chr15	43746392	43773279	PDIA3	+
