sample	contig	human_chrom	human_coord	virus_genome	virus_coord	total	hotspot	hotspot_sample_counts	left_genes	right_genes
CESC-VS-A8EG-TP	chr1~27428934~+~HPV16~881~-	chr1	27428934	HPV16	881	475	chr1:27419089	3	FKSG62;SLC9A1;RP11-40H20.5;CHCHD3P3;NPM1P39;SNRPEP7;RP11-40H20.4;Y_RNA;WDTC1;RP11-4K3__A.3;RNU6-48P;FO393419.1;RP11-4K3__A.5;TMEM222;SYTL1;MAP3K6;FCN3;CD164L2;RP1-144C9.2;GPR3;WASF2	RP4-752I6.1;RP1-159A19.4;AHDC1;FGR;RP1-159A19.3;RP11-288L9.1;IFI6;RNU6-949P;RP11-288L9.4;CHMP1AP1;RNU6-424P;RP3-426I6.2;RPEP3;FAM76A;RP3-426I6.5;STX12;AL020997.1;RP3-426I6.6;RNU6-1245P;SCARNA1
CESC-VS-A8EG-TP	chr1~27419089~+~HPV16~883~-	chr1	27419089	HPV16	883	26	chr1:27419089	3	FKSG62;SLC9A1;RP11-40H20.5;CHCHD3P3;NPM1P39;SNRPEP7;RP11-40H20.4;Y_RNA;WDTC1;RP11-4K3__A.3;RNU6-48P;FO393419.1;RP11-4K3__A.5;TMEM222;SYTL1;MAP3K6;FCN3;CD164L2;RP1-144C9.2;GPR3;WASF2	RP4-752I6.1;RP1-159A19.4;AHDC1;FGR;RP1-159A19.3;RP11-288L9.1;IFI6;RNU6-949P;RP11-288L9.4;CHMP1AP1;RNU6-424P;RP3-426I6.2;RPEP3;FAM76A;RP3-426I6.5;STX12;AL020997.1;RP3-426I6.6;RNU6-1245P;SCARNA1
CESC-VS-A9UP-TP	chr1~26768000~+~HPV18~3433~+	chr1	26768000	HPV18	3433	34	chr1:27419089	3	UBXN11;CD52;RP11-569G9.7;AIM1L;ZNF683;LIN28A;DHDDS;RP3-476K8.4;RP3-476K8.3;HMGN2;DPPA2P2;RPS6KA1;MIR1976;RN7SL679P;Y_RNA;RNU7-29P;RP11-492M19.3;snoU13;RP4-785J1.1;RP5-968P14.2;ARID1A	PIGV;RN7SL165P;ZDHHC18;SFN;RP1-50O24.6;GPN2;GPATCH3;NR0B2;NUDC;KDF1;RP11-344H11.4;RP11-344H11.5;OSTCP2;TRNP1;FAM46B;FKSG62;SLC9A1;RP11-40H20.5;CHCHD3P3;NPM1P39
CESC-VS-A9UP-TP	HPV18~2543~+~chr1~26771064~+	chr1	26771064	HPV18	2543	62	chr1:27419089	3	UBXN11;CD52;RP11-569G9.7;AIM1L;ZNF683;LIN28A;DHDDS;RP3-476K8.4;RP3-476K8.3;HMGN2;DPPA2P2;RPS6KA1;MIR1976;RN7SL679P;Y_RNA;RNU7-29P;RP11-492M19.3;snoU13;RP4-785J1.1;RP5-968P14.2;ARID1A	PIGV;RN7SL165P;ZDHHC18;SFN;RP1-50O24.6;GPN2;GPATCH3;NR0B2;NUDC;KDF1;RP11-344H11.4;RP11-344H11.5;OSTCP2;TRNP1;FAM46B;FKSG62;SLC9A1;RP11-40H20.5;CHCHD3P3;NPM1P39
CESC-VS-A8EG-TP	chr1~27428934~+~HPV16~227~-	chr1	27428934	HPV16	227	31	chr1:27419089	3	FKSG62;SLC9A1;RP11-40H20.5;CHCHD3P3;NPM1P39;SNRPEP7;RP11-40H20.4;Y_RNA;WDTC1;RP11-4K3__A.3;RNU6-48P;FO393419.1;RP11-4K3__A.5;TMEM222;SYTL1;MAP3K6;FCN3;CD164L2;RP1-144C9.2;GPR3;WASF2	RP4-752I6.1;RP1-159A19.4;AHDC1;FGR;RP1-159A19.3;RP11-288L9.1;IFI6;RNU6-949P;RP11-288L9.4;CHMP1AP1;RNU6-424P;RP3-426I6.2;RPEP3;FAM76A;RP3-426I6.5;STX12;AL020997.1;RP3-426I6.6;RNU6-1245P;SCARNA1
CESC-VS-A9UP-TP	chr1~26771099~+~HPV18~6597~+	chr1	26771099	HPV18	6597	15	chr1:27419089	3	UBXN11;CD52;RP11-569G9.7;AIM1L;ZNF683;LIN28A;DHDDS;RP3-476K8.4;RP3-476K8.3;HMGN2;DPPA2P2;RPS6KA1;MIR1976;RN7SL679P;Y_RNA;RNU7-29P;RP11-492M19.3;snoU13;RP4-785J1.1;RP5-968P14.2;ARID1A	PIGV;RN7SL165P;ZDHHC18;SFN;RP1-50O24.6;GPN2;GPATCH3;NR0B2;NUDC;KDF1;RP11-344H11.4;RP11-344H11.5;OSTCP2;TRNP1;FAM46B;FKSG62;SLC9A1;RP11-40H20.5;CHCHD3P3;NPM1P39
CESC-VS-A9UP-TP	HPV18~930~+~chr1~26772499~+	chr1	26772499	HPV18	930	315	chr1:27419089	3	UBXN11;CD52;RP11-569G9.7;AIM1L;ZNF683;LIN28A;DHDDS;RP3-476K8.4;RP3-476K8.3;HMGN2;DPPA2P2;RPS6KA1;MIR1976;RN7SL679P;Y_RNA;RNU7-29P;RP11-492M19.3;snoU13;RP4-785J1.1;RP5-968P14.2;ARID1A	PIGV;RN7SL165P;ZDHHC18;SFN;RP1-50O24.6;GPN2;GPATCH3;NR0B2;NUDC;KDF1;RP11-344H11.4;RP11-344H11.5;OSTCP2;TRNP1;FAM46B;FKSG62;SLC9A1;RP11-40H20.5;CHCHD3P3;NPM1P39
CESC-VS-A8EG-TP	chr1~27493101~+~HPV16~1283~-	chr1	27493101	HPV16	1283	14	chr1:27419089	3	RP11-40H20.5;CHCHD3P3;NPM1P39;SNRPEP7;RP11-40H20.4;Y_RNA;WDTC1;RP11-4K3__A.3;RNU6-48P;FO393419.1;RP11-4K3__A.5;TMEM222;SYTL1;MAP3K6;FCN3;CD164L2;RP1-144C9.2;GPR3;WASF2;RP4-752I6.1	RP1-159A19.4;AHDC1;FGR;RP1-159A19.3;RP11-288L9.1;IFI6;RNU6-949P;RP11-288L9.4;CHMP1AP1;RNU6-424P;RP3-426I6.2;RPEP3;FAM76A;RP3-426I6.5;STX12;AL020997.1;RP3-426I6.6;RNU6-1245P;SCARNA1;PPP1R8
CESC-VS-A9UP-TP	chr1~26831707~+~HPV18~4769~+	chr1	26831707	HPV18	4769	40	chr1:27419089	3	AIM1L;ZNF683;LIN28A;DHDDS;RP3-476K8.4;RP3-476K8.3;HMGN2;DPPA2P2;RPS6KA1;MIR1976;RN7SL679P;Y_RNA;RNU7-29P;RP11-492M19.3;snoU13;RP4-785J1.1;RP5-968P14.2;ARID1A;PIGV;RN7SL165P;ZDHHC18	SFN;RP1-50O24.6;GPN2;GPATCH3;NR0B2;NUDC;KDF1;RP11-344H11.4;RP11-344H11.5;OSTCP2;TRNP1;FAM46B;FKSG62;SLC9A1;RP11-40H20.5;CHCHD3P3;NPM1P39;SNRPEP7;RP11-40H20.4;Y_RNA
CESC-VS-A9UD-TP	HPV16~881~+~chr1~27395513~+	chr1	27395513	HPV16	881	14	chr1:27419089	3	FAM46B;FKSG62;SLC9A1;RP11-40H20.5;CHCHD3P3;NPM1P39;SNRPEP7;RP11-40H20.4;Y_RNA;WDTC1;RP11-4K3__A.3;RNU6-48P;FO393419.1;RP11-4K3__A.5;TMEM222;SYTL1;MAP3K6;FCN3;CD164L2;RP1-144C9.2;GPR3	WASF2;RP4-752I6.1;RP1-159A19.4;AHDC1;FGR;RP1-159A19.3;RP11-288L9.1;IFI6;RNU6-949P;RP11-288L9.4;CHMP1AP1;RNU6-424P;RP3-426I6.2;RPEP3;FAM76A;RP3-426I6.5;STX12;AL020997.1;RP3-426I6.6;RNU6-1245P
CESC-VS-A9UD-TP	HPV16~2157~+~chr1~27420109~+	chr1	27420109	HPV16	2157	70	chr1:27419089	3	FKSG62;SLC9A1;RP11-40H20.5;CHCHD3P3;NPM1P39;SNRPEP7;RP11-40H20.4;Y_RNA;WDTC1;RP11-4K3__A.3;RNU6-48P;FO393419.1;RP11-4K3__A.5;TMEM222;SYTL1;MAP3K6;FCN3;CD164L2;RP1-144C9.2;GPR3;WASF2	RP4-752I6.1;RP1-159A19.4;AHDC1;FGR;RP1-159A19.3;RP11-288L9.1;IFI6;RNU6-949P;RP11-288L9.4;CHMP1AP1;RNU6-424P;RP3-426I6.2;RPEP3;FAM76A;RP3-426I6.5;STX12;AL020997.1;RP3-426I6.6;RNU6-1245P;SCARNA1
CESC-VS-A9UD-TP	HPV16~881~+~chr1~27423218~+	chr1	27423218	HPV16	881	116	chr1:27419089	3	FKSG62;SLC9A1;RP11-40H20.5;CHCHD3P3;NPM1P39;SNRPEP7;RP11-40H20.4;Y_RNA;WDTC1;RP11-4K3__A.3;RNU6-48P;FO393419.1;RP11-4K3__A.5;TMEM222;SYTL1;MAP3K6;FCN3;CD164L2;RP1-144C9.2;GPR3;WASF2	RP4-752I6.1;RP1-159A19.4;AHDC1;FGR;RP1-159A19.3;RP11-288L9.1;IFI6;RNU6-949P;RP11-288L9.4;CHMP1AP1;RNU6-424P;RP3-426I6.2;RPEP3;FAM76A;RP3-426I6.5;STX12;AL020997.1;RP3-426I6.6;RNU6-1245P;SCARNA1
CESC-VS-A9UD-TP	chr1~27425720~+~HPV16~3550~+	chr1	27425720	HPV16	3550	536	chr1:27419089	3	FKSG62;SLC9A1;RP11-40H20.5;CHCHD3P3;NPM1P39;SNRPEP7;RP11-40H20.4;Y_RNA;WDTC1;RP11-4K3__A.3;RNU6-48P;FO393419.1;RP11-4K3__A.5;TMEM222;SYTL1;MAP3K6;FCN3;CD164L2;RP1-144C9.2;GPR3;WASF2	RP4-752I6.1;RP1-159A19.4;AHDC1;FGR;RP1-159A19.3;RP11-288L9.1;IFI6;RNU6-949P;RP11-288L9.4;CHMP1AP1;RNU6-424P;RP3-426I6.2;RPEP3;FAM76A;RP3-426I6.5;STX12;AL020997.1;RP3-426I6.6;RNU6-1245P;SCARNA1
CESC-VS-A9UP-TP	HPV18~1346~+~chr1~26771119~+	chr1	26771119	HPV18	1346	321	chr1:27419089	3	UBXN11;CD52;RP11-569G9.7;AIM1L;ZNF683;LIN28A;DHDDS;RP3-476K8.4;RP3-476K8.3;HMGN2;DPPA2P2;RPS6KA1;MIR1976;RN7SL679P;Y_RNA;RNU7-29P;RP11-492M19.3;snoU13;RP4-785J1.1;RP5-968P14.2;ARID1A	PIGV;RN7SL165P;ZDHHC18;SFN;RP1-50O24.6;GPN2;GPATCH3;NR0B2;NUDC;KDF1;RP11-344H11.4;RP11-344H11.5;OSTCP2;TRNP1;FAM46B;FKSG62;SLC9A1;RP11-40H20.5;CHCHD3P3;NPM1P39
CESC-VS-A9UP-TP	chr1~26827140~+~HPV18~23~+	chr1	26827140	HPV18	23	25	chr1:27419089	3	AIM1L;ZNF683;LIN28A;DHDDS;RP3-476K8.4;RP3-476K8.3;HMGN2;DPPA2P2;RPS6KA1;MIR1976;RN7SL679P;Y_RNA;RNU7-29P;RP11-492M19.3;snoU13;RP4-785J1.1;RP5-968P14.2;ARID1A;PIGV;RN7SL165P;ZDHHC18	SFN;RP1-50O24.6;GPN2;GPATCH3;NR0B2;NUDC;KDF1;RP11-344H11.4;RP11-344H11.5;OSTCP2;TRNP1;FAM46B;FKSG62;SLC9A1;RP11-40H20.5;CHCHD3P3;NPM1P39;SNRPEP7;RP11-40H20.4;Y_RNA
