chrom	lend	rend	gene	strand
chr1	23191895	23194729	HTR1D	-
chr1	23244765	23245224	RP5-1057J7.1	+
chr1	23281309	23286752	LINC01355	-
chr1	23303771	23344336	HNRNPR	-
chr1	23359448	23369442	ZNF436	-
chr1	23368997	23371839	ZNF436-AS1	+
chr1	23370254	23370346	Y_RNA	+
chr1	23378380	23379029	RP5-1057J7.7	-
chr1	23381061	23424740	TCEA3	-
chr1	23410832	23412146	RP4-654C18.1	+
chr1	23428563	23484568	ASAP3	-
chr1	23506430	23531220	E2F2	-
chr1	23538035	23538313	Metazoa_SRP	+
chr1	23549139	23550915	RP1-150O5.3	-
chr1	23557918	23559794	ID3	-
chr1	23581495	23640568	MDS2	+
chr1	23670294	23680259	RP11-223J15.2	+
chr1	23691779	23696425	RPL11	+
chr1	23705801	23706934	RP5-886K2.1	-
chr1	23743155	23762059	TCEB3	+
chr1	23760382	23778287	TCEB3-AS1	-
chr1	23778405	23788232	PITHD1	+
chr1	23790970	23795539	LYPLA2	+
chr1	23795599	23800804	GALE	-
chr1	23801885	23838620	HMGCL	-
chr1	23845077	23868294	FUCA1	-
chr1	23870526	23913362	CNR2	-
chr1	23901471	23902737	RP11-4M23.2	-
chr1	23907111	23907885	RP11-4M23.3	+
chr1	23929070	23929147	MIR378F	+
chr1	23949016	23949383	RP11-4M23.4	-
chr1	23959109	23963462	PNRC2	+
chr1	23964804	23980927	SRSF10	-
chr1	24007881	24008519	RP11-4M23.7	-
chr1	24040835	24086799	RP11-293P20.2	+
chr1	24056035	24112175	MYOM3	-
chr1	24066774	24083565	RP11-293P20.4	+
